seed,scenario,method,view,regime,window,n_rows,state_mismatch_rate,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate
42,steady_r20,regime_conditional,observed,all,stable,2160,0.0,6480,432,176,91,256,5957,0.6591760299625468,0.4074074074074074,0.5035765379113019,0.015046296296296295,0.5361806780687951,0.8333333333333334,432,0.032407407407407406,864,0.03587962962962963,1.0,1.0,0.3333333333333333,0.4074074074074074,0.3680555555555556
42,steady_r20,regime_conditional,observed,warehouse,all,720,0.0,2160,144,61,43,83,1973,0.5865384615384616,0.4236111111111111,0.49193548387096775,0.02132936507936508,0.5127759260443513,0.8125,144,0.052083333333333336,288,0.046875,1.0,1.0,0.3333333333333333,0.4236111111111111,0.3611111111111111
42,steady_r20,regime_conditional,observed,warehouse,stable,720,0.0,2160,144,61,43,83,1973,0.5865384615384616,0.4236111111111111,0.49193548387096775,0.02132936507936508,0.5127759260443513,0.8125,144,0.052083333333333336,288,0.046875,1.0,1.0,0.3333333333333333,0.4236111111111111,0.3611111111111111
42,steady_r20,regime_conditional,observed,transit_smooth,all,720,0.0,2160,144,46,22,98,1994,0.6764705882352942,0.3194444444444444,0.4339622641509434,0.010912698412698412,0.4837479833089991,0.8333333333333334,144,0.017361111111111112,288,0.029513888888888888,1.0,1.0,0.3333333333333333,0.3194444444444444,0.2916666666666667
42,steady_r20,regime_conditional,observed,transit_smooth,stable,720,0.0,2160,144,46,22,98,1994,0.6764705882352942,0.3194444444444444,0.4339622641509434,0.010912698412698412,0.4837479833089991,0.8333333333333334,144,0.017361111111111112,288,0.029513888888888888,1.0,1.0,0.3333333333333333,0.3194444444444444,0.2916666666666667
42,steady_r20,regime_conditional,observed,transit_rough,all,720,0.0,2160,144,69,26,75,1990,0.7263157894736842,0.4791666666666667,0.5774058577405857,0.012896825396825396,0.6225530024607948,0.8541666666666666,144,0.027777777777777776,288,0.03125,1.0,1.0,0.3333333333333333,0.4791666666666667,0.4513888888888889
42,steady_r20,regime_conditional,observed,transit_rough,stable,720,0.0,2160,144,69,26,75,1990,0.7263157894736842,0.4791666666666667,0.5774058577405857,0.012896825396825396,0.6225530024607948,0.8541666666666666,144,0.027777777777777776,288,0.03125,1.0,1.0,0.3333333333333333,0.4791666666666667,0.4513888888888889
42,steady_k2,single_marginal,clean,all,all,2160,0.0,6480,0,0,2855,0,3625,0.0,,0.0,0.44058641975308643,,,0,,0,0.6768518518518518,1.0,1.0,,,
42,steady_k2,single_marginal,clean,all,stable,2160,0.0,6480,0,0,2855,0,3625,0.0,,0.0,0.44058641975308643,,,0,,0,0.6768518518518518,1.0,1.0,,,
42,steady_k2,single_marginal,clean,warehouse,all,720,0.0,2160,0,0,23,0,2137,0.0,,0.0,0.010648148148148148,,,0,,0,0.030555555555555555,1.0,1.0,,,
42,steady_k2,single_marginal,clean,warehouse,stable,720,0.0,2160,0,0,23,0,2137,0.0,,0.0,0.010648148148148148,,,0,,0,0.030555555555555555,1.0,1.0,,,
42,steady_k2,single_marginal,clean,transit_smooth,all,720,0.0,2160,0,0,1288,0,872,0.0,,0.0,0.5962962962962963,,,0,,0,1.0,1.0,1.0,,,
42,steady_k2,single_marginal,clean,transit_smooth,stable,720,0.0,2160,0,0,1288,0,872,0.0,,0.0,0.5962962962962963,,,0,,0,1.0,1.0,1.0,,,
42,steady_k2,single_marginal,clean,transit_rough,all,720,0.0,2160,0,0,1544,0,616,0.0,,0.0,0.7148148148148148,,,0,,0,1.0,1.0,1.0,,,
42,steady_k2,single_marginal,clean,transit_rough,stable,720,0.0,2160,0,0,1544,0,616,0.0,,0.0,0.7148148148148148,,,0,,0,1.0,1.0,1.0,,,
42,steady_k2,single_marginal,observed,all,all,2160,0.0,6480,432,249,2670,183,3378,0.08530318602261049,0.5763888888888888,0.1486123545210385,0.44146825396825395,0.07875701814343161,0.625,216,0.4537037037037037,216,0.6779835390946503,1.0,1.0,0.6666666666666666,0.3287037037037037,0.12037037037037036
42,steady_k2,single_marginal,observed,all,stable,2160,0.0,6480,432,249,2670,183,3378,0.08530318602261049,0.5763888888888888,0.1486123545210385,0.44146825396825395,0.07875701814343161,0.625,216,0.4537037037037037,216,0.6779835390946503,1.0,1.0,0.6666666666666666,0.3287037037037037,0.12037037037037036
42,steady_k2,single_marginal,observed,warehouse,all,720,0.0,2160,144,51,23,93,1993,0.6891891891891891,0.3541666666666667,0.46788990825688076,0.011408730158730158,0.49444820931271044,0.9583333333333334,72,0.0,72,0.033950617283950615,1.0,1.0,0.6666666666666666,0.08333333333333333,0.08333333333333333
42,steady_k2,single_marginal,observed,warehouse,stable,720,0.0,2160,144,51,23,93,1993,0.6891891891891891,0.3541666666666667,0.46788990825688076,0.011408730158730158,0.49444820931271044,0.9583333333333334,72,0.0,72,0.033950617283950615,1.0,1.0,0.6666666666666666,0.08333333333333333,0.08333333333333333
42,steady_k2,single_marginal,observed,transit_smooth,all,720,0.0,2160,144,112,1201,32,815,0.0853008377760853,0.7777777777777778,0.15374056280027454,0.595734126984127,0.1529857214572021,0.5833333333333334,72,0.6388888888888888,72,1.0,1.0,1.0,0.6666666666666666,0.5555555555555556,0.2638888888888889
42,steady_k2,single_marginal,observed,transit_smooth,stable,720,0.0,2160,144,112,1201,32,815,0.0853008377760853,0.7777777777777778,0.15374056280027454,0.595734126984127,0.1529857214572021,0.5833333333333334,72,0.6388888888888888,72,1.0,1.0,1.0,0.6666666666666666,0.5555555555555556,0.2638888888888889
42,steady_k2,single_marginal,observed,transit_rough,all,720,0.0,2160,144,86,1446,58,570,0.05613577023498695,0.5972222222222222,0.1026252983293556,0.7172619047619048,0.07095043178610765,0.3333333333333333,72,0.7222222222222222,72,1.0,1.0,1.0,0.6666666666666666,0.3472222222222222,0.013888888888888888
42,steady_k2,single_marginal,observed,transit_rough,stable,720,0.0,2160,144,86,1446,58,570,0.05613577023498695,0.5972222222222222,0.1026252983293556,0.7172619047619048,0.07095043178610765,0.3333333333333333,72,0.7222222222222222,72,1.0,1.0,1.0,0.6666666666666666,0.3472222222222222,0.013888888888888888
42,steady_k2,pooled_marginal,clean,all,all,2160,0.0,6480,0,0,84,0,6396,0.0,,0.0,0.012962962962962963,,,0,,0,0.03287037037037037,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,all,stable,2160,0.0,6480,0,0,84,0,6396,0.0,,0.0,0.012962962962962963,,,0,,0,0.03287037037037037,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,warehouse,all,720,0.0,2160,0,0,6,0,2154,0.0,,0.0,0.002777777777777778,,,0,,0,0.008333333333333333,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,warehouse,stable,720,0.0,2160,0,0,6,0,2154,0.0,,0.0,0.002777777777777778,,,0,,0,0.008333333333333333,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,transit_smooth,all,720,0.0,2160,0,0,7,0,2153,0.0,,0.0,0.0032407407407407406,,,0,,0,0.009722222222222222,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,transit_smooth,stable,720,0.0,2160,0,0,7,0,2153,0.0,,0.0,0.0032407407407407406,,,0,,0,0.009722222222222222,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,transit_rough,all,720,0.0,2160,0,0,71,0,2089,0.0,,0.0,0.03287037037037037,,,0,,0,0.08055555555555556,1.0,1.0,,,
42,steady_k2,pooled_marginal,clean,transit_rough,stable,720,0.0,2160,0,0,71,0,2089,0.0,,0.0,0.03287037037037037,,,0,,0,0.08055555555555556,1.0,1.0,,,
42,steady_k2,pooled_marginal,observed,all,all,2160,0.0,6480,432,63,79,369,5969,0.44366197183098594,0.14583333333333334,0.21951219512195122,0.013062169312169311,0.21929736682515974,0.8657407407407407,216,0.004629629629629629,216,0.03343621399176955,1.0,1.0,0.6666666666666666,0.06481481481481481,0.06481481481481481
42,steady_k2,pooled_marginal,observed,all,stable,2160,0.0,6480,432,63,79,369,5969,0.44366197183098594,0.14583333333333334,0.21951219512195122,0.013062169312169311,0.21929736682515974,0.8657407407407407,216,0.004629629629629629,216,0.03343621399176955,1.0,1.0,0.6666666666666666,0.06481481481481481,0.06481481481481481
42,steady_k2,pooled_marginal,observed,warehouse,all,720,0.0,2160,144,18,6,126,2010,0.75,0.125,0.21428571428571427,0.002976190476190476,0.28802687197110727,0.8888888888888888,72,0.0,72,0.009259259259259259,1.0,1.0,0.6666666666666666,0.041666666666666664,0.041666666666666664
42,steady_k2,pooled_marginal,observed,warehouse,stable,720,0.0,2160,144,18,6,126,2010,0.75,0.125,0.21428571428571427,0.002976190476190476,0.28802687197110727,0.8888888888888888,72,0.0,72,0.009259259259259259,1.0,1.0,0.6666666666666666,0.041666666666666664,0.041666666666666664
42,steady_k2,pooled_marginal,observed,transit_smooth,all,720,0.0,2160,144,8,7,136,2009,0.5333333333333333,0.05555555555555555,0.10062893081761007,0.003472222222222222,0.28753624369229724,0.9444444444444444,72,0.0,72,0.010802469135802469,1.0,1.0,0.6666666666666666,0.013888888888888888,0.013888888888888888
42,steady_k2,pooled_marginal,observed,transit_smooth,stable,720,0.0,2160,144,8,7,136,2009,0.5333333333333333,0.05555555555555555,0.10062893081761007,0.003472222222222222,0.28753624369229724,0.9444444444444444,72,0.0,72,0.010802469135802469,1.0,1.0,0.6666666666666666,0.013888888888888888,0.013888888888888888
42,steady_k2,pooled_marginal,observed,transit_rough,all,720,0.0,2160,144,37,66,107,1950,0.3592233009708738,0.2569444444444444,0.29959514170040485,0.03273809523809524,0.27084284547592286,0.7638888888888888,72,0.013888888888888888,72,0.08024691358024691,1.0,1.0,0.6666666666666666,0.1388888888888889,0.1388888888888889
42,steady_k2,pooled_marginal,observed,transit_rough,stable,720,0.0,2160,144,37,66,107,1950,0.3592233009708738,0.2569444444444444,0.29959514170040485,0.03273809523809524,0.27084284547592286,0.7638888888888888,72,0.013888888888888888,72,0.08024691358024691,1.0,1.0,0.6666666666666666,0.1388888888888889,0.1388888888888889
42,steady_k2,regime_marginal,clean,all,all,2160,0.0,6480,0,0,50,0,6430,0.0,,0.0,0.007716049382716049,,,0,,0,0.022685185185185187,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,all,stable,2160,0.0,6480,0,0,50,0,6430,0.0,,0.0,0.007716049382716049,,,0,,0,0.022685185185185187,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,warehouse,all,720,0.0,2160,0,0,23,0,2137,0.0,,0.0,0.010648148148148148,,,0,,0,0.030555555555555555,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,warehouse,stable,720,0.0,2160,0,0,23,0,2137,0.0,,0.0,0.010648148148148148,,,0,,0,0.030555555555555555,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,transit_smooth,all,720,0.0,2160,0,0,15,0,2145,0.0,,0.0,0.006944444444444444,,,0,,0,0.020833333333333332,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,transit_smooth,stable,720,0.0,2160,0,0,15,0,2145,0.0,,0.0,0.006944444444444444,,,0,,0,0.020833333333333332,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,transit_rough,all,720,0.0,2160,0,0,12,0,2148,0.0,,0.0,0.005555555555555556,,,0,,0,0.016666666666666666,1.0,1.0,,,
42,steady_k2,regime_marginal,clean,transit_rough,stable,720,0.0,2160,0,0,12,0,2148,0.0,,0.0,0.005555555555555556,,,0,,0,0.016666666666666666,1.0,1.0,,,
42,steady_k2,regime_marginal,observed,all,all,2160,0.0,6480,432,133,50,299,5998,0.726775956284153,0.30787037037037035,0.432520325203252,0.008267195767195767,0.5199029898957813,0.9583333333333334,216,0.0,216,0.025205761316872428,1.0,1.0,0.6666666666666666,0.09722222222222222,0.09722222222222222
42,steady_k2,regime_marginal,observed,all,stable,2160,0.0,6480,432,133,50,299,5998,0.726775956284153,0.30787037037037035,0.432520325203252,0.008267195767195767,0.5199029898957813,0.9583333333333334,216,0.0,216,0.025205761316872428,1.0,1.0,0.6666666666666666,0.09722222222222222,0.09722222222222222
42,steady_k2,regime_marginal,observed,warehouse,all,720,0.0,2160,144,51,23,93,1993,0.6891891891891891,0.3541666666666667,0.46788990825688076,0.011408730158730158,0.49444820931271044,0.9583333333333334,72,0.0,72,0.033950617283950615,1.0,1.0,0.6666666666666666,0.08333333333333333,0.08333333333333333
42,steady_k2,regime_marginal,observed,warehouse,stable,720,0.0,2160,144,51,23,93,1993,0.6891891891891891,0.3541666666666667,0.46788990825688076,0.011408730158730158,0.49444820931271044,0.9583333333333334,72,0.0,72,0.033950617283950615,1.0,1.0,0.6666666666666666,0.08333333333333333,0.08333333333333333
42,steady_k2,regime_marginal,observed,transit_smooth,all,720,0.0,2160,144,35,15,109,2001,0.7,0.24305555555555555,0.36082474226804123,0.00744047619047619,0.5136612167016034,0.9583333333333334,72,0.0,72,0.023148148148148147,1.0,1.0,0.6666666666666666,0.08333333333333333,0.08333333333333333
42,steady_k2,regime_marginal,observed,transit_smooth,stable,720,0.0,2160,144,35,15,109,2001,0.7,0.24305555555555555,0.36082474226804123,0.00744047619047619,0.5136612167016034,0.9583333333333334,72,0.0,72,0.023148148148148147,1.0,1.0,0.6666666666666666,0.08333333333333333,0.08333333333333333
42,steady_k2,regime_marginal,observed,transit_rough,all,720,0.0,2160,144,47,12,97,2004,0.7966101694915254,0.3263888888888889,0.4630541871921182,0.005952380952380952,0.5598306074987758,0.9583333333333334,72,0.0,72,0.018518518518518517,1.0,1.0,0.6666666666666666,0.125,0.125
42,steady_k2,regime_marginal,observed,transit_rough,stable,720,0.0,2160,144,47,12,97,2004,0.7966101694915254,0.3263888888888889,0.4630541871921182,0.005952380952380952,0.5598306074987758,0.9583333333333334,72,0.0,72,0.018518518518518517,1.0,1.0,0.6666666666666666,0.125,0.125
42,steady_k2,pooled_conditional,clean,all,all,2160,0.0,6480,0,0,51,0,6429,0.0,,0.0,0.00787037037037037,,,0,,0,0.021296296296296296,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,all,stable,2160,0.0,6480,0,0,51,0,6429,0.0,,0.0,0.00787037037037037,,,0,,0,0.021296296296296296,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,warehouse,all,720,0.0,2160,0,0,1,0,2159,0.0,,0.0,0.000462962962962963,,,0,,0,0.001388888888888889,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,warehouse,stable,720,0.0,2160,0,0,1,0,2159,0.0,,0.0,0.000462962962962963,,,0,,0,0.001388888888888889,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,transit_smooth,all,720,0.0,2160,0,0,21,0,2139,0.0,,0.0,0.009722222222222222,,,0,,0,0.029166666666666667,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,transit_smooth,stable,720,0.0,2160,0,0,21,0,2139,0.0,,0.0,0.009722222222222222,,,0,,0,0.029166666666666667,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,transit_rough,all,720,0.0,2160,0,0,29,0,2131,0.0,,0.0,0.013425925925925926,,,0,,0,0.03333333333333333,1.0,1.0,,,
42,steady_k2,pooled_conditional,clean,transit_rough,stable,720,0.0,2160,0,0,29,0,2131,0.0,,0.0,0.013425925925925926,,,0,,0,0.03333333333333333,1.0,1.0,,,
42,steady_k2,pooled_conditional,observed,all,all,2160,0.0,6480,432,107,76,325,5972,0.5846994535519126,0.24768518518518517,0.34796747967479674,0.012566137566137565,0.3788005317102872,0.8981481481481481,216,0.1388888888888889,216,0.02109053497942387,1.0,1.0,0.6666666666666666,0.10648148148148148,0.06944444444444445
42,steady_k2,pooled_conditional,observed,all,stable,2160,0.0,6480,432,107,76,325,5972,0.5846994535519126,0.24768518518518517,0.34796747967479674,0.012566137566137565,0.3788005317102872,0.8981481481481481,216,0.1388888888888889,216,0.02109053497942387,1.0,1.0,0.6666666666666666,0.10648148148148148,0.06944444444444445
42,steady_k2,pooled_conditional,observed,warehouse,all,720,0.0,2160,144,10,1,134,2015,0.9090909090909091,0.06944444444444445,0.12903225806451613,0.000496031746031746,0.33983292387858144,0.9305555555555556,72,0.0,72,0.0015432098765432098,1.0,1.0,0.6666666666666666,0.0,0.0
42,steady_k2,pooled_conditional,observed,warehouse,stable,720,0.0,2160,144,10,1,134,2015,0.9090909090909091,0.06944444444444445,0.12903225806451613,0.000496031746031746,0.33983292387858144,0.9305555555555556,72,0.0,72,0.0015432098765432098,1.0,1.0,0.6666666666666666,0.0,0.0
42,steady_k2,pooled_conditional,observed,transit_smooth,all,720,0.0,2160,144,30,27,114,1989,0.5263157894736842,0.20833333333333334,0.29850746268656714,0.013392857142857142,0.3134506797369263,0.9305555555555556,72,0.1111111111111111,72,0.029320987654320986,1.0,1.0,0.6666666666666666,0.05555555555555555,0.05555555555555555
42,steady_k2,pooled_conditional,observed,transit_smooth,stable,720,0.0,2160,144,30,27,114,1989,0.5263157894736842,0.20833333333333334,0.29850746268656714,0.013392857142857142,0.3134506797369263,0.9305555555555556,72,0.1111111111111111,72,0.029320987654320986,1.0,1.0,0.6666666666666666,0.05555555555555555,0.05555555555555555
42,steady_k2,pooled_conditional,observed,transit_rough,all,720,0.0,2160,144,67,48,77,1968,0.5826086956521739,0.4652777777777778,0.5173745173745173,0.023809523809523808,0.5517883433555042,0.8333333333333334,72,0.3055555555555556,72,0.032407407407407406,1.0,1.0,0.6666666666666666,0.2638888888888889,0.1527777777777778
42,steady_k2,pooled_conditional,observed,transit_rough,stable,720,0.0,2160,144,67,48,77,1968,0.5826086956521739,0.4652777777777778,0.5173745173745173,0.023809523809523808,0.5517883433555042,0.8333333333333334,72,0.3055555555555556,72,0.032407407407407406,1.0,1.0,0.6666666666666666,0.2638888888888889,0.1527777777777778
42,steady_k2,regime_conditional,clean,all,all,2160,0.0,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.037037037037037035,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,all,stable,2160,0.0,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.037037037037037035,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,warehouse,all,720,0.0,2160,0,0,37,0,2123,0.0,,0.0,0.01712962962962963,,,0,,0,0.04861111111111111,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,warehouse,stable,720,0.0,2160,0,0,37,0,2123,0.0,,0.0,0.01712962962962963,,,0,,0,0.04861111111111111,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,transit_smooth,all,720,0.0,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.027777777777777776,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,transit_smooth,stable,720,0.0,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.027777777777777776,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,transit_rough,all,720,0.0,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.034722222222222224,1.0,1.0,,,
42,steady_k2,regime_conditional,clean,transit_rough,stable,720,0.0,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.034722222222222224,1.0,1.0,,,
42,steady_k2,regime_conditional,observed,all,all,2160,0.0,6480,432,155,82,277,5966,0.6540084388185654,0.3587962962962963,0.4633781763826607,0.013558201058201057,0.46668433138862314,0.9259259259259259,216,0.046296296296296294,216,0.0360082304526749,1.0,1.0,0.6666666666666666,0.17592592592592593,0.16203703703703703
42,steady_k2,regime_conditional,observed,all,stable,2160,0.0,6480,432,155,82,277,5966,0.6540084388185654,0.3587962962962963,0.4633781763826607,0.013558201058201057,0.46668433138862314,0.9259259259259259,216,0.046296296296296294,216,0.0360082304526749,1.0,1.0,0.6666666666666666,0.17592592592592593,0.16203703703703703
42,steady_k2,regime_conditional,observed,warehouse,all,720,0.0,2160,144,52,37,92,1979,0.5842696629213483,0.3611111111111111,0.44635193133047213,0.018353174603174604,0.4662485596448283,0.8888888888888888,72,0.05555555555555555,72,0.04938271604938271,1.0,1.0,0.6666666666666666,0.16666666666666666,0.1388888888888889
42,steady_k2,regime_conditional,observed,warehouse,stable,720,0.0,2160,144,52,37,92,1979,0.5842696629213483,0.3611111111111111,0.44635193133047213,0.018353174603174604,0.4662485596448283,0.8888888888888888,72,0.05555555555555555,72,0.04938271604938271,1.0,1.0,0.6666666666666666,0.16666666666666666,0.1388888888888889
42,steady_k2,regime_conditional,observed,transit_smooth,all,720,0.0,2160,144,37,22,107,1994,0.6271186440677966,0.2569444444444444,0.3645320197044335,0.010912698412698412,0.3728886750966268,0.9444444444444444,72,0.05555555555555555,72,0.027777777777777776,1.0,1.0,0.6666666666666666,0.06944444444444445,0.05555555555555555
42,steady_k2,regime_conditional,observed,transit_smooth,stable,720,0.0,2160,144,37,22,107,1994,0.6271186440677966,0.2569444444444444,0.3645320197044335,0.010912698412698412,0.3728886750966268,0.9444444444444444,72,0.05555555555555555,72,0.027777777777777776,1.0,1.0,0.6666666666666666,0.06944444444444445,0.05555555555555555
42,steady_k2,regime_conditional,observed,transit_rough,all,720,0.0,2160,144,66,23,78,1993,0.7415730337078652,0.4583333333333333,0.5665236051502146,0.011408730158730158,0.5616011632120119,0.9444444444444444,72,0.027777777777777776,72,0.030864197530864196,1.0,1.0,0.6666666666666666,0.2916666666666667,0.2916666666666667
42,steady_k2,regime_conditional,observed,transit_rough,stable,720,0.0,2160,144,66,23,78,1993,0.7415730337078652,0.4583333333333333,0.5665236051502146,0.011408730158730158,0.5616011632120119,0.9444444444444444,72,0.027777777777777776,72,0.030864197530864196,1.0,1.0,0.6666666666666666,0.2916666666666667,0.2916666666666667
42,switch_d0,single_marginal,clean,all,all,2160,0.0,6480,0,0,2778,0,3702,0.0,,0.0,0.4287037037037037,,,0,,0,0.675,1.0,1.0,,,
42,switch_d0,single_marginal,clean,all,transition,288,0.0,864,0,0,353,0,511,0.0,,0.0,0.4085648148148148,,,0,,0,0.6666666666666666,1.0,1.0,,,
42,switch_d0,single_marginal,clean,all,stable,1872,0.0,5616,0,0,2425,0,3191,0.0,,0.0,0.4318019943019943,,,0,,0,0.6762820512820513,1.0,1.0,,,
42,switch_d0,single_marginal,clean,warehouse,all,720,0.0,2160,0,0,18,0,2142,0.0,,0.0,0.008333333333333333,,,0,,0,0.025,1.0,1.0,,,
42,switch_d0,single_marginal,clean,warehouse,transition,96,0.0,288,0,0,0,0,288,,,,0.0,,,0,,0,0.0,1.0,1.0,,,
42,switch_d0,single_marginal,clean,warehouse,stable,624,0.0,1872,0,0,18,0,1854,0.0,,0.0,0.009615384615384616,,,0,,0,0.028846153846153848,1.0,1.0,,,
42,switch_d0,single_marginal,clean,transit_smooth,all,720,0.0,2160,0,0,1265,0,895,0.0,,0.0,0.5856481481481481,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,clean,transit_smooth,transition,96,0.0,288,0,0,163,0,125,0.0,,0.0,0.5659722222222222,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,clean,transit_smooth,stable,624,0.0,1872,0,0,1102,0,770,0.0,,0.0,0.5886752136752137,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,clean,transit_rough,all,720,0.0,2160,0,0,1495,0,665,0.0,,0.0,0.6921296296296297,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,clean,transit_rough,transition,96,0.0,288,0,0,190,0,98,0.0,,0.0,0.6597222222222222,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,clean,transit_rough,stable,624,0.0,1872,0,0,1305,0,567,0.0,,0.0,0.6971153846153846,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,observed,all,all,2160,0.0,6480,216,119,2716,97,3548,0.04197530864197531,0.5509259259259259,0.07800721075057358,0.4335887611749681,0.04343011823984434,0.5555555555555556,216,0.375,432,0.6877572016460906,1.0,1.0,0.3333333333333333,0.5509259259259259,0.19444444444444445
42,switch_d0,single_marginal,observed,all,transition,288,0.0,864,30,10,347,20,487,0.028011204481792718,0.3333333333333333,0.05167958656330749,0.41606714628297364,0.035673516685998954,0.8,30,0.05,60,0.7209302325581395,1.0,1.0,0.3333333333333334,0.3333333333333333,0.23333333333333334
42,switch_d0,single_marginal,observed,all,stable,1872,0.0,5616,186,109,2369,77,3061,0.04398708635996772,0.5860215053763441,0.08183183183183183,0.43627992633517493,0.04501950028427626,0.5161290322580645,186,0.4274193548387097,372,0.6826809015421115,1.0,1.0,0.33333333333333337,0.5860215053763441,0.1881720430107527
42,switch_d0,single_marginal,observed,warehouse,all,720,0.0,2160,96,34,18,62,2046,0.6538461538461539,0.3541666666666667,0.4594594594594595,0.00872093023255814,0.4680802943249098,0.8125,96,0.005208333333333333,192,0.027243589743589744,1.0,1.0,0.3333333333333333,0.3541666666666667,0.34375
42,switch_d0,single_marginal,observed,warehouse,transition,96,0.0,288,24,4,0,20,264,1.0,0.16666666666666666,0.2857142857142857,0.0,0.5360344818469702,0.75,24,0.0,48,0.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666
42,switch_d0,single_marginal,observed,warehouse,stable,624,0.0,1872,72,30,18,42,1782,0.625,0.4166666666666667,0.5,0.01,0.4807058870718433,0.8333333333333334,72,0.006944444444444444,144,0.030797101449275364,1.0,1.0,0.3333333333333333,0.4166666666666667,0.4027777777777778
42,switch_d0,single_marginal,observed,transit_smooth,all,720,0.0,2160,84,61,1225,23,851,0.04743390357698289,0.7261904761904762,0.08905109489051095,0.5900770712909441,0.10540532318448043,0.42857142857142855,84,0.6607142857142857,168,1.0,1.0,1.0,0.3333333333333333,0.7261904761904762,0.10714285714285714
42,switch_d0,single_marginal,observed,transit_smooth,transition,96,0.0,288,6,6,157,0,125,0.03680981595092025,1.0,0.07100591715976332,0.5567375886524822,0.038727438058784994,1.0,6,0.25,12,1.0,1.0,1.0,0.3333333333333333,1.0,0.5
42,switch_d0,single_marginal,observed,transit_smooth,stable,624,0.0,1872,78,55,1068,23,726,0.048975957257346395,0.7051282051282052,0.09159034138218151,0.5953177257525084,0.1118430296144596,0.38461538461538464,78,0.6923076923076923,156,1.0,1.0,1.0,0.33333333333333326,0.7051282051282052,0.07692307692307693
42,switch_d0,single_marginal,observed,transit_rough,all,720,0.0,2160,36,24,1473,12,651,0.01603206412825651,0.6666666666666666,0.03131115459882583,0.693502824858757,0.0646624152576927,0.16666666666666666,36,0.6944444444444444,72,1.0,1.0,1.0,0.33333333333333337,0.6666666666666666,0.0
42,switch_d0,single_marginal,observed,transit_rough,transition,96,0.0,288,0,0,190,0,98,0.0,,0.0,0.6597222222222222,,,0,,0,1.0,1.0,1.0,,,
42,switch_d0,single_marginal,observed,transit_rough,stable,624,0.0,1872,36,24,1283,12,553,0.018362662586074982,0.6666666666666666,0.035740878629932984,0.69880174291939,0.06657297774815629,0.16666666666666666,36,0.6944444444444444,72,1.0,1.0,1.0,0.33333333333333337,0.6666666666666666,0.0
42,switch_d0,pooled_marginal,clean,all,all,2160,0.0,6480,0,0,64,0,6416,0.0,,0.0,0.009876543209876543,,,0,,0,0.027314814814814816,1.0,1.0,,,
42,switch_d0,pooled_marginal,clean,all,transition,288,0.0,864,0,0,1,0,863,0.0,,0.0,0.0011574074074074073,,,0,,0,0.003472222222222222,1.0,1.0,,,
42,switch_d0,pooled_marginal,clean,all,stable,1872,0.0,5616,0,0,63,0,5553,0.0,,0.0,0.011217948717948718,,,0,,0,0.030982905982905984,1.0,1.0,,,
