seed,method,view,f1,recall,precision,average_precision,clean_channel_fpr,bystander_fpr,top1_localization,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,score_coverage,scenario,compare_to
42,pooled_conditional,observed,-0.1412008281573499,-0.0601851851851852,-0.2548449612403101,-0.13604606293393615,-0.0040649244200453676,-0.016203703703703706,-0.02546296296296291,0.0,-0.0601851851851852,-0.030092592592592587,0.0,steady_r02,steady_m2_r10_k1
42,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
42,regime_conditional,observed,-0.19839105535860377,-0.013888888888888895,-0.3210407239819005,-0.25940906617131076,-0.00035859972169802364,0.01967592592592593,-0.01157407407407407,0.0,-0.013888888888888895,-0.013888888888888895,0.0,steady_r02,steady_m2_r10_k1
43,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
43,single_marginal,observed,-0.0458471809885458,0.013888888888888895,-0.025017858552894352,-0.02329360145691495,-0.0024333552543794323,0.0219907407407407,-0.00462962962962965,0.0,0.013888888888888895,0.037037037037037035,0.0,steady_r02,steady_m2_r10_k1
43,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
43,pooled_marginal,observed,-0.07837837837837838,0.03472222222222221,-0.1461038961038961,0.03503883436732247,-0.0001935961952688678,0.023148148148148147,0.01388888888888895,0.0,0.03472222222222221,-0.0046296296296296224,0.0,steady_r02,steady_m2_r10_k1
43,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
43,regime_marginal,observed,-0.10892004547176962,0.07870370370370366,-0.21563065486379418,-0.1145907594509791,0.0003353681782657589,0.006944444444444444,-0.0023148148148148806,0.0,0.07870370370370366,0.08333333333333331,0.0,steady_r02,steady_m2_r10_k1
43,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
43,pooled_conditional,observed,-0.060456742158627896,0.06712962962962962,-0.20498960498960497,-0.029976862252323988,-0.003119579306532472,-0.016203703703703706,-0.05324074074074081,0.0,0.06712962962962962,0.10185185185185186,0.0,steady_r02,steady_m2_r10_k1
43,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
43,regime_conditional,observed,-0.13440436061105931,0.05555555555555558,-0.26579788541922794,-0.09027410893575677,-0.001921665618268809,0.02430555555555556,-0.03240740740740744,0.0,0.05555555555555558,-0.01157407407407407,0.0,steady_r02,steady_m2_r10_k1
44,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
44,single_marginal,observed,-0.051805356179539,0.07870370370370372,-0.02845061881584425,-0.024412843511834727,-0.002366043346485991,-0.025462962962962965,0.10185185185185186,0.0,0.07870370370370372,0.034722222222222224,0.0,steady_r02,steady_m2_r10_k1
44,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
44,pooled_marginal,observed,-0.05337781484570475,0.020833333333333343,-0.21857923497267756,-0.06888861917610137,-0.00022516726711271223,-0.004629629629629629,0.08333333333333326,0.0,0.020833333333333343,0.020833333333333343,0.0,steady_r02,steady_m2_r10_k1
44,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
44,regime_marginal,observed,-0.08299133606931144,0.013888888888888895,-0.3089324618736384,-0.1349683130795309,-2.382722403309126e-05,-0.0023148148148148147,0.08796296296296291,0.0,0.013888888888888895,0.013888888888888895,0.0,steady_r02,steady_m2_r10_k1
44,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
44,pooled_conditional,observed,-0.06512605042016806,0.04398148148148148,-0.22968580715059592,-0.11188883708853861,-0.000888755456434305,0.012731481481481483,0.0023148148148147696,0.0,0.04398148148148148,0.04629629629629631,0.0,steady_r02,steady_m2_r10_k1
44,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
44,regime_conditional,observed,-0.132455047178209,0.0625,-0.29345670852610706,-0.1477036987413064,-0.0009221135700806307,0.009259259259259259,0.07638888888888884,0.0,0.0625,0.030092592592592615,0.0,steady_r02,steady_m2_r10_k1
45,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
45,single_marginal,observed,-0.0641635775082107,0.04398148148148151,-0.035217342976659405,-0.03075087997838656,-0.0016452698194849846,-0.03125,0.07870370370370372,0.0,0.04398148148148151,0.03935185185185186,0.0,steady_r02,steady_m2_r10_k1
45,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
45,pooled_marginal,observed,-0.07737353130076693,0.041666666666666685,-0.1816849816849817,-0.09400865176376622,-0.00023648519852842963,0.003472222222222222,-0.03240740740740744,0.0,0.041666666666666685,0.030092592592592587,0.0,steady_r02,steady_m2_r10_k1
45,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
45,regime_marginal,observed,-0.10833636694575899,0.03935185185185186,-0.2957983193277311,-0.22531225390554394,-0.00025018585234745823,0.003472222222222222,0.03009259259259256,0.0,0.03935185185185186,0.043981481481481455,0.0,steady_r02,steady_m2_r10_k1
45,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
45,pooled_conditional,observed,-0.15371762740183792,-0.05555555555555555,-0.2783882783882784,-0.14879452892072004,-0.0015690227025790572,-0.016203703703703703,0.01620370370370372,0.0,-0.05555555555555555,-0.037037037037037035,0.0,steady_r02,steady_m2_r10_k1
45,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
45,regime_conditional,observed,-0.1244998244998245,0.10879629629629634,-0.27662721893491127,-0.1790392522765809,-0.0011109443205428796,0.01967592592592593,0.00694444444444442,0.0,0.10879629629629634,0.08564814814814814,0.0,steady_r02,steady_m2_r10_k1
46,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
46,single_marginal,observed,-0.0651584894237892,-0.06018518518518523,-0.03549629739290815,-0.03707769645578799,-0.0009101999580640729,-0.033564814814814825,-0.0532407407407407,0.0,-0.06018518518518523,0.002314814814814825,0.0,steady_r02,steady_m2_r10_k1
46,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
46,pooled_marginal,observed,-0.08118260026656973,-0.030092592592592587,-0.165875623706949,-0.04997736226211586,-0.0001739387354415655,0.0023148148148148147,-0.020833333333333315,0.0,-0.030092592592592587,-0.030092592592592587,0.0,steady_r02,steady_m2_r10_k1
46,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
46,regime_marginal,observed,-0.06875832828588735,0.0740740740740741,-0.253977470677041,-0.12677942144792295,0.00020789252968872116,-0.0011574074074074073,0.09953703703703698,0.0,0.0740740740740741,0.07870370370370372,0.0,steady_r02,steady_m2_r10_k1
46,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
46,pooled_conditional,observed,-0.06261061946902657,0.04629629629629631,-0.23846153846153845,-0.04950371715807589,-0.0013384943100588995,0.005787037037037042,0.0023148148148147696,0.0,0.04629629629629631,0.01157407407407407,0.0,steady_r02,steady_m2_r10_k1
46,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r02,steady_m2_r10_k1
46,regime_conditional,observed,-0.16537467700258396,-0.00462962962962965,-0.3137254901960784,-0.16179661352098562,-0.0015398343531385222,-0.02662037037037037,0.11805555555555558,0.0,-0.00462962962962965,0.01620370370370372,0.0,steady_r02,steady_m2_r10_k1
42,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
42,single_marginal,observed,0.07988104332642149,0.07638888888888884,0.048493064920053945,0.06695123169952116,-0.0018187830687830808,0.0,0.023148148148148084,0.0,0.07638888888888884,-0.013888888888888895,0.0,steady_r20,steady_m2_r10_k1
42,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
42,pooled_marginal,observed,0.045245606128886895,0.018518518518518517,0.17698019801980197,0.07309026101268008,0.00029647874475460627,0.0023148148148148147,0.07407407407407413,0.0,0.018518518518518517,0.02083333333333333,0.0,steady_r20,steady_m2_r10_k1
42,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
42,regime_marginal,observed,0.027617303085810896,-0.00462962962962965,0.1634081086643342,0.11035201887591589,-4.5612114577632534e-05,0.005787037037037037,-0.0023148148148148806,0.0,-0.00462962962962965,-0.006944444444444475,0.0,steady_r20,steady_m2_r10_k1
42,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
42,pooled_conditional,observed,0.04715222006830977,0.013888888888888867,0.15076728365764913,0.09011779195505437,0.0024402481299033007,-0.01967592592592593,0.03472222222222221,0.0,0.013888888888888867,0.04629629629629631,0.0,steady_r20,steady_m2_r10_k1
42,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
42,regime_conditional,observed,0.06834337728954021,0.01851851851851849,0.1650583829037232,0.11602678067036237,0.0013170498084291177,0.0,0.0092592592592593,0.0,0.01851851851851849,0.02083333333333337,0.0,steady_r20,steady_m2_r10_k1
43,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
43,single_marginal,observed,0.07579581301978777,0.09722222222222221,0.04550169262017603,0.03751169710683991,0.0010832877212187397,-0.0092592592592593,0.12731481481481477,0.0,0.09722222222222221,0.037037037037037035,0.0,steady_r20,steady_m2_r10_k1
43,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
43,pooled_marginal,observed,0.07999482736324842,0.03472222222222221,0.20109890109890113,0.09824015614523177,-0.00046752417442072827,0.006944444444444444,-0.04166666666666663,0.0,0.03472222222222221,0.025462962962962965,0.0,steady_r20,steady_m2_r10_k1
43,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
43,regime_marginal,observed,0.08017403118328265,0.027777777777777735,0.20302795031055898,0.13582362368609396,-5.70151432220424e-05,0.0057870370370370385,-0.00462962962962965,0.0,0.027777777777777735,0.02314814814814814,0.0,steady_r20,steady_m2_r10_k1
43,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
43,pooled_conditional,observed,0.0280572029126942,-0.0069444444444444475,0.15209030100334453,0.06760690735704533,0.0011003922641853667,-0.018518518518518517,-0.06481481481481488,0.0,-0.0069444444444444475,0.02777777777777779,0.0,steady_r20,steady_m2_r10_k1
43,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
43,regime_conditional,observed,0.03799984824341757,-0.00462962962962965,0.12701970673391233,0.08431211465496169,0.0031472359058565946,0.008101851851851853,-0.01620370370370372,0.0,-0.00462962962962965,0.0,0.0,steady_r20,steady_m2_r10_k1
44,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
44,single_marginal,observed,0.06128215799182868,-0.0023148148148148806,0.03801465007019928,0.040711560158967874,-0.002126664842182102,-0.043981481481481455,0.057870370370370405,0.0,-0.0023148148148148806,0.0625,0.0,steady_r20,steady_m2_r10_k1
44,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
44,pooled_marginal,observed,0.01557474183172508,-0.0023148148148148112,0.17142857142857143,0.08116670592279082,-2.2806057288816267e-05,0.0,-0.02777777777777779,0.0,-0.0023148148148148112,-0.0023148148148148112,0.0,steady_r20,steady_m2_r10_k1
44,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
44,regime_marginal,observed,0.10024057738572573,0.0601851851851852,0.24912559618441965,0.21379642042762342,-0.0005815544608648061,0.003472222222222222,0.06018518518518512,0.0,0.0601851851851852,0.05787037037037038,0.0,steady_r20,steady_m2_r10_k1
44,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
44,pooled_conditional,observed,0.06281198003327787,0.03240740740740741,0.1715976331360946,0.09815288501496125,0.002183679985404122,0.0150462962962963,0.02777777777777779,0.0,0.03240740740740741,0.002314814814814825,0.0,steady_r20,steady_m2_r10_k1
44,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
44,regime_conditional,observed,0.07356820234869016,0.025462962962962965,0.18252239167271844,0.14096226576121768,7.98212005108552e-05,-0.009259259259259259,0.03009259259259256,0.0,0.025462962962962965,0.041666666666666685,0.0,steady_r20,steady_m2_r10_k1
45,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
45,single_marginal,observed,0.05831355420488407,-0.05092592592592593,0.03674253762422516,0.038924749322074265,0.007611521620142281,0.055555555555555525,-0.03935185185185186,0.0,-0.05092592592592593,-0.020833333333333315,0.0,steady_r20,steady_m2_r10_k1
45,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
45,pooled_marginal,observed,0.0360546716415025,0.002314814814814825,0.16283595922150135,0.08373354204818809,0.00037059843094325827,0.005787037037037037,0.07175925925925919,0.0,0.002314814814814825,0.0023148148148147973,0.0,steady_r20,steady_m2_r10_k1
45,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
45,regime_marginal,observed,0.04580360838547881,0.009259259259259245,0.17823482984353967,0.1310674097091883,0.00017674694398832347,0.004629629629629629,-0.02546296296296291,0.0,0.009259259259259245,0.00694444444444442,0.0,steady_r20,steady_m2_r10_k1
45,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
45,pooled_conditional,observed,0.021122457886008583,-0.01157407407407407,0.15121136173767757,0.0699123841722343,0.0007754059478197409,-0.006944444444444444,0.02546296296296302,0.0,-0.01157407407407407,0.01157407407407407,0.0,steady_r20,steady_m2_r10_k1
45,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
45,regime_conditional,observed,0.03331451157538118,-0.01620370370370372,0.1361634787395073,0.07652727007109383,0.001613528553183724,0.0011574074074074125,-0.03935185185185186,0.0,-0.01620370370370372,-0.002314814814814825,0.0,steady_r20,steady_m2_r10_k1
46,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
46,single_marginal,observed,0.06544220534293374,-0.02314814814814814,0.040557640178552394,0.047895469687775305,-0.0009521528918080557,-0.01967592592592593,0.1111111111111111,0.0,-0.02314814814814814,0.011574074074074084,0.0,steady_r20,steady_m2_r10_k1
46,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
46,pooled_marginal,observed,-0.0017539244058580872,-0.013888888888888881,0.10428610428610427,0.04412405148126286,0.0001197318007662828,-0.004629629629629629,-0.01851851851851849,0.0,-0.013888888888888881,-0.02083333333333333,0.0,steady_r20,steady_m2_r10_k1
46,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
46,regime_marginal,observed,0.04803735893111949,0.013888888888888895,0.18992535187190146,0.13571461826301173,0.00018814997263272987,0.0,0.0,0.0,0.013888888888888895,0.01157407407407407,0.0,steady_r20,steady_m2_r10_k1
46,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
46,pooled_conditional,observed,-0.04012455516014238,-0.0509259259259259,0.08461538461538459,0.0069426768415099815,0.0010034665207079001,-0.012731481481481476,-0.06018518518518523,0.0,-0.0509259259259259,-0.03472222222222224,0.0,steady_r20,steady_m2_r10_k1
46,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_r20,steady_m2_r10_k1
46,regime_conditional,observed,0.03861888397970875,0.0,0.1280198989177318,0.09285401241445856,0.002388934501003465,0.0034722222222222238,-0.01620370370370372,0.0,0.0,-0.01157407407407407,0.0,steady_r20,steady_m2_r10_k1
42,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
42,single_marginal,observed,0.07783313374181772,0.07175925925925919,0.04724452680473339,0.04388527072342474,0.001653439153439129,0.030092592592592615,0.13425925925925924,0.3333333333333333,-0.17592592592592593,-0.004629629629629636,0.0,steady_k2,steady_m2_r10_k1
42,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
42,pooled_marginal,observed,0.09332922982226668,0.053240740740740755,0.2456421698507879,0.116160610252567,0.00013113482941069093,-0.0023148148148148147,0.40277777777777773,0.3333333333333333,-0.027777777777777776,-0.023148148148148154,0.0,steady_k2,steady_m2_r10_k1
42,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
42,regime_marginal,observed,0.04954160179899669,0.016203703703703665,0.16925383239034775,0.1336719577034653,0.00028507571611019814,0.0,0.12962962962962965,0.3333333333333333,-0.19444444444444448,-0.19444444444444448,0.0,steady_k2,steady_m2_r10_k1
42,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
42,pooled_conditional,observed,0.06390950866030398,0.020833333333333315,0.20485449231160247,0.15820602572933268,-0.00020525451559934467,0.06018518518518519,0.35185185185185186,0.3333333333333333,-0.12037037037037038,-0.02314814814814814,0.0,steady_k2,steady_m2_r10_k1
42,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
42,regime_conditional,observed,0.02814501576089906,-0.030092592592592615,0.15989079175974186,0.04653043399019041,-0.00017104542966612027,0.013888888888888888,0.10185185185185186,0.3333333333333333,-0.21296296296296297,-0.18518518518518517,0.0,steady_k2,steady_m2_r10_k1
43,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
43,single_marginal,observed,0.08132207951161213,0.11342592592592593,0.048783311507191215,0.05894980104677103,-0.00586115672322568,-0.11111111111111116,0.5,0.3333333333333333,-0.1157407407407407,0.12962962962962965,0.0,steady_k2,steady_m2_r10_k1
43,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
43,pooled_marginal,observed,0.012411095305832148,-0.018518518518518517,0.11525974025974026,0.031663613072510866,0.00019385148695493307,0.004629629629629629,0.24537037037037035,0.3333333333333333,-0.11574074074074076,-0.10648148148148148,0.0,steady_k2,steady_m2_r10_k1
43,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
43,regime_marginal,observed,0.10461920806748393,0.05092592592592593,0.22248765727026598,0.18136054075768432,-5.70151432220424e-05,-0.004629629629629629,0.2222222222222222,0.3333333333333333,-0.16666666666666669,-0.16203703703703703,0.0,steady_k2,steady_m2_r10_k1
43,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
43,pooled_conditional,observed,0.1570941845935328,0.09953703703703701,0.29846882974845057,0.1949545532181884,-0.0020411421273490247,-0.011574074074074077,0.2222222222222222,0.3333333333333333,0.0,0.09722222222222224,0.0,steady_k2,steady_m2_r10_k1
43,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
43,regime_conditional,observed,0.16746573327842817,0.11342592592592593,0.2622633390705679,0.1899555545388436,-0.0016477376391169501,-0.011574074074074077,0.14814814814814814,0.3333333333333333,-0.05092592592592593,0.023148148148148195,0.0,steady_k2,steady_m2_r10_k1
44,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
44,single_marginal,observed,0.08286136475881853,0.08333333333333326,0.05035532585094948,0.05867090385490212,-0.0046068235723408235,-0.08101851851851849,0.43055555555555564,0.3333333333333333,-0.125,0.12962962962962962,0.0,steady_k2,steady_m2_r10_k1
44,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
44,pooled_marginal,observed,0.028513921502851397,0.0069444444444444475,0.18484848484848487,0.08026770363947514,0.00014253785805509907,0.0,0.36111111111111105,0.3333333333333333,-0.1111111111111111,-0.1111111111111111,0.0,steady_k2,steady_m2_r10_k1
44,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
44,regime_marginal,observed,0.09976982300182552,0.06249999999999997,0.2266615737203972,0.19653657002153868,0.00024516511585477054,0.0023148148148148147,0.2777777777777778,0.3333333333333333,-0.16666666666666669,-0.16666666666666669,0.0,steady_k2,steady_m2_r10_k1
44,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
44,pooled_conditional,observed,0.18558282208588955,0.14351851851851855,0.26083916083916087,0.23793951619776035,0.002679711731435868,0.08333333333333333,0.3379629629629629,0.3333333333333333,0.009259259259259273,-0.027777777777777762,0.0,steady_k2,steady_m2_r10_k1
44,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
44,regime_conditional,observed,0.17316397540706713,0.13657407407407407,0.232657200811359,0.23940265889534879,-8.552271483306013e-05,0.018518518518518517,0.1527777777777778,0.3333333333333333,-0.05092592592592593,-0.00462962962962965,0.0,steady_k2,steady_m2_r10_k1
45,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
45,single_marginal,observed,0.08149468397907153,0.03703703703703698,0.05009209180163654,0.07512169021224671,0.0009977650063856536,0.01851851851851849,0.2407407407407408,0.3333333333333333,-0.18981481481481483,0.06944444444444445,0.0,steady_k2,steady_m2_r10_k1
45,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
45,pooled_marginal,observed,0.07668656518736461,0.03472222222222224,0.20911044262999567,0.11972910382093588,0.00020525451559934293,-0.0023148148148148147,0.4027777777777778,0.3333333333333333,-0.1111111111111111,-0.10185185185185186,0.0,steady_k2,steady_m2_r10_k1
45,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
45,regime_marginal,observed,0.029968772283557543,-0.004629629629629595,0.1670588235294117,0.13498890246993167,0.00017674694398832347,0.0023148148148148147,0.14814814814814814,0.3333333333333333,-0.2175925925925926,-0.212962962962963,0.0,steady_k2,steady_m2_r10_k1
45,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
45,pooled_conditional,observed,0.12682175658582195,0.07870370370370372,0.25011558021266767,0.19532719785701383,0.0001140302864440796,0.027777777777777776,0.3287037037037037,0.3333333333333333,-0.06944444444444442,-0.037037037037037035,0.0,steady_k2,steady_m2_r10_k1
45,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
45,regime_conditional,observed,0.1390228818800247,0.09953703703703703,0.20274571835881805,0.17608568385511303,0.0007868089764641473,0.041666666666666664,0.07870370370370372,0.3333333333333333,-0.037037037037037035,-0.00462962962962965,0.0,steady_k2,steady_m2_r10_k1
46,single_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
46,single_marginal,observed,0.08261122360557993,0.05092592592592593,0.05025275811421188,0.0589531748937568,-0.00012543331508846345,0.01157407407407407,0.25925925925925924,0.3333333333333333,-0.10185185185185186,0.08796296296296298,0.0,steady_k2,steady_m2_r10_k1
46,pooled_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
46,pooled_marginal,observed,0.12387497954508264,0.0763888888888889,0.2846464646464647,0.14916878141031384,0.0001197318007662828,0.009259259259259259,0.425925925925926,0.3333333333333333,-0.046296296296296294,-0.046296296296296294,0.0,steady_k2,steady_m2_r10_k1
46,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
46,regime_marginal,observed,0.0917216117216117,0.05092592592592596,0.2241745710879593,0.18850656407981725,0.00018814997263272987,0.006944444444444444,0.2222222222222222,0.3333333333333333,-0.14351851851851852,-0.1388888888888889,0.0,steady_k2,steady_m2_r10_k1
46,pooled_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
46,pooled_conditional,observed,0.09815875613747954,0.0601851851851852,0.2137945853029652,0.20806137479465522,0.0011688104360518155,0.06944444444444445,0.34259259259259256,0.3333333333333333,-0.05555555555555555,-0.032407407407407426,0.0,steady_k2,steady_m2_r10_k1
46,regime_conditional,clean,0.0,,0.0,,0.0,,,,,,0.0,steady_k2,steady_m2_r10_k1
46,regime_conditional,observed,0.08000000000000007,0.03009259259259256,0.19244734931009444,0.1619174656702187,-0.00042191205984309574,0.013888888888888888,0.16203703703703698,0.3333333333333333,-0.11574074074074076,-0.10185185185185186,0.0,steady_k2,steady_m2_r10_k1
42,single_marginal,clean,0.0,,0.0,,-0.011882716049382736,,,,,,0.0,switch_d0,steady_m2_r10_k1
42,single_marginal,observed,0.007227989971352808,0.04629629629629628,0.003916649424098216,0.008558370819837471,-0.00622605363984674,-0.048611111111111105,0.06481481481481483,0.0,0.04629629629629628,0.06944444444444445,0.0,switch_d0,steady_m2_r10_k1
42,pooled_marginal,clean,0.0,,0.0,,-0.0030864197530864196,,,,,,0.0,switch_d0,steady_m2_r10_k1
42,pooled_marginal,observed,0.11281074539213937,0.08333333333333334,0.17452921762764512,0.08549540392737177,-0.0027139208173690924,-0.004629629629629629,0.2268518518518518,0.0,0.08333333333333334,0.08333333333333334,0.0,switch_d0,steady_m2_r10_k1
42,regime_marginal,clean,0.0,,0.0,,0.0,,,,,,0.0,switch_d0,steady_m2_r10_k1
42,regime_marginal,observed,0.019423678998147065,0.01851851851851849,0.015127448755767325,0.00879826825944735,0.0,0.0023148148148148147,0.0,0.0,0.01851851851851849,0.013888888888888895,0.0,switch_d0,steady_m2_r10_k1
42,pooled_conditional,clean,0.0,,0.0,,0.0016975308641975322,,,,,,0.0,switch_d0,steady_m2_r10_k1
42,pooled_conditional,observed,-0.0026208452659897685,-0.009259259259259273,0.01846012350545262,0.02201790282379576,-0.0014367816091954023,-0.04398148148148148,0.11574074074074081,0.0,-0.009259259259259273,0.06944444444444445,0.0,switch_d0,steady_m2_r10_k1
42,regime_conditional,clean,0.0,,0.0,,0.0006172839506172843,,,,,,0.0,switch_d0,steady_m2_r10_k1
42,regime_conditional,observed,-0.014720340108941132,-0.009259259259259245,-0.022853279242731617,0.009575170440811465,0.0009578544061302676,0.002314814814814818,0.00462962962962965,0.0,-0.009259259259259245,-0.004629629629629595,0.0,switch_d0,steady_m2_r10_k1
43,single_marginal,clean,0.0,,0.0,,0.0029320987654321007,,,,,,0.0,switch_d0,steady_m2_r10_k1
43,single_marginal,observed,0.022169346174036333,0.17129629629629628,0.011849808658855591,0.006508446423784998,0.0012771392081736832,0.02314814814814814,0.1111111111111111,0.0,0.17129629629629628,0.03240740740740741,0.0,switch_d0,steady_m2_r10_k1
43,pooled_marginal,clean,0.0,,0.0,,-0.0020061728395061734,,,,,,0.0,switch_d0,steady_m2_r10_k1
