scenario,method,view,regime,window,f1_mean,f1_std,f1_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,average_precision_mean,average_precision_std,average_precision_count,clean_channel_fpr_mean,clean_channel_fpr_std,clean_channel_fpr_count,bystander_fpr_mean,bystander_fpr_std,bystander_fpr_count,top1_localization_mean,top1_localization_std,top1_localization_count,top1_random_baseline_mean,top1_random_baseline_std,top1_random_baseline_count,all_faults_row_recall_mean,all_faults_row_recall_std,all_faults_row_recall_count,exact_fault_set_rate_mean,exact_fault_set_rate_std,exact_fault_set_rate_count,score_coverage_mean,score_coverage_std,score_coverage_count
switch_d12,regime_marginal,observed,all,all,0.17869607971769724,0.033062744766835205,5,0.32314814814814813,0.055304215403770174,5,0.12356931522900368,0.023805459707314798,5,0.10071610992654748,0.021426887183683383,5,0.0793742017879949,0.005289201142243078,5,0.07222222222222222,0.03458305443885759,5,0.7481481481481481,0.04043975518874528,5,0.3333333333333333,0.0,5,0.32314814814814813,0.055304215403770174,5,0.24907407407407406,0.03562108159568766,5,1.0,0.0,5
switch_d12,regime_marginal,observed,all,stable,0.33602928834781487,0.051242061781375504,5,0.2626804995770513,0.049651120034688245,5,0.47649879141910645,0.07006599905603787,5,0.3277712911403244,0.04516520264704567,5,0.010130782096348453,0.003061942408581983,5,0.004187059695958473,0.003611060935582204,5,0.7937751742757305,0.02960266101471099,5,0.33333333333333337,5.551115123125783e-17,5,0.2626804995770513,0.049651120034688245,5,0.25946237361698987,0.05010764062750799,5,1.0,0.0,5
switch_d12,regime_marginal,observed,all,transition,0.08168454818424456,0.05799490229659297,5,0.6013492063492063,0.36087027552448486,5,0.04417934040526472,0.03199938895013821,5,0.06789490336722405,0.07992904374561408,5,0.5294066733483764,0.026827466339674404,5,0.5684920634920635,0.15390677466728284,5,0.3676190476190476,0.2287053179289445,5,0.3333333333333333,7.850462293418876e-17,5,0.6013492063492063,0.36087027552448486,5,0.13265873015873014,0.12431941833542438,5,1.0,0.0,5
switch_d12,regime_marginal,observed,transit_rough,all,0.16276160760282882,0.09238580254418777,5,0.27469785575048733,0.07149541692098987,5,0.12305948962407694,0.08786817178715091,5,0.09182781933507336,0.06122775288788432,5,0.0648966438205826,0.009280785123418372,5,0.06561403508771929,0.04108088280011866,5,0.7211695906432749,0.11162825942098034,5,0.3333333333333333,7.850462293418876e-17,5,0.27469785575048733,0.07149541692098987,5,0.22826510721247564,0.07000144256711592,5,1.0,0.0,5
switch_d12,regime_marginal,observed,transit_rough,stable,0.2877013549055743,0.10417957407267009,5,0.22708333333333336,0.07298277426561812,5,0.4375128375128375,0.20032712327477648,5,0.28545598512380443,0.1167003641035557,5,0.009219379306091824,0.004662843470098366,5,0.005208333333333333,0.009021097956087902,5,0.7847222222222222,0.09291033444624759,5,0.33333333333333337,5.551115123125783e-17,5,0.22708333333333336,0.07298277426561812,5,0.22708333333333336,0.07298277426561812,5,1.0,0.0,5
switch_d12,regime_marginal,observed,transit_rough,transition,0.08332669372471527,0.09316064330347167,5,0.5277777777777778,0.35572912430182496,4,0.047092731829573936,0.05357112811183678,5,0.0457567619649598,0.03213336517695027,4,0.42834318360914103,0.05336357058823197,5,0.5138888888888888,0.2228001743614068,4,0.2361111111111111,0.3154949081000152,4,0.33333333333333326,4.5324665183683945e-17,4,0.5277777777777778,0.35572912430182496,4,0.18055555555555555,0.23733343736993143,4,1.0,0.0,5
switch_d12,regime_marginal,observed,transit_smooth,all,0.18893561776682455,0.07333533583399887,5,0.4014457764457765,0.1554133918474429,5,0.1264762860118009,0.05109108621001619,5,0.1222560723107791,0.06637535162500245,5,0.08539522446094013,0.008289282684628608,5,0.09348984348984349,0.10164388137513049,5,0.7799062049062049,0.07705487525139416,5,0.3333333333333333,4.8074067159589095e-17,5,0.4014457764457765,0.1554133918474429,5,0.2382423132423132,0.0764652855561484,5,1.0,0.0,5
switch_d12,regime_marginal,observed,transit_smooth,stable,0.3172108569123494,0.11361789713378147,5,0.25994560994560995,0.07450709230818606,5,0.46708853592574523,0.20817389725518914,5,0.3296243345819844,0.13735506724009708,5,0.009648974148171199,0.005818421597758745,5,0.001282051282051282,0.002866753817307423,5,0.8116161616161616,0.08232478154333323,5,0.3333333333333333,6.206335383118183e-17,5,0.25994560994560995,0.07450709230818606,5,0.25994560994560995,0.07450709230818606,5,1.0,0.0,5
switch_d12,regime_marginal,observed,transit_smooth,transition,0.11062652279846849,0.10861789639248796,5,1.0,0.0,4,0.061501655627815746,0.06420009161246741,5,0.12081735166578442,0.14527979313182973,4,0.5814904254123968,0.026557407132240734,5,0.44166666666666665,0.12801909579781015,4,0.6,0.48989794855663565,4,0.33333333333333337,5.551115123125783e-17,4,1.0,0.0,4,0.175,0.23629078131263043,4,1.0,0.0,5
switch_d12,regime_marginal,observed,warehouse,all,0.17020360931360132,0.06826073455691871,5,0.29656685906685903,0.08633692233125165,5,0.12083364717756695,0.05399213381797338,5,0.09829125910855219,0.0323971180906075,5,0.08778746450367252,0.0059440317054696296,5,0.0696079846079846,0.07891558994524786,5,0.7299711399711399,0.0621581895500721,5,0.3333333333333333,7.343435057440258e-17,5,0.29656685906685903,0.08633692233125165,5,0.2577296777296777,0.06161180016548001,5,1.0,0.0,5
switch_d12,regime_marginal,observed,warehouse,stable,0.3619092344017011,0.08723470491978301,5,0.2904295051353875,0.08593549500300324,5,0.5154964539007092,0.12738640493461176,5,0.3825167255205123,0.07638313855191686,5,0.011439053255571633,0.004762945309960011,5,0.006097883597883598,0.0036370851052792462,5,0.7723062558356676,0.04801035647530896,5,0.3333333333333333,1.0749688212373146e-16,5,0.2904295051353875,0.08593549500300324,5,0.281937441643324,0.08199764204859651,5,1.0,0.0,5
