seed,method,scenario,regime,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction
42,pooled_marginal,clean,transit_smooth,1920,0,0,4,0,1916,0.0,,0.0,0.0020833333333333333,,,0,,0,0.00625,1.0,1.0
42,pooled_marginal,clean,transit_rough,1920,0,0,50,0,1870,0.0,,0.0,0.026041666666666668,,,0,,0,0.065625,1.0,1.0
42,regime_marginal,observed,all,5646,154,100,73,54,5419,0.5780346820809249,0.6493506493506493,0.6116207951070336,0.013292061179898033,0.6966077381290425,0.8831168831168831,154,0.00974025974025974,308,0.03819444444444445,0.9934027777777777,0.9802083333333333
42,regime_marginal,observed,warehouse,1860,50,37,25,13,1785,0.5967741935483871,0.74,0.6607142857142857,0.013812154696132596,0.7750558274797481,0.9,50,0.01,100,0.04035087719298246,0.9895833333333334,0.96875
42,regime_marginal,observed,transit_smooth,1866,43,33,21,10,1802,0.6111111111111112,0.7674418604651163,0.6804123711340206,0.01151947339550192,0.7801321820463067,0.9302325581395349,43,0.0,86,0.031088082901554404,0.990625,0.971875
42,regime_marginal,observed,transit_rough,1920,61,30,27,31,1832,0.5263157894736842,0.4918032786885246,0.5084745762711864,0.014523937600860678,0.5597628020074426,0.8360655737704918,61,0.01639344262295082,122,0.04317789291882556,1.0,1.0
42,regime_marginal,clean,all,5760,0,0,75,0,5685,0.0,,0.0,0.013020833333333334,,,0,,0,0.03697916666666667,1.0,1.0
42,regime_marginal,clean,warehouse,1920,0,0,26,0,1894,0.0,,0.0,0.013541666666666667,,,0,,0,0.0390625,1.0,1.0
42,regime_marginal,clean,transit_smooth,1920,0,0,21,0,1899,0.0,,0.0,0.0109375,,,0,,0,0.028125,1.0,1.0
42,regime_marginal,clean,transit_rough,1920,0,0,28,0,1892,0.0,,0.0,0.014583333333333334,,,0,,0,0.04375,1.0,1.0
42,pooled_conditional,observed,all,5646,154,84,122,70,5370,0.4077669902912621,0.5454545454545454,0.4666666666666667,0.02221412964311726,0.41658986172445955,0.7532467532467533,154,0.22077922077922077,308,0.02488425925925926,0.9802083333333333,0.9802083333333333
42,pooled_conditional,observed,warehouse,1860,50,26,16,24,1794,0.6190476190476191,0.52,0.5652173913043478,0.008839779005524863,0.4356140392225566,0.72,50,0.16,100,0.0,0.96875,0.96875
42,pooled_conditional,observed,transit_smooth,1866,43,22,31,21,1792,0.41509433962264153,0.5116279069767442,0.4583333333333333,0.017004936917169502,0.4407743823614954,0.8604651162790697,43,0.19767441860465115,86,0.022452504317789293,0.971875,0.971875
