seed,method,scenario,regime,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction
45,pooled_conditional,observed,all,5646,154,77,107,77,5385,0.41847826086956524,0.5,0.4556213017751479,0.019482884195193007,0.40837906437229127,0.6363636363636364,154,0.18506493506493507,308,0.02488425925925926,0.9802083333333333,0.9802083333333333
45,pooled_conditional,observed,warehouse,1851,63,32,25,31,1763,0.5614035087719298,0.5079365079365079,0.5333333333333333,0.013982102908277404,0.45310744071798803,0.6666666666666666,63,0.1984126984126984,126,0.0,0.9640625,0.9640625
45,pooled_conditional,observed,transit_smooth,1902,34,15,36,19,1832,0.29411764705882354,0.4411764705882353,0.35294117647058826,0.019271948608137045,0.3486780329541839,0.6176470588235294,34,0.16176470588235295,68,0.035,0.990625,0.990625
45,pooled_conditional,observed,transit_rough,1893,57,30,46,27,1790,0.39473684210526316,0.5263157894736842,0.45112781954887216,0.02505446623093682,0.42958683577480866,0.6140350877192983,57,0.18421052631578946,114,0.03832752613240418,0.9859375,0.9859375
45,pooled_conditional,clean,all,5760,0,0,52,0,5708,0.0,,0.0,0.009027777777777777,,,0,,0,0.0234375,1.0,1.0
45,pooled_conditional,clean,warehouse,1920,0,0,0,0,1920,,,,0.0,,,0,,0,0.0,1.0,1.0
45,pooled_conditional,clean,transit_smooth,1920,0,0,25,0,1895,0.0,,0.0,0.013020833333333334,,,0,,0,0.0328125,1.0,1.0
45,pooled_conditional,clean,transit_rough,1920,0,0,27,0,1893,0.0,,0.0,0.0140625,,,0,,0,0.0375,1.0,1.0
45,regime_conditional,observed,all,5646,154,105,140,49,5352,0.42857142857142855,0.6818181818181818,0.5263157894736842,0.025491624180626365,0.5540735879050184,0.8766233766233766,154,0.2922077922077922,308,0.027777777777777776,0.9802083333333333,0.9802083333333333
45,regime_conditional,observed,warehouse,1851,63,41,61,22,1727,0.4019607843137255,0.6507936507936508,0.49696969696969695,0.03411633109619687,0.5438171479132146,0.8412698412698413,63,0.3968253968253968,126,0.019855595667870037,0.9640625,0.9640625
45,regime_conditional,observed,transit_smooth,1902,34,21,37,13,1831,0.3620689655172414,0.6176470588235294,0.45652173913043476,0.01980728051391863,0.5363444000124742,0.7941176470588235,34,0.25,68,0.03,0.990625,0.990625
45,regime_conditional,observed,transit_rough,1893,57,43,42,14,1794,0.5058823529411764,0.7543859649122807,0.6056338028169014,0.02287581699346405,0.7242538669033453,0.9649122807017544,57,0.20175438596491227,114,0.033101045296167246,0.9859375,0.9859375
45,regime_conditional,clean,all,5760,0,0,56,0,5704,0.0,,0.0,0.009722222222222222,,,0,,0,0.028125,1.0,1.0
45,regime_conditional,clean,warehouse,1920,0,0,12,0,1908,0.0,,0.0,0.00625,,,0,,0,0.01875,1.0,1.0
45,regime_conditional,clean,transit_smooth,1920,0,0,23,0,1897,0.0,,0.0,0.011979166666666667,,,0,,0,0.0328125,1.0,1.0
45,regime_conditional,clean,transit_rough,1920,0,0,21,0,1899,0.0,,0.0,0.0109375,,,0,,0,0.0328125,1.0,1.0
46,single_marginal,observed,all,5646,154,125,2367,29,3125,0.05016051364365971,0.8116883116883117,0.0944822373393802,0.4309905316824472,0.23203349715556634,0.7792207792207793,154,0.37987012987012986,308,0.6747685185185185,0.9934027777777777,0.9802083333333333
46,single_marginal,observed,warehouse,1896,51,44,22,7,1823,0.6666666666666666,0.8627450980392157,0.7521367521367521,0.011924119241192412,0.8808068994580122,0.9607843137254902,51,0.0196078431372549,102,0.03270223752151463,0.9958333333333333,0.9875
46,single_marginal,observed,transit_smooth,1920,47,41,1095,6,778,0.03609154929577465,0.8723404255319149,0.06931530008453085,0.5846235985050721,0.6380151665725246,0.6808510638297872,47,0.4574468085106383,94,1.0,1.0,1.0
46,single_marginal,observed,transit_rough,1830,56,40,1250,16,524,0.031007751937984496,0.7142857142857143,0.05943536404160475,0.7046223224351748,0.3022855615978059,0.6964285714285714,56,0.6428571428571429,112,1.0,0.984375,0.953125
46,single_marginal,clean,all,5760,0,0,2518,0,3242,0.0,,0.0,0.4371527777777778,,,0,,0,0.6776041666666667,1.0,1.0
46,single_marginal,clean,warehouse,1920,0,0,22,0,1898,0.0,,0.0,0.011458333333333333,,,0,,0,0.0328125,1.0,1.0
46,single_marginal,clean,transit_smooth,1920,0,0,1133,0,787,0.0,,0.0,0.5901041666666667,,,0,,0,1.0,1.0,1.0
46,single_marginal,clean,transit_rough,1920,0,0,1363,0,557,0.0,,0.0,0.7098958333333333,,,0,,0,1.0,1.0,1.0
46,pooled_marginal,observed,all,5646,154,45,57,109,5435,0.4411764705882353,0.2922077922077922,0.3515625,0.010378732702112163,0.336079940516221,0.577922077922078,154,0.01948051948051948,308,0.02488425925925926,0.9934027777777777,0.9802083333333333
46,pooled_marginal,observed,warehouse,1896,51,14,0,37,1845,1.0,0.27450980392156865,0.4307692307692308,0.0,0.400994878392206,0.5490196078431373,51,0.0,102,0.0,0.9958333333333333,0.9875
46,pooled_marginal,observed,transit_smooth,1920,47,15,1,32,1872,0.9375,0.3191489361702128,0.47619047619047616,0.0005339028296849973,0.6451312372999963,0.851063829787234,47,0.0,94,0.0016863406408094434,1.0,1.0
46,pooled_marginal,observed,transit_rough,1830,56,16,56,40,1718,0.2222222222222222,0.2857142857142857,0.25,0.03156708004509583,0.31325225141704416,0.375,56,0.05357142857142857,112,0.07581227436823104,0.984375,0.953125
46,pooled_marginal,clean,all,5760,0,0,66,0,5694,0.0,,0.0,0.011458333333333333,,,0,,0,0.028125,1.0,1.0
46,pooled_marginal,clean,warehouse,1920,0,0,0,0,1920,,,,0.0,,,0,,0,0.0,1.0,1.0
46,pooled_marginal,clean,transit_smooth,1920,0,0,1,0,1919,0.0,,0.0,0.0005208333333333333,,,0,,0,0.0015625,1.0,1.0
46,pooled_marginal,clean,transit_rough,1920,0,0,65,0,1855,0.0,,0.0,0.033854166666666664,,,0,,0,0.0828125,1.0,1.0
46,regime_marginal,observed,all,5646,154,111,53,43,5439,0.676829268292683,0.7207792207792207,0.6981132075471698,0.009650400582665695,0.7628398934000397,0.8571428571428571,154,0.016233766233766232,308,0.02662037037037037,0.9934027777777777,0.9802083333333333
46,regime_marginal,observed,warehouse,1896,51,44,22,7,1823,0.6666666666666666,0.8627450980392157,0.7521367521367521,0.011924119241192412,0.8808068994580122,0.9607843137254902,51,0.0196078431372549,102,0.03270223752151463,0.9958333333333333,0.9875
46,regime_marginal,observed,transit_smooth,1920,47,38,10,9,1863,0.7916666666666666,0.8085106382978723,0.8,0.005339028296849973,0.8394669151827435,0.8936170212765957,47,0.010638297872340425,94,0.013490725126475547,1.0,1.0
46,regime_marginal,observed,transit_rough,1830,56,29,21,27,1753,0.58,0.5178571428571429,0.5471698113207547,0.011837655016910935,0.5871144253262539,0.7321428571428571,56,0.017857142857142856,112,0.03429602888086643,0.984375,0.953125
46,regime_marginal,clean,all,5760,0,0,56,0,5704,0.0,,0.0,0.009722222222222222,,,0,,0,0.027604166666666666,1.0,1.0
46,regime_marginal,clean,warehouse,1920,0,0,22,0,1898,0.0,,0.0,0.011458333333333333,,,0,,0,0.0328125,1.0,1.0
46,regime_marginal,clean,transit_smooth,1920,0,0,11,0,1909,0.0,,0.0,0.005729166666666666,,,0,,0,0.015625,1.0,1.0
46,regime_marginal,clean,transit_rough,1920,0,0,23,0,1897,0.0,,0.0,0.011979166666666667,,,0,,0,0.034375,1.0,1.0
46,pooled_conditional,observed,all,5646,154,74,94,80,5398,0.44047619047619047,0.4805194805194805,0.45962732919254656,0.01711580480699199,0.4236233708086126,0.6168831168831169,154,0.19805194805194806,308,0.017361111111111112,0.9802083333333333,0.9802083333333333
46,pooled_conditional,observed,warehouse,1896,51,31,26,20,1819,0.543859649122807,0.6078431372549019,0.5740740740740741,0.014092140921409214,0.5343949926016116,0.5490196078431373,51,0.23529411764705882,102,0.0034423407917383822,0.9875,0.9875
46,pooled_conditional,observed,transit_smooth,1920,47,21,21,26,1852,0.5,0.44680851063829785,0.47191011235955055,0.011211959423384944,0.4099990694941474,0.8085106382978723,47,0.13829787234042554,94,0.013490725126475547,1.0,1.0
46,pooled_conditional,observed,transit_rough,1830,56,22,47,34,1727,0.3188405797101449,0.39285714285714285,0.352,0.02649379932356257,0.3977410621377686,0.5178571428571429,56,0.21428571428571427,112,0.036101083032490974,0.953125,0.953125
46,pooled_conditional,clean,all,5760,0,0,35,0,5725,0.0,,0.0,0.006076388888888889,,,0,,0,0.016666666666666666,1.0,1.0
46,pooled_conditional,clean,warehouse,1920,0,0,2,0,1918,0.0,,0.0,0.0010416666666666667,,,0,,0,0.003125,1.0,1.0
46,pooled_conditional,clean,transit_smooth,1920,0,0,8,0,1912,0.0,,0.0,0.004166666666666667,,,0,,0,0.0125,1.0,1.0
46,pooled_conditional,clean,transit_rough,1920,0,0,25,0,1895,0.0,,0.0,0.013020833333333334,,,0,,0,0.034375,1.0,1.0
46,regime_conditional,observed,all,5646,154,120,164,34,5328,0.4225352112676056,0.7792207792207793,0.547945205479452,0.02986161689730517,0.6578700975365228,0.8636363636363636,154,0.32792207792207795,308,0.034722222222222224,0.9802083333333333,0.9802083333333333
46,regime_conditional,observed,warehouse,1896,51,45,75,6,1770,0.375,0.8823529411764706,0.5263157894736842,0.04065040650406504,0.6663138849591246,0.9411764705882353,51,0.47058823529411764,102,0.04475043029259897,0.9875,0.9875
46,regime_conditional,observed,transit_smooth,1920,47,40,45,7,1828,0.47058823529411764,0.851063829787234,0.6060606060606061,0.02402562733582488,0.8037064486432808,0.8936170212765957,47,0.3191489361702128,94,0.023608768971332208,1.0,1.0
46,regime_conditional,observed,transit_rough,1830,56,35,44,21,1730,0.4430379746835443,0.625,0.5185185185185185,0.02480270574971815,0.6200505782928472,0.7678571428571429,56,0.20535714285714285,112,0.036101083032490974,0.953125,0.953125
46,regime_conditional,clean,all,5760,0,0,69,0,5691,0.0,,0.0,0.011979166666666667,,,0,,0,0.034375,1.0,1.0
46,regime_conditional,clean,warehouse,1920,0,0,29,0,1891,0.0,,0.0,0.015104166666666667,,,0,,0,0.04375,1.0,1.0
46,regime_conditional,clean,transit_smooth,1920,0,0,17,0,1903,0.0,,0.0,0.008854166666666666,,,0,,0,0.025,1.0,1.0
46,regime_conditional,clean,transit_rough,1920,0,0,23,0,1897,0.0,,0.0,0.011979166666666667,,,0,,0,0.034375,1.0,1.0
