scenario,method,alpha,view,regime,window,f1_mean,f1_std,f1_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,average_precision_mean,average_precision_std,average_precision_count,clean_channel_fpr_mean,clean_channel_fpr_std,clean_channel_fpr_count,bystander_fpr_mean,bystander_fpr_std,bystander_fpr_count,top1_localization_mean,top1_localization_std,top1_localization_count,top1_random_baseline_mean,top1_random_baseline_std,top1_random_baseline_count,all_faults_row_recall_mean,all_faults_row_recall_std,all_faults_row_recall_count,exact_fault_set_rate_mean,exact_fault_set_rate_std,exact_fault_set_rate_count,score_coverage_mean,score_coverage_std,score_coverage_count,post_event_fpr_mean,post_event_fpr_std,post_event_fpr_count,false_onsets_per_1000_clean_cells_mean,false_onsets_per_1000_clean_cells_std,false_onsets_per_1000_clean_cells_count
switch_d4,regime_conditional,0.2,clean,transit_smooth,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.0008547008547008539,0.0017555210176447636,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.0068253968253968265,0.010032700376546338,5,-3.2051282051282053,3.6816369530155506,5
switch_d4,regime_conditional,0.2,clean,transit_smooth,transition,0.0,0.0,5,,,0,0.0,0.0,5,,,0,-0.018055555555555554,0.015015102993360868,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.0380952380952381,0.0763391406756257,5,-20.833333333333332,13.670152559048285,5
switch_d4,regime_conditional,0.2,clean,warehouse,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.004537037037037036,0.0060220787190774444,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,0.007953745600804423,0.023487084478611996,5,-2.7777777777777777,5.268429017009742,5
switch_d4,regime_conditional,0.2,clean,warehouse,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.0023504273504273503,0.006888747718644309,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,0.005352564102564102,0.023323667517554526,5,-3.5256410256410247,5.6608811075807495,5
switch_d4,regime_conditional,0.2,clean,warehouse,transition,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.018749999999999996,0.020919958793600094,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,0.018518518518518517,0.032075014954979206,3,2.083333333333333,10.300275676521759,5
switch_d4,regime_conditional,0.2,observed,all,all,0.11175993074903409,0.022098754425055576,5,0.3083333333333333,0.03854010257086556,5,0.039099705827286356,0.018392640419765516,5,0.09290971298539467,0.018365144569171113,5,0.016283524904214558,0.0037828849332927155,5,0.0824074074074074,0.02169019773170829,5,0.04351851851851849,0.029931907176378895,5,0.0,0.0,5,0.3083333333333333,0.03854010257086556,5,0.17870370370370373,0.045901090955353496,5,0.0,0.0,5,0.19848568717795495,0.026521783541520193,5,-4.0549169859514675,1.653667198285895,5
switch_d4,regime_conditional,0.2,observed,all,stable,0.11099418732948182,0.03328021479972125,5,0.3381550127045122,0.04263432494061376,5,-0.06351090269120968,0.04598938765426459,5,0.21026806441971996,0.051756850435836214,5,0.018085274346370184,0.006259678837908683,5,0.08697700828401607,0.02435293353602519,5,0.03442628252973079,0.0291560494756093,5,0.0,0.0,5,0.3381550127045122,0.04263432494061376,5,0.19858434174896913,0.03984997564200806,5,0.0,0.0,5,0.22709550071851173,0.024106198704140217,5,-2.615316688876424,2.5086024651725762,5
switch_d4,regime_conditional,0.2,observed,all,transition,0.023721675523124826,0.03133568213746029,5,0.10242063492063491,0.12955790114094692,5,0.013720677579257611,0.018563700270743312,5,0.0005002822184001707,0.02050665323162108,5,0.004577633061844772,0.013855418415250027,5,0.038670634920634925,0.07944441718994824,5,0.138452380952381,0.14351757064520088,5,0.0,0.0,5,0.10242063492063491,0.12955790114094692,5,0.010912698412698419,0.14382183647665703,5,0.0,0.0,5,0.028611111111111098,0.11753808156203652,5,-13.38721283780328,7.629424372408207,5
switch_d4,regime_conditional,0.2,observed,transit_rough,all,0.13113576881258499,0.08990636539261469,5,0.32323586744639377,0.09099445688816446,5,0.05119961270286575,0.10454112762516271,5,0.09036986290690993,0.037173608090683846,5,0.013918769821892617,0.020893368291645766,5,0.10163742690058482,0.06526147776558343,5,0.026452241715399637,0.07428536347826142,5,0.0,0.0,5,0.32323586744639377,0.09099445688816446,5,0.16235867446393765,0.17030844485937371,5,0.0,0.0,5,0.13394179894179895,0.10902878979619633,5,-5.185535838383279,5.777430860474567,5
switch_d4,regime_conditional,0.2,observed,transit_rough,stable,0.19636705352868528,0.2295485519023308,5,0.38388888888888884,0.1387832931917088,5,0.043379313904529516,0.3404954806664322,5,0.2505921275944016,0.25640646995403543,5,0.01726041333131318,0.026020673470372672,5,0.11006944444444447,0.09176459941201136,5,0.016250000000000007,0.10209230875131016,5,0.0,0.0,5,0.38388888888888884,0.1387832931917088,5,0.19708333333333333,0.23465358957144766,5,0.0,0.0,5,0.1409517535604492,0.13364111157697586,5,-2.8959272500483255,7.445973900240267,5
switch_d4,regime_conditional,0.2,observed,transit_rough,transition,-0.004530188815671002,0.04321630013054778,5,-0.05555555555555554,0.20786985482077452,4,-0.0011673653617387592,0.024602195647358535,5,0.005752246401923667,0.014168479550808516,4,-0.008110717100078801,0.020978538730196356,5,0.041666666666666644,0.14433756729740643,4,0.1388888888888889,0.19510469912690256,4,0.0,0.0,4,-0.05555555555555554,0.20786985482077452,4,-0.06944444444444443,0.18907942459872348,4,0.0,0.0,5,-0.01666666666666667,0.19002923751652298,5,-20.17533490937746,10.91431984524269,5
switch_d4,regime_conditional,0.2,observed,transit_smooth,all,0.11156618764492351,0.04622328974768587,5,0.29617327117327114,0.07601295786893017,5,0.04995135857067899,0.029656881288447623,5,0.07194453380573884,0.042501266168878823,5,0.012945605965339946,0.007684438832593293,5,0.05126262626262625,0.04316630946028605,5,0.07754467754467756,0.07467845074178148,5,0.0,0.0,5,0.29617327117327114,0.07601295786893017,5,0.2063852813852814,0.14012414280830554,5,0.0,0.0,5,0.1762967703950676,0.03589053080278166,5,-5.898781255943172,4.218518454917712,5
switch_d4,regime_conditional,0.2,observed,transit_smooth,stable,0.10629605825302377,0.0744877328213645,5,0.3280885780885781,0.0747512506174201,5,-0.05493025147617529,0.0699994711225105,5,0.23425143617578548,0.06542552037075454,5,0.015573093744746632,0.0064226144057261065,5,0.04325951825951826,0.05199865812844419,5,0.07400932400932403,0.06385042593093809,5,0.0,0.0,5,0.3280885780885781,0.0747512506174201,5,0.25182595182595185,0.1469786492535781,5,0.0,0.0,5,0.22428571428571428,0.036939307947704274,5,-3.0503890790573713,3.5644246901707937,5
switch_d4,regime_conditional,0.2,observed,transit_smooth,transition,0.026533007776774385,0.03901155823931321,5,0.08333333333333333,0.09622504486493763,4,0.016403651671286008,0.024158309515188995,5,-0.001424152931995628,0.03393657059404979,4,-0.004151831493951197,0.02113480885632016,5,0.10416666666666667,0.10485881160098263,4,0.07916666666666666,0.1181453906563152,4,0.0,0.0,4,0.08333333333333333,0.09622504486493763,4,-0.11666666666666667,0.25603819159562025,4,0.0,0.0,5,0.06857142857142856,0.18797766065953017,5,-24.165510329941412,17.07937190133443,5
switch_d4,regime_conditional,0.2,observed,warehouse,all,0.09607653168432291,0.04001113405509482,5,0.3131144781144781,0.07206636939670874,5,-0.0031225470257220445,0.056150362987786334,5,0.10825630715895333,0.04438116356314904,5,0.022388956862280304,0.009617458748549195,5,0.07743987493987495,0.03290600663229749,5,0.04990019240019239,0.04787501540210915,5,0.0,0.0,5,0.3131144781144781,0.07206636939670874,5,0.20189454064454063,0.06262500800237572,5,0.0,0.0,5,0.24015585721468075,0.0806053403246051,5,-0.9615380793444561,4.688717011004054,5
switch_d4,regime_conditional,0.2,observed,warehouse,stable,0.09226662821626874,0.05194951103354602,5,0.31462962962962965,0.08842568353660786,5,-0.09441780432895677,0.08481156940475496,5,0.1939742119905295,0.11524644767701774,5,0.02187630937111238,0.011721651063399362,5,0.08257703081232494,0.030888084860950765,5,0.03869747899159661,0.05309979970525011,5,0.0,0.0,5,0.31462962962962965,0.08842568353660786,5,0.1972191098661687,0.07545724673858098,5,0.0,0.0,5,0.24701923076923077,0.07148474254804141,5,-1.7740195744532468,4.89233964632992,5
switch_d4,regime_conditional,0.2,observed,warehouse,transition,0.045238754879865326,0.0752874966700317,5,0.20833333333333334,0.1816207893141947,3,0.026126018684158214,0.044975503272696886,5,0.022645092091183,0.012407933736433164,3,0.025479470935067604,0.013219216936863116,5,0.06944444444444445,0.08673608331108885,3,0.09722222222222221,0.08673608331108885,3,0.0,0.0,3,0.20833333333333334,0.1816207893141947,3,0.08333333333333333,0.3632415786283894,3,0.0,0.0,5,0.2222222222222222,0.19245008972987526,3,4.133086180958523,6.785883532455288,5
switch_d4,regime_marginal,0.2,clean,all,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,-0.003549382716049384,0.00516802532396307,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.01065397968615405,0.008888678289325916,5,-6.450617283950618,1.2072597046671574,5
switch_d4,regime_marginal,0.2,clean,all,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.0019230769230769232,0.004385911845596999,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.0014088250930356198,0.00958210654440608,5,-4.95014245014245,1.437794105283928,5
switch_d4,regime_marginal,0.2,clean,all,transition,0.0,0.0,5,,,0,0.0,0.0,5,,,0,-0.039120370370370375,0.012898733070143551,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.0625,0.03656235161413384,5,-16.203703703703702,2.314814814814814,5
switch_d4,regime_marginal,0.2,clean,transit_rough,all,0.0,0.0,5,,,0,0.0,0.0,5,,,0,-0.00018518518518518615,0.011361944942083682,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.019292328042328045,0.024396107820215215,5,-5.555555555555555,3.8176903940904268,5
switch_d4,regime_marginal,0.2,clean,transit_rough,stable,0.0,0.0,5,,,0,0.0,0.0,5,,,0,0.0022435897435897434,0.011053949777495619,5,,,0,,,0,,,0,,,0,,,0,0.0,0.0,5,-0.015209235209235209,0.035775138734959126,5,-4.166666666666667,4.04010051307458,5
