seed,scenario,method,alpha,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,event_channel_count
42,steady_m2_r10_k1,regime_conditional,0.2,observed,1.0,0.9583333333333334,0.08333333333333333,2.608695652173913,3.0,24
42,steady_m2_r10_k1,regime_conditional,1.0,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,9.0,8.75,24
42,steady_m2_r10_k1,regime_conditional,1.0,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,1.4782608695652173,1.9166666666666667,24
42,steady_m2_r10_k1,regime_marginal,0.2,clean,0.041666666666666664,0.0,0.08333333333333333,,9.0,24
42,steady_m2_r10_k1,regime_marginal,0.2,observed,0.8333333333333334,0.7916666666666666,0.125,4.2105263157894735,4.833333333333333,24
42,steady_m2_r10_k1,regime_marginal,1.0,clean,0.0,0.0,0.041666666666666664,,9.0,24
42,steady_m2_r10_k1,regime_marginal,1.0,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,2.4347826086956523,2.5833333333333335,24
42,steady_m4,regime_conditional,0.2,clean,0.0,0.0,0.041666666666666664,,9.0,24
42,steady_m4,regime_conditional,0.2,observed,1.0,0.9583333333333334,0.08333333333333333,0.782608695652174,1.25,24
42,steady_m4,regime_conditional,1.0,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,9.0,8.75,24
42,steady_m4,regime_conditional,1.0,observed,1.0,0.9166666666666666,0.08333333333333333,0.0,0.75,24
42,steady_m4,regime_marginal,0.2,clean,0.041666666666666664,0.0,0.08333333333333333,,9.0,24
42,steady_m4,regime_marginal,0.2,observed,1.0,0.9583333333333334,0.125,1.826086956521739,2.25,24
42,steady_m4,regime_marginal,1.0,clean,0.0,0.0,0.041666666666666664,,9.0,24
42,steady_m4,regime_marginal,1.0,observed,1.0,0.9583333333333334,0.08333333333333333,0.4782608695652174,0.7083333333333334,24
42,steady_r02,regime_conditional,0.2,clean,0.0,0.0,0.08333333333333333,,4.0,12
42,steady_r02,regime_conditional,0.2,observed,0.8333333333333334,0.75,0.08333333333333333,2.111111111111111,2.5833333333333335,12
42,steady_r02,regime_conditional,1.0,clean,0.0,0.0,0.08333333333333333,,4.0,12
42,steady_r02,regime_conditional,1.0,observed,0.75,0.75,0.08333333333333333,0.5555555555555556,1.4166666666666667,12
42,steady_r02,regime_marginal,0.2,clean,0.08333333333333333,0.0,0.16666666666666666,,4.0,12
42,steady_r02,regime_marginal,0.2,observed,0.4166666666666667,0.3333333333333333,0.16666666666666666,2.25,3.4166666666666665,12
42,steady_r02,regime_marginal,1.0,clean,0.0,0.0,0.08333333333333333,,4.0,12
42,steady_r02,regime_marginal,1.0,observed,0.5833333333333334,0.5833333333333334,0.08333333333333333,1.0,2.25,12
42,steady_r20,regime_conditional,0.2,clean,0.027777777777777776,0.027777777777777776,0.027777777777777776,9.0,11.916666666666666,36
42,steady_r20,regime_conditional,0.2,observed,1.0,0.9166666666666666,0.1111111111111111,2.4242424242424243,3.2222222222222223,36
42,steady_r20,regime_conditional,1.0,clean,0.1111111111111111,0.1111111111111111,0.027777777777777776,7.5,11.5,36
42,steady_r20,regime_conditional,1.0,observed,0.9722222222222222,0.9722222222222222,0.027777777777777776,1.2285714285714286,1.5277777777777777,36
42,steady_r20,regime_marginal,0.2,clean,0.05555555555555555,0.027777777777777776,0.05555555555555555,7.0,11.86111111111111,36
42,steady_r20,regime_marginal,0.2,observed,0.9166666666666666,0.8888888888888888,0.08333333333333333,4.125,5.0,36
42,steady_r20,regime_marginal,1.0,clean,0.05555555555555555,0.05555555555555555,0.027777777777777776,8.0,11.777777777777779,36
42,steady_r20,regime_marginal,1.0,observed,0.9722222222222222,0.9722222222222222,0.027777777777777776,2.914285714285714,3.1666666666666665,36
42,switch_d0,regime_conditional,0.2,clean,0.0,0.0,0.041666666666666664,,9.0,24
42,switch_d0,regime_conditional,0.2,observed,0.9583333333333334,0.9166666666666666,0.08333333333333333,2.5,3.0416666666666665,24
42,switch_d0,regime_conditional,1.0,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,9.0,8.75,24
42,switch_d0,regime_conditional,1.0,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,1.7391304347826086,2.1666666666666665,24
42,switch_d0,regime_marginal,0.2,clean,0.041666666666666664,0.0,0.041666666666666664,,9.0,24
42,switch_d0,regime_marginal,0.2,observed,0.75,0.75,0.08333333333333333,3.7222222222222223,4.291666666666667,24
42,switch_d0,regime_marginal,1.0,clean,0.0,0.0,0.0,,9.0,24
42,switch_d0,regime_marginal,1.0,observed,0.9166666666666666,0.9166666666666666,0.0,1.8636363636363635,2.4583333333333335,24
42,switch_d12,regime_conditional,0.2,clean,0.125,0.125,0.08333333333333333,1.6666666666666667,7.958333333333333,24
42,switch_d12,regime_conditional,0.2,observed,0.9583333333333334,0.9166666666666666,0.125,2.227272727272727,2.7916666666666665,24
42,switch_d12,regime_conditional,1.0,clean,0.16666666666666666,0.16666666666666666,0.08333333333333333,3.0,7.75,24
42,switch_d12,regime_conditional,1.0,observed,1.0,1.0,0.08333333333333333,1.4166666666666667,1.4166666666666667,24
42,switch_d12,regime_marginal,0.2,clean,0.125,0.08333333333333333,0.041666666666666664,0.0,8.25,24
42,switch_d12,regime_marginal,0.2,observed,0.7916666666666666,0.7916666666666666,0.08333333333333333,3.3684210526315788,4.166666666666667,24
42,switch_d12,regime_marginal,1.0,clean,0.08333333333333333,0.08333333333333333,0.0,0.0,8.25,24
42,switch_d12,regime_marginal,1.0,observed,0.9166666666666666,0.9166666666666666,0.0,1.5454545454545454,2.1666666666666665,24
42,switch_d4,regime_conditional,0.2,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,8.25,24
42,switch_d4,regime_conditional,0.2,observed,0.9583333333333334,0.9166666666666666,0.08333333333333333,2.227272727272727,2.7916666666666665,24
