seed,scenario,method,view,regime,window,f1,recall,precision,average_precision,clean_channel_fpr,bystander_fpr,top1_localization,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,score_coverage,post_event_fpr,false_onsets_per_1000_clean_cells,alpha
42,steady_m2_r10_k1,regime_marginal,clean,transit_rough,all,0.0,,0.0,,-0.004629629629629629,,,,,,0.0,-0.011111111111111112,-4.62962962962963,0.2
42,steady_m2_r10_k1,regime_marginal,clean,transit_rough,stable,0.0,,0.0,,-0.004629629629629629,,,,,,0.0,-0.011111111111111112,-4.62962962962963,0.2
42,steady_m2_r10_k1,regime_marginal,observed,all,all,0.1647599700630814,0.21296296296296297,0.041378975007293595,0.18483393944364168,0.0036717752234993618,0.018518518518518517,0.03703703703703698,0.0,0.21296296296296297,0.21296296296296297,0.0,0.06666666666666667,-4.469987228607918,0.2
42,steady_m2_r10_k1,regime_marginal,observed,all,stable,0.1647599700630814,0.21296296296296297,0.041378975007293595,0.18483393944364168,0.0036717752234993618,0.018518518518518517,0.03703703703703698,0.0,0.21296296296296297,0.21296296296296297,0.0,0.06666666666666667,-4.469987228607918,0.2
42,steady_m2_r10_k1,regime_marginal,observed,warehouse,all,0.14929467084639497,0.3333333333333333,-0.044580419580419584,0.2895020157398441,0.017241379310344827,0.034722222222222224,0.02777777777777779,0.0,0.3333333333333333,0.3333333333333333,0.0,0.10416666666666667,-3.352490421455939,0.2
42,steady_m2_r10_k1,regime_marginal,observed,warehouse,stable,0.14929467084639497,0.3333333333333333,-0.044580419580419584,0.2895020157398441,0.017241379310344827,0.034722222222222224,0.02777777777777779,0.0,0.3333333333333333,0.3333333333333333,0.0,0.10416666666666667,-3.352490421455939,0.2
42,steady_m2_r10_k1,regime_marginal,observed,transit_smooth,all,0.2968463513017968,0.23611111111111113,0.37835249042145597,0.2961987523626031,-0.0047892720306513415,0.013888888888888888,0.05555555555555558,0.0,0.23611111111111113,0.23611111111111113,0.0,0.023809523809523808,-5.747126436781609,0.2
42,steady_m2_r10_k1,regime_marginal,observed,transit_smooth,stable,0.2968463513017968,0.23611111111111113,0.37835249042145597,0.2961987523626031,-0.0047892720306513415,0.013888888888888888,0.05555555555555558,0.0,0.23611111111111113,0.23611111111111113,0.0,0.023809523809523808,-5.747126436781609,0.2
42,steady_m2_r10_k1,regime_marginal,observed,transit_rough,all,0.07894736842105265,0.06944444444444442,0.08571428571428574,0.06244928686369078,-0.0014367816091954023,0.006944444444444444,0.02777777777777768,0.0,0.06944444444444442,0.06944444444444442,0.0,0.06666666666666667,-4.310344827586206,0.2
42,steady_m2_r10_k1,regime_marginal,observed,transit_rough,stable,0.07894736842105265,0.06944444444444442,0.08571428571428574,0.06244928686369078,-0.0014367816091954023,0.006944444444444444,0.02777777777777768,0.0,0.06944444444444442,0.06944444444444442,0.0,0.06666666666666667,-4.310344827586206,0.2
42,steady_m2_r10_k1,regime_conditional,clean,all,all,0.0,,0.0,,-0.004629629629629629,,,,,,0.0,-0.014814814814814814,-6.018518518518519,0.2
42,steady_m2_r10_k1,regime_conditional,clean,all,stable,0.0,,0.0,,-0.004629629629629629,,,,,,0.0,-0.014814814814814814,-6.018518518518519,0.2
