seed,scenario,method,alpha,view,regime,window,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
42,switch_d0,regime_marginal,1.0,observed,transit_rough,transition,288,0,0,3,0,285,0.0,,0.0,0.010416666666666666,,,0,,0,0.03125,1.0,1.0,,,,18,0.05555555555555555,10.416666666666666
42,switch_d0,regime_marginal,1.0,observed,transit_rough,stable,1872,36,11,16,25,1820,0.4074074074074074,0.3055555555555556,0.3492063492063492,0.008714596949891068,0.2684720098546499,0.8611111111111112,36,0.0,72,0.025510204081632654,1.0,1.0,0.33333333333333337,0.3055555555555556,0.3055555555555556,36,0.027777777777777776,7.625272331154684
42,switch_d0,regime_marginal,0.2,clean,all,all,6480,0,0,67,0,6413,0.0,,0.0,0.010339506172839507,,,0,,0,0.02361111111111111,1.0,1.0,,,,270,0.0,3.3950617283950617
42,switch_d0,regime_marginal,0.2,clean,all,transition,864,0,0,1,0,863,0.0,,0.0,0.0011574074074074073,,,0,,0,0.003472222222222222,1.0,1.0,,,,72,0.0,1.1574074074074074
42,switch_d0,regime_marginal,0.2,clean,all,stable,5616,0,0,66,0,5550,0.0,,0.0,0.011752136752136752,,,0,,0,0.026709401709401708,1.0,1.0,,,,198,0.0,3.7393162393162394
42,switch_d0,regime_marginal,0.2,clean,warehouse,all,2160,0,0,63,0,2097,0.0,,0.0,0.029166666666666667,,,0,,0,0.06527777777777778,1.0,1.0,,,,90,0.0,8.796296296296296
42,switch_d0,regime_marginal,0.2,clean,warehouse,transition,288,0,0,0,0,288,,,,0.0,,,0,,0,0.0,1.0,1.0,,,,12,0.0,0.0
42,switch_d0,regime_marginal,0.2,clean,warehouse,stable,1872,0,0,63,0,1809,0.0,,0.0,0.03365384615384615,,,0,,0,0.07532051282051282,1.0,1.0,,,,78,0.0,10.149572649572649
42,switch_d0,regime_marginal,0.2,clean,transit_smooth,all,2160,0,0,1,0,2159,0.0,,0.0,0.000462962962962963,,,0,,0,0.001388888888888889,1.0,1.0,,,,126,0.0,0.46296296296296297
42,switch_d0,regime_marginal,0.2,clean,transit_smooth,transition,288,0,0,0,0,288,,,,0.0,,,0,,0,0.0,1.0,1.0,,,,42,0.0,0.0
42,switch_d0,regime_marginal,0.2,clean,transit_smooth,stable,1872,0,0,1,0,1871,0.0,,0.0,0.0005341880341880342,,,0,,0,0.0016025641025641025,1.0,1.0,,,,84,0.0,0.5341880341880342
42,switch_d0,regime_marginal,0.2,clean,transit_rough,all,2160,0,0,3,0,2157,0.0,,0.0,0.001388888888888889,,,0,,0,0.004166666666666667,1.0,1.0,,,,54,0.0,0.9259259259259259
42,switch_d0,regime_marginal,0.2,clean,transit_rough,transition,288,0,0,1,0,287,0.0,,0.0,0.003472222222222222,,,0,,0,0.010416666666666666,1.0,1.0,,,,18,0.0,3.4722222222222223
42,switch_d0,regime_marginal,0.2,clean,transit_rough,stable,1872,0,0,2,0,1870,0.0,,0.0,0.0010683760683760685,,,0,,0,0.003205128205128205,1.0,1.0,,,,36,0.0,0.5341880341880342
42,switch_d0,regime_marginal,0.2,observed,all,all,6480,216,112,82,104,6182,0.5773195876288659,0.5185185185185185,0.5463414634146342,0.013090676883780333,0.5554182569239572,0.8611111111111112,216,0.016203703703703703,432,0.03292181069958848,1.0,1.0,0.3333333333333333,0.5185185185185185,0.5185185185185185,270,0.07407407407407407,3.3524904214559386
42,switch_d0,regime_marginal,0.2,observed,all,transition,864,30,17,1,13,833,0.9444444444444444,0.5666666666666667,0.7083333333333334,0.001199040767386091,0.7318903226757906,0.9333333333333333,30,0.0,60,0.003875968992248062,1.0,1.0,0.3333333333333334,0.5666666666666667,0.5666666666666667,72,0.0,1.1990407673860912
42,switch_d0,regime_marginal,0.2,observed,all,stable,5616,186,95,81,91,5349,0.5397727272727273,0.510752688172043,0.5248618784530387,0.014917127071823204,0.5285370537460432,0.8494623655913979,186,0.01881720430107527,372,0.037366548042704624,1.0,1.0,0.33333333333333337,0.510752688172043,0.510752688172043,198,0.10101010101010101,3.6832412523020257
42,switch_d0,regime_marginal,0.2,observed,warehouse,all,2160,96,55,73,41,1991,0.4296875,0.5729166666666666,0.49107142857142855,0.035368217054263566,0.5454307378035244,0.8541666666666666,96,0.026041666666666668,192,0.09134615384615384,1.0,1.0,0.3333333333333333,0.5729166666666666,0.5729166666666666,90,0.16666666666666666,8.720930232558139
42,switch_d0,regime_marginal,0.2,observed,warehouse,transition,288,24,17,0,7,264,1.0,0.7083333333333334,0.8292682926829268,0.0,0.8652046962698844,0.9583333333333334,24,0.0,48,0.0,1.0,1.0,0.3333333333333333,0.7083333333333334,0.7083333333333334,12,0.0,0.0
42,switch_d0,regime_marginal,0.2,observed,warehouse,stable,1872,72,38,73,34,1727,0.34234234234234234,0.5277777777777778,0.41530054644808745,0.04055555555555555,0.4705534236650865,0.8194444444444444,72,0.034722222222222224,144,0.10326086956521739,1.0,1.0,0.3333333333333333,0.5277777777777778,0.5277777777777778,78,0.19230769230769232,10.0
42,switch_d0,regime_marginal,0.2,observed,transit_smooth,all,2160,84,41,5,43,2071,0.8913043478260869,0.4880952380952381,0.6307692307692307,0.0024084778420038534,0.6946329640682708,0.8571428571428571,84,0.011904761904761904,168,0.0047169811320754715,1.0,1.0,0.3333333333333333,0.4880952380952381,0.4880952380952381,126,0.031746031746031744,0.4816955684007707
42,switch_d0,regime_marginal,0.2,observed,transit_smooth,transition,288,6,0,0,6,282,,0.0,0.0,0.0,0.4602408319649699,0.8333333333333334,6,0.0,12,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,42,0.0,0.0
42,switch_d0,regime_marginal,0.2,observed,transit_smooth,stable,1872,78,41,5,37,1789,0.8913043478260869,0.5256410256410257,0.6612903225806451,0.002787068004459309,0.7166180748979583,0.8589743589743589,78,0.01282051282051282,156,0.005494505494505495,1.0,1.0,0.33333333333333326,0.5256410256410257,0.5256410256410257,84,0.047619047619047616,0.5574136008918618
42,switch_d0,regime_marginal,0.2,observed,transit_rough,all,2160,36,16,4,20,2120,0.8,0.4444444444444444,0.5714285714285714,0.0018832391713747645,0.5460499053340614,0.8888888888888888,36,0.0,72,0.005847953216374269,1.0,1.0,0.33333333333333337,0.4444444444444444,0.4444444444444444,54,0.018518518518518517,0.9416195856873822
42,switch_d0,regime_marginal,0.2,observed,transit_rough,transition,288,0,0,1,0,287,0.0,,0.0,0.003472222222222222,,,0,,0,0.010416666666666666,1.0,1.0,,,,18,0.0,3.4722222222222223
42,switch_d0,regime_marginal,0.2,observed,transit_rough,stable,1872,36,16,3,20,1833,0.8421052631578947,0.4444444444444444,0.5818181818181818,0.0016339869281045752,0.5582498427795628,0.8888888888888888,36,0.0,72,0.00510204081632653,1.0,1.0,0.33333333333333337,0.4444444444444444,0.4444444444444444,36,0.027777777777777776,0.5446623093681917
42,switch_d0,regime_conditional,1.0,clean,all,all,6480,0,0,87,0,6393,0.0,,0.0,0.013425925925925926,,,0,,0,0.038425925925925926,1.0,1.0,,,,270,0.02962962962962963,13.425925925925926
42,switch_d0,regime_conditional,1.0,clean,all,transition,864,0,0,12,0,852,0.0,,0.0,0.013888888888888888,,,0,,0,0.03819444444444445,1.0,1.0,,,,72,0.027777777777777776,13.88888888888889
42,switch_d0,regime_conditional,1.0,clean,all,stable,5616,0,0,75,0,5541,0.0,,0.0,0.013354700854700854,,,0,,0,0.038461538461538464,1.0,1.0,,,,198,0.030303030303030304,13.354700854700855
42,switch_d0,regime_conditional,1.0,clean,warehouse,all,2160,0,0,42,0,2118,0.0,,0.0,0.019444444444444445,,,0,,0,0.05416666666666667,1.0,1.0,,,,90,0.03333333333333333,19.444444444444443
42,switch_d0,regime_conditional,1.0,clean,warehouse,transition,288,0,0,7,0,281,0.0,,0.0,0.024305555555555556,,,0,,0,0.0625,1.0,1.0,,,,12,0.0,24.305555555555557
42,switch_d0,regime_conditional,1.0,clean,warehouse,stable,1872,0,0,35,0,1837,0.0,,0.0,0.018696581196581196,,,0,,0,0.052884615384615384,1.0,1.0,,,,78,0.038461538461538464,18.696581196581196
42,switch_d0,regime_conditional,1.0,clean,transit_smooth,all,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.027777777777777776,1.0,1.0,,,,126,0.023809523809523808,9.25925925925926
42,switch_d0,regime_conditional,1.0,clean,transit_smooth,transition,288,0,0,4,0,284,0.0,,0.0,0.013888888888888888,,,0,,0,0.041666666666666664,1.0,1.0,,,,42,0.023809523809523808,13.88888888888889
42,switch_d0,regime_conditional,1.0,clean,transit_smooth,stable,1872,0,0,16,0,1856,0.0,,0.0,0.008547008547008548,,,0,,0,0.02564102564102564,1.0,1.0,,,,84,0.023809523809523808,8.547008547008547
42,switch_d0,regime_conditional,1.0,clean,transit_rough,all,2160,0,0,25,0,2135,0.0,,0.0,0.011574074074074073,,,0,,0,0.03333333333333333,1.0,1.0,,,,54,0.037037037037037035,11.574074074074074
42,switch_d0,regime_conditional,1.0,clean,transit_rough,transition,288,0,0,1,0,287,0.0,,0.0,0.003472222222222222,,,0,,0,0.010416666666666666,1.0,1.0,,,,18,0.05555555555555555,3.4722222222222223
42,switch_d0,regime_conditional,1.0,clean,transit_rough,stable,1872,0,0,24,0,1848,0.0,,0.0,0.01282051282051282,,,0,,0,0.03685897435897436,1.0,1.0,,,,36,0.027777777777777776,12.820512820512821
42,switch_d0,regime_conditional,1.0,observed,all,all,6480,216,82,92,134,6172,0.47126436781609193,0.37962962962962965,0.4205128205128205,0.014687100893997445,0.4297290678392442,0.8287037037037037,216,0.034722222222222224,432,0.03806584362139918,1.0,1.0,0.3333333333333333,0.37962962962962965,0.3425925925925926,270,0.02962962962962963,14.687100893997446
42,switch_d0,regime_conditional,1.0,observed,all,transition,864,30,6,13,24,821,0.3157894736842105,0.2,0.24489795918367346,0.015587529976019185,0.37388100269833263,0.7,30,0.05,60,0.03488372093023256,1.0,1.0,0.3333333333333334,0.2,0.2,72,0.027777777777777776,15.587529976019185
42,switch_d0,regime_conditional,1.0,observed,all,stable,5616,186,76,79,110,5351,0.49032258064516127,0.40860215053763443,0.44574780058651026,0.014548802946593001,0.43816568814447215,0.8494623655913979,186,0.03225806451612903,372,0.03855278766310795,1.0,1.0,0.33333333333333337,0.40860215053763443,0.3655913978494624,198,0.030303030303030304,14.548802946593002
42,switch_d0,regime_conditional,1.0,observed,warehouse,all,2160,96,41,41,55,2023,0.5,0.4270833333333333,0.4606741573033708,0.01986434108527132,0.4848895311234272,0.8020833333333334,96,0.03125,192,0.052884615384615384,1.0,1.0,0.3333333333333333,0.4270833333333333,0.4166666666666667,90,0.03333333333333333,19.864341085271317
42,switch_d0,regime_conditional,1.0,observed,warehouse,transition,288,24,5,8,19,256,0.38461538461538464,0.20833333333333334,0.2702702702702703,0.030303030303030304,0.4863297565741555,0.6666666666666666,24,0.0625,48,0.05555555555555555,1.0,1.0,0.3333333333333333,0.20833333333333334,0.20833333333333334,12,0.0,30.303030303030305
42,switch_d0,regime_conditional,1.0,observed,warehouse,stable,1872,72,36,33,36,1767,0.5217391304347826,0.5,0.5106382978723404,0.018333333333333333,0.4939871302585314,0.8472222222222222,72,0.020833333333333332,144,0.05253623188405797,1.0,1.0,0.3333333333333333,0.5,0.4861111111111111,78,0.038461538461538464,18.333333333333332
42,switch_d0,regime_conditional,1.0,observed,transit_smooth,all,2160,84,26,25,58,2051,0.5098039215686274,0.30952380952380953,0.3851851851851852,0.012042389210019268,0.43187082807490085,0.8571428571428571,84,0.041666666666666664,168,0.02830188679245283,1.0,1.0,0.3333333333333333,0.30952380952380953,0.23809523809523808,126,0.023809523809523808,12.042389210019268
42,switch_d0,regime_conditional,1.0,observed,transit_smooth,transition,288,6,1,4,5,278,0.2,0.16666666666666666,0.18181818181818182,0.014184397163120567,0.31358520638181653,0.8333333333333334,6,0.0,12,0.044444444444444446,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,42,0.023809523809523808,14.184397163120567
42,switch_d0,regime_conditional,1.0,observed,transit_smooth,stable,1872,78,25,21,53,1773,0.5434782608695652,0.32051282051282054,0.4032258064516129,0.011705685618729096,0.4482351231852539,0.8589743589743589,78,0.04487179487179487,156,0.02564102564102564,1.0,1.0,0.33333333333333326,0.32051282051282054,0.24358974358974358,84,0.023809523809523808,11.705685618729097
42,switch_d0,regime_conditional,1.0,observed,transit_rough,all,2160,36,15,26,21,2098,0.36585365853658536,0.4166666666666667,0.38961038961038963,0.01224105461393597,0.3831111584400386,0.8333333333333334,36,0.027777777777777776,72,0.033625730994152045,1.0,1.0,0.33333333333333337,0.4166666666666667,0.3888888888888889,54,0.037037037037037035,12.24105461393597
42,switch_d0,regime_conditional,1.0,observed,transit_rough,transition,288,0,0,1,0,287,0.0,,0.0,0.003472222222222222,,,0,,0,0.010416666666666666,1.0,1.0,,,,18,0.05555555555555555,3.4722222222222223
42,switch_d0,regime_conditional,1.0,observed,transit_rough,stable,1872,36,15,25,21,1811,0.375,0.4166666666666667,0.39473684210526316,0.013616557734204794,0.38956560774905186,0.8333333333333334,36,0.027777777777777776,72,0.03741496598639456,1.0,1.0,0.33333333333333337,0.4166666666666667,0.3888888888888889,36,0.027777777777777776,13.616557734204793
42,switch_d0,regime_conditional,0.2,clean,all,all,6480,0,0,60,0,6420,0.0,,0.0,0.009259259259259259,,,0,,0,0.027777777777777776,1.0,1.0,,,,270,0.007407407407407408,6.635802469135802
42,switch_d0,regime_conditional,0.2,clean,all,transition,864,0,0,4,0,860,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,72,0.0,4.62962962962963
42,switch_d0,regime_conditional,0.2,clean,all,stable,5616,0,0,56,0,5560,0.0,,0.0,0.009971509971509971,,,0,,0,0.029914529914529916,1.0,1.0,,,,198,0.010101010101010102,6.944444444444445
42,switch_d0,regime_conditional,0.2,clean,warehouse,all,2160,0,0,27,0,2133,0.0,,0.0,0.0125,,,0,,0,0.0375,1.0,1.0,,,,90,0.011111111111111112,7.407407407407407
42,switch_d0,regime_conditional,0.2,clean,warehouse,transition,288,0,0,2,0,286,0.0,,0.0,0.006944444444444444,,,0,,0,0.020833333333333332,1.0,1.0,,,,12,0.0,6.944444444444445
42,switch_d0,regime_conditional,0.2,clean,warehouse,stable,1872,0,0,25,0,1847,0.0,,0.0,0.013354700854700854,,,0,,0,0.04006410256410257,1.0,1.0,,,,78,0.01282051282051282,7.478632478632479
42,switch_d0,regime_conditional,0.2,clean,transit_smooth,all,2160,0,0,22,0,2138,0.0,,0.0,0.010185185185185186,,,0,,0,0.030555555555555555,1.0,1.0,,,,126,0.007936507936507936,8.796296296296296
42,switch_d0,regime_conditional,0.2,clean,transit_smooth,transition,288,0,0,0,0,288,,,,0.0,,,0,,0,0.0,1.0,1.0,,,,42,0.0,0.0
42,switch_d0,regime_conditional,0.2,clean,transit_smooth,stable,1872,0,0,22,0,1850,0.0,,0.0,0.011752136752136752,,,0,,0,0.035256410256410256,1.0,1.0,,,,84,0.011904761904761904,10.149572649572649
42,switch_d0,regime_conditional,0.2,clean,transit_rough,all,2160,0,0,11,0,2149,0.0,,0.0,0.005092592592592593,,,0,,0,0.015277777777777777,1.0,1.0,,,,54,0.0,3.7037037037037037
42,switch_d0,regime_conditional,0.2,clean,transit_rough,transition,288,0,0,2,0,286,0.0,,0.0,0.006944444444444444,,,0,,0,0.020833333333333332,1.0,1.0,,,,18,0.0,6.944444444444445
42,switch_d0,regime_conditional,0.2,clean,transit_rough,stable,1872,0,0,9,0,1863,0.0,,0.0,0.004807692307692308,,,0,,0,0.014423076923076924,1.0,1.0,,,,36,0.0,3.2051282051282053
42,switch_d0,regime_conditional,0.2,observed,all,all,6480,216,156,146,60,6118,0.5165562913907285,0.7222222222222222,0.6023166023166023,0.02330779054916986,0.7099469828411696,0.8657407407407407,216,0.0763888888888889,432,0.05246913580246913,1.0,1.0,0.3333333333333333,0.7222222222222222,0.6296296296296297,270,0.18888888888888888,9.578544061302683
42,switch_d0,regime_conditional,0.2,observed,all,transition,864,30,22,7,8,827,0.7586206896551724,0.7333333333333333,0.7457627118644068,0.008393285371702638,0.8214657865429771,0.9666666666666667,30,0.03333333333333333,60,0.01937984496124031,1.0,1.0,0.3333333333333334,0.7333333333333333,0.6666666666666666,72,0.013888888888888888,5.995203836930456
42,switch_d0,regime_conditional,0.2,observed,all,stable,5616,186,134,139,52,5291,0.4908424908424908,0.7204301075268817,0.5838779956427015,0.02559852670349908,0.6949557157852596,0.8494623655913979,186,0.08333333333333333,372,0.05753262158956109,1.0,1.0,0.33333333333333337,0.7204301075268817,0.6236559139784946,198,0.25252525252525254,10.128913443830571
42,switch_d0,regime_conditional,0.2,observed,warehouse,all,2160,96,68,66,28,1998,0.5074626865671642,0.7083333333333334,0.591304347826087,0.03197674418604651,0.6758550141140107,0.8645833333333334,96,0.08854166666666667,192,0.07051282051282051,1.0,1.0,0.3333333333333333,0.7083333333333334,0.6145833333333334,90,0.23333333333333334,11.143410852713178
42,switch_d0,regime_conditional,0.2,observed,warehouse,transition,288,24,19,4,5,260,0.8260869565217391,0.7916666666666666,0.8085106382978723,0.015151515151515152,0.9003219182205251,0.9583333333333334,24,0.041666666666666664,48,0.027777777777777776,1.0,1.0,0.3333333333333333,0.7916666666666666,0.7083333333333334,12,0.0,11.363636363636363
42,switch_d0,regime_conditional,0.2,observed,warehouse,stable,1872,72,49,62,23,1738,0.44144144144144143,0.6805555555555556,0.5355191256830601,0.034444444444444444,0.6036267831530115,0.8333333333333334,72,0.10416666666666667,144,0.07608695652173914,1.0,1.0,0.3333333333333333,0.6805555555555556,0.5833333333333334,78,0.2692307692307692,11.11111111111111
42,switch_d0,regime_conditional,0.2,observed,transit_smooth,all,2160,84,63,59,21,2017,0.5163934426229508,0.75,0.6116504854368932,0.02842003853564547,0.7447314898063403,0.8690476190476191,84,0.06547619047619048,168,0.0660377358490566,1.0,1.0,0.3333333333333333,0.75,0.6666666666666666,126,0.1984126984126984,11.560693641618498
42,switch_d0,regime_conditional,0.2,observed,transit_smooth,transition,288,6,3,1,3,281,0.75,0.5,0.6,0.0035460992907801418,0.6007449757449758,1.0,6,0.0,12,0.011111111111111112,1.0,1.0,0.3333333333333333,0.5,0.5,42,0.023809523809523808,0.0
42,switch_d0,regime_conditional,0.2,observed,transit_smooth,stable,1872,78,60,58,18,1736,0.5084745762711864,0.7692307692307693,0.6122448979591837,0.032329988851727984,0.7608317534467772,0.8589743589743589,78,0.07051282051282051,156,0.07509157509157509,1.0,1.0,0.33333333333333326,0.7692307692307693,0.6794871794871795,84,0.2857142857142857,13.377926421404682
42,switch_d0,regime_conditional,0.2,observed,transit_rough,all,2160,36,25,21,11,2103,0.5434782608695652,0.6944444444444444,0.6097560975609756,0.009887005649717515,0.7579737704309857,0.8611111111111112,36,0.06944444444444445,72,0.023391812865497075,1.0,1.0,0.33333333333333337,0.6944444444444444,0.5833333333333334,54,0.09259259259259259,6.120527306967985
42,switch_d0,regime_conditional,0.2,observed,transit_rough,transition,288,0,0,2,0,286,0.0,,0.0,0.006944444444444444,,,0,,0,0.020833333333333332,1.0,1.0,,,,18,0.0,6.944444444444445
42,switch_d0,regime_conditional,0.2,observed,transit_rough,stable,1872,36,25,19,11,1817,0.5681818181818182,0.6944444444444444,0.625,0.010348583877995643,0.7641739228846257,0.8611111111111112,36,0.06944444444444445,72,0.023809523809523808,1.0,1.0,0.33333333333333337,0.6944444444444444,0.5833333333333334,36,0.1388888888888889,5.991285403050109
42,switch_d4,regime_marginal,1.0,clean,all,all,6480,0,0,193,0,6287,0.0,,0.0,0.02978395061728395,,,0,,0,0.06712962962962964,1.0,1.0,,,,270,0.05925925925925926,14.197530864197532
42,switch_d4,regime_marginal,1.0,clean,all,transition,864,0,0,147,0,717,0.0,,0.0,0.1701388888888889,,,0,,0,0.3472222222222222,1.0,1.0,,,,72,0.19444444444444445,55.55555555555556
42,switch_d4,regime_marginal,1.0,clean,all,stable,5616,0,0,46,0,5570,0.0,,0.0,0.00819088319088319,,,0,,0,0.02403846153846154,1.0,1.0,,,,198,0.010101010101010102,7.834757834757835
42,switch_d4,regime_marginal,1.0,clean,warehouse,all,2160,0,0,70,0,2090,0.0,,0.0,0.032407407407407406,,,0,,0,0.06944444444444445,1.0,1.0,,,,90,0.0,15.74074074074074
42,switch_d4,regime_marginal,1.0,clean,warehouse,transition,288,0,0,52,0,236,0.0,,0.0,0.18055555555555555,,,0,,0,0.3333333333333333,1.0,1.0,,,,12,0.0,55.55555555555556
42,switch_d4,regime_marginal,1.0,clean,warehouse,stable,1872,0,0,18,0,1854,0.0,,0.0,0.009615384615384616,,,0,,0,0.028846153846153848,1.0,1.0,,,,78,0.0,9.615384615384615
42,switch_d4,regime_marginal,1.0,clean,transit_smooth,all,2160,0,0,71,0,2089,0.0,,0.0,0.03287037037037037,,,0,,0,0.0625,1.0,1.0,,,,126,0.07936507936507936,14.814814814814815
42,switch_d4,regime_marginal,1.0,clean,transit_smooth,transition,288,0,0,59,0,229,0.0,,0.0,0.2048611111111111,,,0,,0,0.34375,1.0,1.0,,,,42,0.21428571428571427,69.44444444444444
42,switch_d4,regime_marginal,1.0,clean,transit_smooth,stable,1872,0,0,12,0,1860,0.0,,0.0,0.00641025641025641,,,0,,0,0.019230769230769232,1.0,1.0,,,,84,0.011904761904761904,6.410256410256411
42,switch_d4,regime_marginal,1.0,clean,transit_rough,all,2160,0,0,52,0,2108,0.0,,0.0,0.024074074074074074,,,0,,0,0.06944444444444445,1.0,1.0,,,,54,0.1111111111111111,12.037037037037036
42,switch_d4,regime_marginal,1.0,clean,transit_rough,transition,288,0,0,36,0,252,0.0,,0.0,0.125,,,0,,0,0.3645833333333333,1.0,1.0,,,,18,0.2777777777777778,41.666666666666664
42,switch_d4,regime_marginal,1.0,clean,transit_rough,stable,1872,0,0,16,0,1856,0.0,,0.0,0.008547008547008548,,,0,,0,0.02403846153846154,1.0,1.0,,,,36,0.027777777777777776,7.478632478632479
42,switch_d4,regime_marginal,1.0,observed,all,all,6480,216,74,185,142,6079,0.2857142857142857,0.3425925925925926,0.31157894736842107,0.029533844189016605,0.18119820336446224,0.8287037037037037,216,0.034722222222222224,432,0.06790123456790123,1.0,1.0,0.3333333333333333,0.3425925925925926,0.3101851851851852,270,0.05925925925925926,14.367816091954023
42,switch_d4,regime_marginal,1.0,observed,all,transition,864,30,12,139,18,695,0.07947019867549669,0.4,0.13259668508287292,0.16666666666666666,0.07763551288645862,0.7666666666666667,30,0.23333333333333334,60,0.34108527131782945,1.0,1.0,0.3333333333333334,0.4,0.2,72,0.19444444444444445,55.15587529976019
42,switch_d4,regime_marginal,1.0,observed,all,stable,5616,186,62,46,124,5384,0.5740740740740741,0.3333333333333333,0.4217687074829932,0.00847145488029466,0.39771778724991963,0.8387096774193549,186,0.002688172043010753,372,0.02609727164887307,1.0,1.0,0.33333333333333337,0.3333333333333333,0.3279569892473118,198,0.010101010101010102,8.103130755064457
42,switch_d4,regime_marginal,1.0,observed,warehouse,all,2160,96,37,66,59,1998,0.3592233009708738,0.3854166666666667,0.37185929648241206,0.03197674418604651,0.23032344493023726,0.8020833333333334,96,0.0625,192,0.06570512820512821,1.0,1.0,0.3333333333333333,0.3854166666666667,0.34375,90,0.0,15.988372093023257
42,switch_d4,regime_marginal,1.0,observed,warehouse,transition,288,24,7,48,17,216,0.12727272727272726,0.2916666666666667,0.17721518987341772,0.18181818181818182,0.13331304999165294,0.7083333333333334,24,0.22916666666666666,48,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2916666666666667,0.16666666666666666,12,0.0,56.81818181818182
42,switch_d4,regime_marginal,1.0,observed,warehouse,stable,1872,72,30,18,42,1782,0.625,0.4166666666666667,0.5,0.01,0.4807058870718433,0.8333333333333334,72,0.006944444444444444,144,0.030797101449275364,1.0,1.0,0.3333333333333333,0.4166666666666667,0.4027777777777778,78,0.0,10.0
42,switch_d4,regime_marginal,1.0,observed,transit_smooth,all,2160,84,26,67,58,2009,0.27956989247311825,0.30952380952380953,0.2937853107344633,0.03227360308285164,0.19945011587158273,0.8452380952380952,84,0.017857142857142856,168,0.06446540880503145,1.0,1.0,0.3333333333333333,0.30952380952380953,0.27380952380952384,126,0.07936507936507936,14.932562620423893
42,switch_d4,regime_marginal,1.0,observed,transit_smooth,transition,288,6,5,55,1,227,0.08333333333333333,0.8333333333333334,0.15151515151515152,0.1950354609929078,0.08662353992362481,1.0,6,0.25,12,0.32222222222222224,1.0,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,42,0.21428571428571427,67.37588652482269
42,switch_d4,regime_marginal,1.0,observed,transit_smooth,stable,1872,78,21,12,57,1782,0.6363636363636364,0.2692307692307692,0.3783783783783784,0.006688963210702341,0.4176335711820562,0.8333333333333334,78,0.0,156,0.02197802197802198,1.0,1.0,0.33333333333333326,0.2692307692307692,0.2692307692307692,84,0.011904761904761904,6.688963210702341
42,switch_d4,regime_marginal,1.0,observed,transit_rough,all,2160,36,11,52,25,2072,0.1746031746031746,0.3055555555555556,0.2222222222222222,0.02448210922787194,0.10811167511128192,0.8611111111111112,36,0.0,72,0.07309941520467836,1.0,1.0,0.33333333333333337,0.3055555555555556,0.3055555555555556,54,0.1111111111111111,12.24105461393597
42,switch_d4,regime_marginal,1.0,observed,transit_rough,transition,288,0,0,36,0,252,0.0,,0.0,0.125,,,0,,0,0.3645833333333333,1.0,1.0,,,,18,0.2777777777777778,41.666666666666664
42,switch_d4,regime_marginal,1.0,observed,transit_rough,stable,1872,36,11,16,25,1820,0.4074074074074074,0.3055555555555556,0.3492063492063492,0.008714596949891068,0.2684720098546499,0.8611111111111112,36,0.0,72,0.025510204081632654,1.0,1.0,0.33333333333333337,0.3055555555555556,0.3055555555555556,36,0.027777777777777776,7.625272331154684
42,switch_d4,regime_marginal,0.2,clean,all,all,6480,0,0,180,0,6300,0.0,,0.0,0.027777777777777776,,,0,,0,0.06620370370370371,1.0,1.0,,,,270,0.040740740740740744,8.796296296296296
42,switch_d4,regime_marginal,0.2,clean,all,transition,864,0,0,113,0,751,0.0,,0.0,0.13078703703703703,,,0,,0,0.3229166666666667,1.0,1.0,,,,72,0.1527777777777778,40.50925925925926
42,switch_d4,regime_marginal,0.2,clean,all,stable,5616,0,0,67,0,5549,0.0,,0.0,0.01193019943019943,,,0,,0,0.026709401709401708,1.0,1.0,,,,198,0.0,3.9173789173789175
42,switch_d4,regime_marginal,0.2,clean,warehouse,all,2160,0,0,100,0,2060,0.0,,0.0,0.046296296296296294,,,0,,0,0.10833333333333334,1.0,1.0,,,,90,0.0,14.351851851851851
42,switch_d4,regime_marginal,0.2,clean,warehouse,transition,288,0,0,36,0,252,0.0,,0.0,0.125,,,0,,0,0.3229166666666667,1.0,1.0,,,,12,0.0,38.19444444444444
42,switch_d4,regime_marginal,0.2,clean,warehouse,stable,1872,0,0,64,0,1808,0.0,,0.0,0.03418803418803419,,,0,,0,0.07532051282051282,1.0,1.0,,,,78,0.0,10.683760683760683
42,switch_d4,regime_marginal,0.2,clean,transit_smooth,all,2160,0,0,48,0,2112,0.0,,0.0,0.022222222222222223,,,0,,0,0.04583333333333333,1.0,1.0,,,,126,0.05555555555555555,7.87037037037037
42,switch_d4,regime_marginal,0.2,clean,transit_smooth,transition,288,0,0,47,0,241,0.0,,0.0,0.16319444444444445,,,0,,0,0.3333333333333333,1.0,1.0,,,,42,0.16666666666666666,55.55555555555556
