seed,scenario,method,alpha,view,regime,window,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
43,switch_d12,regime_conditional,1.0,observed,transit_smooth,all,2160,36,21,217,15,1907,0.08823529411764706,0.5833333333333334,0.15328467153284672,0.10216572504708098,0.07456664643582012,0.8611111111111112,36,0.20833333333333334,72,0.1652046783625731,1.0,1.0,0.33333333333333337,0.5833333333333334,0.2777777777777778,78,0.16666666666666666,30.131826741996232
43,switch_d12,regime_conditional,1.0,observed,transit_smooth,transition,288,12,12,186,0,90,0.06060606060606061,1.0,0.11428571428571428,0.6739130434782609,0.0780999435996929,1.0,12,0.625,24,1.0,1.0,1.0,0.3333333333333333,1.0,0.08333333333333333,18,0.7222222222222222,119.56521739130434
43,switch_d12,regime_conditional,1.0,observed,transit_smooth,stable,1872,24,9,31,15,1817,0.225,0.375,0.28125,0.016774891774891776,0.18767553107959944,0.7916666666666666,24,0.0,48,0.04833333333333333,1.0,1.0,0.3333333333333333,0.375,0.375,60,0.0,16.774891774891774
43,switch_d12,regime_conditional,1.0,observed,transit_rough,all,2160,114,46,151,68,1895,0.233502538071066,0.40350877192982454,0.2958199356913183,0.07380254154447703,0.1701997287170382,0.7894736842105263,114,0.12280701754385964,228,0.15016501650165018,1.0,1.0,0.3333333333333333,0.40350877192982454,0.3333333333333333,144,0.041666666666666664,26.392961876832846
43,switch_d12,regime_conditional,1.0,observed,transit_rough,transition,288,18,8,133,10,137,0.05673758865248227,0.4444444444444444,0.10062893081761007,0.4925925925925926,0.04997481005326867,0.2777777777777778,18,0.6388888888888888,36,1.0,1.0,1.0,0.33333333333333326,0.4444444444444444,0.2222222222222222,6,1.0,133.33333333333334
43,switch_d12,regime_conditional,1.0,observed,transit_rough,stable,1872,96,38,18,58,1758,0.6785714285714286,0.3958333333333333,0.5,0.010135135135135136,0.5999706287780955,0.8854166666666666,96,0.026041666666666668,192,0.02462121212121212,1.0,1.0,0.3333333333333333,0.3958333333333333,0.3541666666666667,138,0.0,10.135135135135135
43,switch_d12,regime_conditional,0.2,clean,all,all,6480,0,0,658,0,5822,0.0,,0.0,0.10154320987654321,,,0,,0,0.17731481481481481,1.0,1.0,,,,282,0.06382978723404255,16.97530864197531
43,switch_d12,regime_conditional,0.2,clean,all,transition,864,0,0,562,0,302,0.0,,0.0,0.6504629629629629,,,0,,0,1.0,1.0,1.0,,,,24,0.75,69.44444444444444
43,switch_d12,regime_conditional,0.2,clean,all,stable,5616,0,0,96,0,5520,0.0,,0.0,0.017094017094017096,,,0,,0,0.05074786324786325,1.0,1.0,,,,258,0.0,8.903133903133902
43,switch_d12,regime_conditional,0.2,clean,warehouse,all,2160,0,0,199,0,1961,0.0,,0.0,0.09212962962962963,,,0,,0,0.18055555555555555,1.0,1.0,,,,60,0.0,17.12962962962963
43,switch_d12,regime_conditional,0.2,clean,warehouse,transition,288,0,0,164,0,124,0.0,,0.0,0.5694444444444444,,,0,,0,1.0,1.0,1.0,,,,0,,55.55555555555556
43,switch_d12,regime_conditional,0.2,clean,warehouse,stable,1872,0,0,35,0,1837,0.0,,0.0,0.018696581196581196,,,0,,0,0.05448717948717949,1.0,1.0,,,,60,0.0,11.217948717948717
43,switch_d12,regime_conditional,0.2,clean,transit_smooth,all,2160,0,0,234,0,1926,0.0,,0.0,0.10833333333333334,,,0,,0,0.175,1.0,1.0,,,,78,0.15384615384615385,16.203703703703702
43,switch_d12,regime_conditional,0.2,clean,transit_smooth,transition,288,0,0,204,0,84,0.0,,0.0,0.7083333333333334,,,0,,0,1.0,1.0,1.0,,,,18,0.6666666666666666,69.44444444444444
43,switch_d12,regime_conditional,0.2,clean,transit_smooth,stable,1872,0,0,30,0,1842,0.0,,0.0,0.016025641025641024,,,0,,0,0.04807692307692308,1.0,1.0,,,,60,0.0,8.012820512820513
43,switch_d12,regime_conditional,0.2,clean,transit_rough,all,2160,0,0,225,0,1935,0.0,,0.0,0.10416666666666667,,,0,,0,0.1763888888888889,1.0,1.0,,,,144,0.041666666666666664,17.59259259259259
43,switch_d12,regime_conditional,0.2,clean,transit_rough,transition,288,0,0,194,0,94,0.0,,0.0,0.6736111111111112,,,0,,0,1.0,1.0,1.0,,,,6,1.0,83.33333333333333
43,switch_d12,regime_conditional,0.2,clean,transit_rough,stable,1872,0,0,31,0,1841,0.0,,0.0,0.01655982905982906,,,0,,0,0.049679487179487176,1.0,1.0,,,,138,0.0,7.478632478632479
43,switch_d12,regime_conditional,0.2,observed,all,all,6480,216,154,747,62,5517,0.1709211986681465,0.7129629629629629,0.2757385854968666,0.11925287356321838,0.13413594984884325,0.8194444444444444,216,0.2523148148148148,432,0.2037037037037037,1.0,1.0,0.3333333333333333,0.7129629629629629,0.4212962962962963,282,0.26595744680851063,19.79565772669221
43,switch_d12,regime_conditional,0.2,observed,all,transition,864,42,21,536,21,286,0.03770197486535009,0.5,0.07011686143572621,0.6520681265206812,0.05348308635976663,0.42857142857142855,42,0.6666666666666666,84,1.0,1.0,1.0,0.3333333333333333,0.5,0.11904761904761904,24,0.75,69.34306569343066
43,switch_d12,regime_conditional,0.2,observed,all,stable,5616,174,133,211,41,5231,0.3866279069767442,0.764367816091954,0.5135135135135135,0.038772510106578464,0.6676297755198921,0.9137931034482759,174,0.15229885057471265,348,0.08833922261484099,1.0,1.0,0.3333333333333333,0.764367816091954,0.4942528735632184,258,0.22093023255813954,12.31165012862918
43,switch_d12,regime_conditional,0.2,observed,warehouse,all,2160,66,42,219,24,1875,0.16091954022988506,0.6363636363636364,0.25688073394495414,0.10458452722063037,0.10952676256302755,0.7272727272727273,66,0.2196969696969697,132,0.19724770642201836,1.0,1.0,0.33333333333333326,0.6363636363636364,0.42424242424242425,60,0.16666666666666666,20.534861509073544
43,switch_d12,regime_conditional,0.2,observed,warehouse,transition,288,12,0,156,12,120,0.0,0.0,0.0,0.5652173913043478,0.02896588672667999,0.0,12,0.5,24,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0,,57.971014492753625
43,switch_d12,regime_conditional,0.2,observed,warehouse,stable,1872,54,42,63,12,1755,0.4,0.7777777777777778,0.5283018867924528,0.034653465346534656,0.6526886002918886,0.8888888888888888,54,0.1574074074074074,108,0.07894736842105263,1.0,1.0,0.3333333333333332,0.7777777777777778,0.5185185185185185,60,0.16666666666666666,14.851485148514852
43,switch_d12,regime_conditional,0.2,observed,transit_smooth,all,2160,36,27,240,9,1884,0.10112359550561797,0.75,0.1782178217821782,0.11299435028248588,0.08464892708347206,0.9444444444444444,36,0.2916666666666667,72,0.1783625730994152,1.0,1.0,0.33333333333333337,0.75,0.4444444444444444,78,0.2948717948717949,16.0075329566855
43,switch_d12,regime_conditional,0.2,observed,transit_smooth,transition,288,12,12,201,0,75,0.056338028169014086,1.0,0.10666666666666667,0.7282608695652174,0.08627587159289907,1.0,12,0.875,24,1.0,1.0,1.0,0.3333333333333333,1.0,0.08333333333333333,18,0.6666666666666666,68.84057971014492
43,switch_d12,regime_conditional,0.2,observed,transit_smooth,stable,1872,24,15,39,9,1809,0.2777777777777778,0.625,0.38461538461538464,0.021103896103896104,0.4525295638854874,0.9166666666666666,24,0.0,48,0.06333333333333334,1.0,1.0,0.3333333333333333,0.625,0.625,60,0.18333333333333332,8.116883116883116
43,switch_d12,regime_conditional,0.2,observed,transit_rough,all,2160,114,85,288,29,1758,0.22788203753351208,0.7456140350877193,0.3490759753593429,0.14076246334310852,0.22215206371081012,0.8333333333333334,114,0.25877192982456143,228,0.23927392739273928,1.0,1.0,0.3333333333333333,0.7456140350877193,0.41228070175438597,144,0.2916666666666667,22.97165200391007
43,switch_d12,regime_conditional,0.2,observed,transit_rough,transition,288,18,9,179,9,91,0.047872340425531915,0.5,0.08737864077669903,0.662962962962963,0.05015797900439159,0.3333333333333333,18,0.6388888888888888,36,1.0,1.0,1.0,0.33333333333333326,0.5,0.2222222222222222,6,1.0,81.48148148148148
43,switch_d12,regime_conditional,0.2,observed,transit_rough,stable,1872,96,76,109,20,1667,0.41081081081081083,0.7916666666666666,0.5409252669039146,0.06137387387387387,0.7359221124900875,0.9270833333333334,96,0.1875,192,0.1268939393939394,1.0,1.0,0.3333333333333333,0.7916666666666666,0.4479166666666667,138,0.2608695652173913,14.076576576576576
44,steady_m05,regime_marginal,1.0,clean,all,all,6480,0,0,44,0,6436,0.0,,0.0,0.006790123456790123,,,0,,0,0.019444444444444445,1.0,1.0,,,,264,0.015151515151515152,6.327160493827161
44,steady_m05,regime_marginal,1.0,clean,all,stable,6480,0,0,44,0,6436,0.0,,0.0,0.006790123456790123,,,0,,0,0.019444444444444445,1.0,1.0,,,,264,0.015151515151515152,6.327160493827161
44,steady_m05,regime_marginal,1.0,clean,warehouse,all,2160,0,0,14,0,2146,0.0,,0.0,0.006481481481481481,,,0,,0,0.019444444444444445,1.0,1.0,,,,96,0.03125,6.018518518518518
44,steady_m05,regime_marginal,1.0,clean,warehouse,stable,2160,0,0,14,0,2146,0.0,,0.0,0.006481481481481481,,,0,,0,0.019444444444444445,1.0,1.0,,,,96,0.03125,6.018518518518518
44,steady_m05,regime_marginal,1.0,clean,transit_smooth,all,2160,0,0,9,0,2151,0.0,,0.0,0.004166666666666667,,,0,,0,0.0125,1.0,1.0,,,,84,0.0,4.166666666666667
44,steady_m05,regime_marginal,1.0,clean,transit_smooth,stable,2160,0,0,9,0,2151,0.0,,0.0,0.004166666666666667,,,0,,0,0.0125,1.0,1.0,,,,84,0.0,4.166666666666667
44,steady_m05,regime_marginal,1.0,clean,transit_rough,all,2160,0,0,21,0,2139,0.0,,0.0,0.009722222222222222,,,0,,0,0.02638888888888889,1.0,1.0,,,,84,0.011904761904761904,8.796296296296296
44,steady_m05,regime_marginal,1.0,clean,transit_rough,stable,2160,0,0,21,0,2139,0.0,,0.0,0.009722222222222222,,,0,,0,0.02638888888888889,1.0,1.0,,,,84,0.011904761904761904,8.796296296296296
44,steady_m05,regime_marginal,1.0,observed,all,all,6480,216,1,43,215,6221,0.022727272727272728,0.004629629629629629,0.007692307692307693,0.006864623243933589,0.03407259314188053,0.3611111111111111,216,0.0023148148148148147,432,0.0205761316872428,1.0,1.0,0.3333333333333333,0.004629629629629629,0.004629629629629629,264,0.015151515151515152,6.385696040868455
44,steady_m05,regime_marginal,1.0,observed,all,stable,6480,216,1,43,215,6221,0.022727272727272728,0.004629629629629629,0.007692307692307693,0.006864623243933589,0.03407259314188053,0.3611111111111111,216,0.0023148148148148147,432,0.0205761316872428,1.0,1.0,0.3333333333333333,0.004629629629629629,0.004629629629629629,264,0.015151515151515152,6.385696040868455
44,steady_m05,regime_marginal,1.0,observed,warehouse,all,2160,72,0,14,72,2074,0.0,0.0,0.0,0.006704980842911878,0.03177938224318197,0.3472222222222222,72,0.0,144,0.021604938271604937,1.0,1.0,0.3333333333333333,0.0,0.0,96,0.03125,6.226053639846743
44,steady_m05,regime_marginal,1.0,observed,warehouse,stable,2160,72,0,14,72,2074,0.0,0.0,0.0,0.006704980842911878,0.03177938224318197,0.3472222222222222,72,0.0,144,0.021604938271604937,1.0,1.0,0.3333333333333333,0.0,0.0,96,0.03125,6.226053639846743
44,steady_m05,regime_marginal,1.0,observed,transit_smooth,all,2160,72,0,9,72,2079,0.0,0.0,0.0,0.004310344827586207,0.03677578286943399,0.3611111111111111,72,0.0,144,0.013888888888888888,1.0,1.0,0.3333333333333333,0.0,0.0,84,0.0,4.310344827586207
44,steady_m05,regime_marginal,1.0,observed,transit_smooth,stable,2160,72,0,9,72,2079,0.0,0.0,0.0,0.004310344827586207,0.03677578286943399,0.3611111111111111,72,0.0,144,0.013888888888888888,1.0,1.0,0.3333333333333333,0.0,0.0,84,0.0,4.310344827586207
44,steady_m05,regime_marginal,1.0,observed,transit_rough,all,2160,72,1,20,71,2068,0.047619047619047616,0.013888888888888888,0.021505376344086023,0.009578544061302681,0.03968407533765256,0.375,72,0.006944444444444444,144,0.026234567901234566,1.0,1.0,0.3333333333333333,0.013888888888888888,0.013888888888888888,84,0.011904761904761904,8.620689655172415
44,steady_m05,regime_marginal,1.0,observed,transit_rough,stable,2160,72,1,20,71,2068,0.047619047619047616,0.013888888888888888,0.021505376344086023,0.009578544061302681,0.03968407533765256,0.375,72,0.006944444444444444,144,0.026234567901234566,1.0,1.0,0.3333333333333333,0.013888888888888888,0.013888888888888888,84,0.011904761904761904,8.620689655172415
44,steady_m05,regime_marginal,0.2,clean,all,all,6480,0,0,46,0,6434,0.0,,0.0,0.0070987654320987656,,,0,,0,0.017592592592592594,1.0,1.0,,,,264,0.01893939393939394,3.3950617283950617
44,steady_m05,regime_marginal,0.2,clean,all,stable,6480,0,0,46,0,6434,0.0,,0.0,0.0070987654320987656,,,0,,0,0.017592592592592594,1.0,1.0,,,,264,0.01893939393939394,3.3950617283950617
44,steady_m05,regime_marginal,0.2,clean,warehouse,all,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.025,1.0,1.0,,,,96,0.03125,5.555555555555555
44,steady_m05,regime_marginal,0.2,clean,warehouse,stable,2160,0,0,20,0,2140,0.0,,0.0,0.009259259259259259,,,0,,0,0.025,1.0,1.0,,,,96,0.03125,5.555555555555555
44,steady_m05,regime_marginal,0.2,clean,transit_smooth,all,2160,0,0,0,0,2160,,,,0.0,,,0,,0,0.0,1.0,1.0,,,,84,0.0,0.0
44,steady_m05,regime_marginal,0.2,clean,transit_smooth,stable,2160,0,0,0,0,2160,,,,0.0,,,0,,0,0.0,1.0,1.0,,,,84,0.0,0.0
44,steady_m05,regime_marginal,0.2,clean,transit_rough,all,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.027777777777777776,1.0,1.0,,,,84,0.023809523809523808,4.62962962962963
44,steady_m05,regime_marginal,0.2,clean,transit_rough,stable,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.027777777777777776,1.0,1.0,,,,84,0.023809523809523808,4.62962962962963
44,steady_m05,regime_marginal,0.2,observed,all,all,6480,216,1,46,215,6218,0.02127659574468085,0.004629629629629629,0.0076045627376425855,0.007343550446998723,0.03505710153106609,0.44907407407407407,216,0.006944444444444444,432,0.01800411522633745,1.0,1.0,0.3333333333333333,0.004629629629629629,0.004629629629629629,264,0.01893939393939394,3.6717752234993615
44,steady_m05,regime_marginal,0.2,observed,all,stable,6480,216,1,46,215,6218,0.02127659574468085,0.004629629629629629,0.0076045627376425855,0.007343550446998723,0.03505710153106609,0.44907407407407407,216,0.006944444444444444,432,0.01800411522633745,1.0,1.0,0.3333333333333333,0.004629629629629629,0.004629629629629629,264,0.01893939393939394,3.6717752234993615
44,steady_m05,regime_marginal,0.2,observed,warehouse,all,2160,72,0,20,72,2068,0.0,0.0,0.0,0.009578544061302681,0.03422163991601849,0.4583333333333333,72,0.020833333333333332,144,0.023148148148148147,1.0,1.0,0.3333333333333333,0.0,0.0,96,0.03125,6.226053639846743
44,steady_m05,regime_marginal,0.2,observed,warehouse,stable,2160,72,0,20,72,2068,0.0,0.0,0.0,0.009578544061302681,0.03422163991601849,0.4583333333333333,72,0.020833333333333332,144,0.023148148148148147,1.0,1.0,0.3333333333333333,0.0,0.0,96,0.03125,6.226053639846743
44,steady_m05,regime_marginal,0.2,observed,transit_smooth,all,2160,72,0,0,72,2088,,0.0,0.0,0.0,0.035843422852692416,0.4027777777777778,72,0.0,144,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,84,0.0,0.0
44,steady_m05,regime_marginal,0.2,observed,transit_smooth,stable,2160,72,0,0,72,2088,,0.0,0.0,0.0,0.035843422852692416,0.4027777777777778,72,0.0,144,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,84,0.0,0.0
44,steady_m05,regime_marginal,0.2,observed,transit_rough,all,2160,72,1,26,71,2062,0.037037037037037035,0.013888888888888888,0.020202020202020204,0.012452107279693486,0.037609375560359065,0.4861111111111111,72,0.0,144,0.030864197530864196,1.0,1.0,0.3333333333333333,0.013888888888888888,0.013888888888888888,84,0.023809523809523808,4.789272030651341
44,steady_m05,regime_marginal,0.2,observed,transit_rough,stable,2160,72,1,26,71,2062,0.037037037037037035,0.013888888888888888,0.020202020202020204,0.012452107279693486,0.037609375560359065,0.4861111111111111,72,0.0,144,0.030864197530864196,1.0,1.0,0.3333333333333333,0.013888888888888888,0.013888888888888888,84,0.023809523809523808,4.789272030651341
44,steady_m05,regime_conditional,1.0,clean,all,all,6480,0,0,64,0,6416,0.0,,0.0,0.009876543209876543,,,0,,0,0.02824074074074074,1.0,1.0,,,,264,0.022727272727272728,9.876543209876543
44,steady_m05,regime_conditional,1.0,clean,all,stable,6480,0,0,64,0,6416,0.0,,0.0,0.009876543209876543,,,0,,0,0.02824074074074074,1.0,1.0,,,,264,0.022727272727272728,9.876543209876543
44,steady_m05,regime_conditional,1.0,clean,warehouse,all,2160,0,0,31,0,2129,0.0,,0.0,0.014351851851851852,,,0,,0,0.041666666666666664,1.0,1.0,,,,96,0.020833333333333332,14.351851851851851
44,steady_m05,regime_conditional,1.0,clean,warehouse,stable,2160,0,0,31,0,2129,0.0,,0.0,0.014351851851851852,,,0,,0,0.041666666666666664,1.0,1.0,,,,96,0.020833333333333332,14.351851851851851
44,steady_m05,regime_conditional,1.0,clean,transit_smooth,all,2160,0,0,16,0,2144,0.0,,0.0,0.007407407407407408,,,0,,0,0.020833333333333332,1.0,1.0,,,,84,0.03571428571428571,7.407407407407407
44,steady_m05,regime_conditional,1.0,clean,transit_smooth,stable,2160,0,0,16,0,2144,0.0,,0.0,0.007407407407407408,,,0,,0,0.020833333333333332,1.0,1.0,,,,84,0.03571428571428571,7.407407407407407
44,steady_m05,regime_conditional,1.0,clean,transit_rough,all,2160,0,0,17,0,2143,0.0,,0.0,0.00787037037037037,,,0,,0,0.022222222222222223,1.0,1.0,,,,84,0.011904761904761904,7.87037037037037
44,steady_m05,regime_conditional,1.0,clean,transit_rough,stable,2160,0,0,17,0,2143,0.0,,0.0,0.00787037037037037,,,0,,0,0.022222222222222223,1.0,1.0,,,,84,0.011904761904761904,7.87037037037037
44,steady_m05,regime_conditional,1.0,observed,all,all,6480,216,4,62,212,6202,0.06060606060606061,0.018518518518518517,0.028368794326241134,0.009897828863346106,0.04310570404280374,0.3888888888888889,216,0.009259259259259259,432,0.02880658436213992,1.0,1.0,0.3333333333333333,0.018518518518518517,0.013888888888888888,264,0.022727272727272728,9.897828863346104
44,steady_m05,regime_conditional,1.0,observed,all,stable,6480,216,4,62,212,6202,0.06060606060606061,0.018518518518518517,0.028368794326241134,0.009897828863346106,0.04310570404280374,0.3888888888888889,216,0.009259259259259259,432,0.02880658436213992,1.0,1.0,0.3333333333333333,0.018518518518518517,0.013888888888888888,264,0.022727272727272728,9.897828863346104
44,steady_m05,regime_conditional,1.0,observed,warehouse,all,2160,72,0,31,72,2057,0.0,0.0,0.0,0.014846743295019157,0.031408954893322426,0.3194444444444444,72,0.006944444444444444,144,0.044753086419753084,1.0,1.0,0.3333333333333333,0.0,0.0,96,0.020833333333333332,14.846743295019158
44,steady_m05,regime_conditional,1.0,observed,warehouse,stable,2160,72,0,31,72,2057,0.0,0.0,0.0,0.014846743295019157,0.031408954893322426,0.3194444444444444,72,0.006944444444444444,144,0.044753086419753084,1.0,1.0,0.3333333333333333,0.0,0.0,96,0.020833333333333332,14.846743295019158
44,steady_m05,regime_conditional,1.0,observed,transit_smooth,all,2160,72,2,16,70,2072,0.1111111111111111,0.027777777777777776,0.044444444444444446,0.007662835249042145,0.048200824350608296,0.4027777777777778,72,0.0,144,0.023148148148148147,1.0,1.0,0.3333333333333333,0.027777777777777776,0.027777777777777776,84,0.03571428571428571,7.662835249042145
44,steady_m05,regime_conditional,1.0,observed,transit_smooth,stable,2160,72,2,16,70,2072,0.1111111111111111,0.027777777777777776,0.044444444444444446,0.007662835249042145,0.048200824350608296,0.4027777777777778,72,0.0,144,0.023148148148148147,1.0,1.0,0.3333333333333333,0.027777777777777776,0.027777777777777776,84,0.03571428571428571,7.662835249042145
44,steady_m05,regime_conditional,1.0,observed,transit_rough,all,2160,72,2,15,70,2073,0.11764705882352941,0.027777777777777776,0.0449438202247191,0.007183908045977011,0.05631198075662364,0.4444444444444444,72,0.020833333333333332,144,0.018518518518518517,1.0,1.0,0.3333333333333333,0.027777777777777776,0.013888888888888888,84,0.011904761904761904,7.183908045977011
44,steady_m05,regime_conditional,1.0,observed,transit_rough,stable,2160,72,2,15,70,2073,0.11764705882352941,0.027777777777777776,0.0449438202247191,0.007183908045977011,0.05631198075662364,0.4444444444444444,72,0.020833333333333332,144,0.018518518518518517,1.0,1.0,0.3333333333333333,0.027777777777777776,0.013888888888888888,84,0.011904761904761904,7.183908045977011
44,steady_m05,regime_conditional,0.2,clean,all,all,6480,0,0,86,0,6394,0.0,,0.0,0.013271604938271606,,,0,,0,0.03981481481481482,1.0,1.0,,,,264,0.026515151515151516,6.944444444444445
44,steady_m05,regime_conditional,0.2,clean,all,stable,6480,0,0,86,0,6394,0.0,,0.0,0.013271604938271606,,,0,,0,0.03981481481481482,1.0,1.0,,,,264,0.026515151515151516,6.944444444444445
44,steady_m05,regime_conditional,0.2,clean,warehouse,all,2160,0,0,19,0,2141,0.0,,0.0,0.008796296296296297,,,0,,0,0.02638888888888889,1.0,1.0,,,,96,0.052083333333333336,7.407407407407407
44,steady_m05,regime_conditional,0.2,clean,warehouse,stable,2160,0,0,19,0,2141,0.0,,0.0,0.008796296296296297,,,0,,0,0.02638888888888889,1.0,1.0,,,,96,0.052083333333333336,7.407407407407407
44,steady_m05,regime_conditional,0.2,clean,transit_smooth,all,2160,0,0,41,0,2119,0.0,,0.0,0.01898148148148148,,,0,,0,0.05694444444444444,1.0,1.0,,,,84,0.0,6.944444444444445
44,steady_m05,regime_conditional,0.2,clean,transit_smooth,stable,2160,0,0,41,0,2119,0.0,,0.0,0.01898148148148148,,,0,,0,0.05694444444444444,1.0,1.0,,,,84,0.0,6.944444444444445
44,steady_m05,regime_conditional,0.2,clean,transit_rough,all,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.03611111111111111,1.0,1.0,,,,84,0.023809523809523808,6.481481481481482
44,steady_m05,regime_conditional,0.2,clean,transit_rough,stable,2160,0,0,26,0,2134,0.0,,0.0,0.012037037037037037,,,0,,0,0.03611111111111111,1.0,1.0,,,,84,0.023809523809523808,6.481481481481482
44,steady_m05,regime_conditional,0.2,observed,all,all,6480,216,12,88,204,6176,0.12,0.05555555555555555,0.0759493670886076,0.0140485312899106,0.06358333249990146,0.4398148148148148,216,0.03009259259259259,432,0.038580246913580245,1.0,1.0,0.3333333333333333,0.05555555555555555,0.041666666666666664,264,0.022727272727272728,6.545338441890166
44,steady_m05,regime_conditional,0.2,observed,all,stable,6480,216,12,88,204,6176,0.12,0.05555555555555555,0.0759493670886076,0.0140485312899106,0.06358333249990146,0.4398148148148148,216,0.03009259259259259,432,0.038580246913580245,1.0,1.0,0.3333333333333333,0.05555555555555555,0.041666666666666664,264,0.022727272727272728,6.545338441890166
44,steady_m05,regime_conditional,0.2,observed,warehouse,all,2160,72,1,19,71,2069,0.05,0.013888888888888888,0.021739130434782608,0.009099616858237548,0.04040244856912314,0.4305555555555556,72,0.05555555555555555,144,0.016975308641975308,1.0,1.0,0.3333333333333333,0.013888888888888888,0.013888888888888888,96,0.03125,6.226053639846743
44,steady_m05,regime_conditional,0.2,observed,warehouse,stable,2160,72,1,19,71,2069,0.05,0.013888888888888888,0.021739130434782608,0.009099616858237548,0.04040244856912314,0.4305555555555556,72,0.05555555555555555,144,0.016975308641975308,1.0,1.0,0.3333333333333333,0.013888888888888888,0.013888888888888888,96,0.03125,6.226053639846743
44,steady_m05,regime_conditional,0.2,observed,transit_smooth,all,2160,72,7,45,65,2043,0.1346153846153846,0.09722222222222222,0.11290322580645161,0.021551724137931036,0.06004635536709375,0.3888888888888889,72,0.034722222222222224,144,0.06172839506172839,1.0,1.0,0.3333333333333333,0.09722222222222222,0.05555555555555555,84,0.0,8.14176245210728
44,steady_m05,regime_conditional,0.2,observed,transit_smooth,stable,2160,72,7,45,65,2043,0.1346153846153846,0.09722222222222222,0.11290322580645161,0.021551724137931036,0.06004635536709375,0.3888888888888889,72,0.034722222222222224,144,0.06172839506172839,1.0,1.0,0.3333333333333333,0.09722222222222222,0.05555555555555555,84,0.0,8.14176245210728
44,steady_m05,regime_conditional,0.2,observed,transit_rough,all,2160,72,4,24,68,2064,0.14285714285714285,0.05555555555555555,0.08,0.011494252873563218,0.09659400009236625,0.5,72,0.0,144,0.037037037037037035,1.0,1.0,0.3333333333333333,0.05555555555555555,0.05555555555555555,84,0.03571428571428571,5.268199233716475
44,steady_m05,regime_conditional,0.2,observed,transit_rough,stable,2160,72,4,24,68,2064,0.14285714285714285,0.05555555555555555,0.08,0.011494252873563218,0.09659400009236625,0.5,72,0.0,144,0.037037037037037035,1.0,1.0,0.3333333333333333,0.05555555555555555,0.05555555555555555,84,0.03571428571428571,5.268199233716475
44,steady_m1,regime_marginal,1.0,clean,all,all,6480,0,0,44,0,6436,0.0,,0.0,0.006790123456790123,,,0,,0,0.019444444444444445,1.0,1.0,,,,264,0.015151515151515152,6.327160493827161
44,steady_m1,regime_marginal,1.0,clean,all,stable,6480,0,0,44,0,6436,0.0,,0.0,0.006790123456790123,,,0,,0,0.019444444444444445,1.0,1.0,,,,264,0.015151515151515152,6.327160493827161
44,steady_m1,regime_marginal,1.0,clean,warehouse,all,2160,0,0,14,0,2146,0.0,,0.0,0.006481481481481481,,,0,,0,0.019444444444444445,1.0,1.0,,,,96,0.03125,6.018518518518518
44,steady_m1,regime_marginal,1.0,clean,warehouse,stable,2160,0,0,14,0,2146,0.0,,0.0,0.006481481481481481,,,0,,0,0.019444444444444445,1.0,1.0,,,,96,0.03125,6.018518518518518
44,steady_m1,regime_marginal,1.0,clean,transit_smooth,all,2160,0,0,9,0,2151,0.0,,0.0,0.004166666666666667,,,0,,0,0.0125,1.0,1.0,,,,84,0.0,4.166666666666667
44,steady_m1,regime_marginal,1.0,clean,transit_smooth,stable,2160,0,0,9,0,2151,0.0,,0.0,0.004166666666666667,,,0,,0,0.0125,1.0,1.0,,,,84,0.0,4.166666666666667
44,steady_m1,regime_marginal,1.0,clean,transit_rough,all,2160,0,0,21,0,2139,0.0,,0.0,0.009722222222222222,,,0,,0,0.02638888888888889,1.0,1.0,,,,84,0.011904761904761904,8.796296296296296
44,steady_m1,regime_marginal,1.0,clean,transit_rough,stable,2160,0,0,21,0,2139,0.0,,0.0,0.009722222222222222,,,0,,0,0.02638888888888889,1.0,1.0,,,,84,0.011904761904761904,8.796296296296296
44,steady_m1,regime_marginal,1.0,observed,all,all,6480,216,4,43,212,6221,0.0851063829787234,0.018518518518518517,0.030418250950570342,0.006864623243933589,0.05007176815781755,0.48148148148148145,216,0.0023148148148148147,432,0.0205761316872428,1.0,1.0,0.3333333333333333,0.018518518518518517,0.018518518518518517,264,0.015151515151515152,6.385696040868455
44,steady_m1,regime_marginal,1.0,observed,all,stable,6480,216,4,43,212,6221,0.0851063829787234,0.018518518518518517,0.030418250950570342,0.006864623243933589,0.05007176815781755,0.48148148148148145,216,0.0023148148148148147,432,0.0205761316872428,1.0,1.0,0.3333333333333333,0.018518518518518517,0.018518518518518517,264,0.015151515151515152,6.385696040868455
