seed,scenario,method,view,regime,window,support,f1,recall,precision,average_precision,clean_channel_fpr,bystander_fpr,top1_localization,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,score_coverage,post_event_fpr,false_onsets_per_1000_clean_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,comparison
42,steady_k2,regime_conditional,clean,warehouse,stable,common,0.0,,0.0,,-0.007751937984496124,,,,,,0.0,-0.026595744680851064,-11.143410852713178,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_conditional,clean,warehouse,stable,own,0.0,,0.0,,-0.007439707149009475,,,,,,-0.0444444444444444,-0.026041666666666668,-10.852713178294575,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_conditional,observed,all,all,common,0.011231929046563172,0.16831683168316836,-0.22084718966363193,-0.023081823168995874,0.03610919143054596,0.23267326732673266,-0.12376237623762376,0.0,0.23762376237623764,0.10891089108910892,0.0,0.2985074626865672,-4.319281271596406,-0.0444444444444444,0.0,0.12731481481481483,-0.011765273156854272,0.06481481481481481,sma_minus_point
42,steady_k2,regime_conditional,observed,all,all,own,0.0022537526639024863,0.16100568390172354,-0.23232169183061357,-0.03753746741145525,0.03619991919058954,0.23588192152548587,-0.12889622295562886,1.1102230246251565e-16,0.23001466813348004,0.10033920058672535,-0.0444444444444444,0.2986594803758983,-4.250835518112643,-0.0444444444444444,0.0,0.12731481481481483,-0.011765273156854272,0.06481481481481481,sma_minus_point
42,steady_k2,regime_conditional,observed,all,stable,common,0.011231929046563172,0.16831683168316836,-0.22084718966363193,-0.023081823168995874,0.03610919143054596,0.23267326732673266,-0.12376237623762376,0.0,0.23762376237623764,0.10891089108910892,0.0,0.2985074626865672,-4.319281271596406,-0.0444444444444444,0.0,0.12731481481481483,-0.011765273156854272,0.06481481481481481,sma_minus_point
42,steady_k2,regime_conditional,observed,all,stable,own,0.0022537526639024863,0.16100568390172354,-0.23232169183061357,-0.03753746741145525,0.03619991919058954,0.23588192152548587,-0.12889622295562886,1.1102230246251565e-16,0.23001466813348004,0.10033920058672535,-0.0444444444444444,0.2986594803758983,-4.250835518112643,-0.0444444444444444,0.0,0.12731481481481483,-0.011765273156854272,0.06481481481481481,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_rough,all,common,-0.1130384655696468,0.06250000000000006,-0.34459459459459457,-0.12536066502622023,0.04583333333333333,0.2222222222222222,-0.1527777777777778,0.0,0.1111111111111111,0.027777777777777735,0.0,0.3777777777777778,-3.125,-0.0444444444444444,0.0,0.06250000000000006,-0.11059655347848207,0.0,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_rough,all,own,-0.11059655347848207,0.06250000000000006,-0.3361676283024598,-0.12073621091614417,0.045882936507936505,0.2222222222222222,-0.1527777777777778,0.0,0.1111111111111111,0.027777777777777735,-0.0444444444444444,0.3777777777777778,-3.0753968253968242,-0.0444444444444444,0.0,0.06250000000000006,-0.11059655347848207,0.0,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_rough,stable,common,-0.1130384655696468,0.06250000000000006,-0.34459459459459457,-0.12536066502622023,0.04583333333333333,0.2222222222222222,-0.1527777777777778,0.0,0.1111111111111111,0.027777777777777735,0.0,0.3777777777777778,-3.125,-0.0444444444444444,0.0,0.06250000000000006,-0.11059655347848207,0.0,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_rough,stable,own,-0.11059655347848207,0.06250000000000006,-0.3361676283024598,-0.12073621091614417,0.045882936507936505,0.2222222222222222,-0.1527777777777778,0.0,0.1111111111111111,0.027777777777777735,-0.0444444444444444,0.3777777777777778,-3.0753968253968242,-0.0444444444444444,0.0,0.06250000000000006,-0.11059655347848207,0.0,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_smooth,all,common,0.11143416847097637,0.234375,-0.15102853351028533,0.0978003441512541,0.026859504132231406,0.203125,-0.09375,0.0,0.25,0.125,0.0,0.22619047619047616,-1.0330578512396702,-0.0444444444444444,0.0,0.1875,0.09098399453044193,0.1111111111111111,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_smooth,all,own,0.11848684822009481,0.24305555555555558,-0.15996535939626377,0.09539149937756397,0.02679391315754952,0.21006944444444445,-0.10069444444444442,0.0,0.2586805555555556,0.13194444444444445,-0.0444444444444444,0.22619047619047616,-1.1191460055096414,-0.0444444444444444,0.0,0.1875,0.09098399453044193,0.1111111111111111,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_smooth,stable,common,0.11143416847097637,0.234375,-0.15102853351028533,0.0978003441512541,0.026859504132231406,0.203125,-0.09375,0.0,0.25,0.125,0.0,0.22619047619047616,-1.0330578512396702,-0.0444444444444444,0.0,0.1875,0.09098399453044193,0.1111111111111111,sma_minus_point
42,steady_k2,regime_conditional,observed,transit_smooth,stable,own,0.11848684822009481,0.24305555555555558,-0.15996535939626377,0.09539149937756397,0.02679391315754952,0.21006944444444445,-0.10069444444444442,0.0,0.2586805555555556,0.13194444444444445,-0.0444444444444444,0.22619047619047616,-1.1191460055096414,-0.0444444444444444,0.0,0.1875,0.09098399453044193,0.1111111111111111,sma_minus_point
42,steady_k2,regime_conditional,observed,warehouse,all,common,0.061038961038961004,0.21969696969696967,-0.13505244755244755,0.011113916085477127,0.03571428571428571,0.2727272727272727,-0.12121212121212122,0.0,0.36363636363636365,0.1818181818181818,0.0,0.28723404255319146,-8.799171842650104,-0.0444444444444444,0.0,0.13194444444444448,-0.0026019313304721514,0.08333333333333333,sma_minus_point
42,steady_k2,regime_conditional,observed,warehouse,all,own,0.014687029708488897,0.17676767676767674,-0.18086057201225741,-0.04695385777141259,0.03599465148378192,0.2777777777777778,-0.13131313131313127,-1.1102230246251565e-16,0.31818181818181823,0.1338383838383838,-0.0444444444444444,0.28778812056737585,-8.561939268461007,-0.0444444444444444,0.0,0.13194444444444448,-0.0026019313304721514,0.08333333333333333,sma_minus_point
42,steady_k2,regime_conditional,observed,warehouse,stable,common,0.061038961038961004,0.21969696969696967,-0.13505244755244755,0.011113916085477127,0.03571428571428571,0.2727272727272727,-0.12121212121212122,0.0,0.36363636363636365,0.1818181818181818,0.0,0.28723404255319146,-8.799171842650104,-0.0444444444444444,0.0,0.13194444444444448,-0.0026019313304721514,0.08333333333333333,sma_minus_point
42,steady_k2,regime_conditional,observed,warehouse,stable,own,0.014687029708488897,0.17676767676767674,-0.18086057201225741,-0.04695385777141259,0.03599465148378192,0.2777777777777778,-0.13131313131313127,-1.1102230246251565e-16,0.31818181818181823,0.1338383838383838,-0.0444444444444444,0.28778812056737585,-8.561939268461007,-0.0444444444444444,0.0,0.13194444444444448,-0.0026019313304721514,0.08333333333333333,sma_minus_point
42,steady_k2,regime_marginal,clean,all,all,common,0.0,,0.0,,0.0022609819121447022,,,,,,0.0,-0.007462686567164179,-3.5529715762273906,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,all,all,own,0.0,,0.0,,0.002296870513924777,,,,,,-0.0444444444444444,-0.007407407407407408,-3.5314384151593456,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,all,stable,common,0.0,,0.0,,0.0022609819121447022,,,,,,0.0,-0.007462686567164179,-3.5529715762273906,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,all,stable,own,0.0,,0.0,,0.002296870513924777,,,,,,-0.0444444444444444,-0.007407407407407408,-3.5314384151593456,-0.0444444444444444,0.0,,0.0,,sma_minus_point
42,steady_k2,regime_marginal,clean,transit_rough,all,common,0.0,,0.0,,-0.0024224806201550387,,,,,,0.0,-0.005555555555555556,-2.9069767441860463,-0.0444444444444444,0.0,,0.0,,sma_minus_point
