seed,scenario,method,temporal,view,regime,window,support,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,selected_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
42,steady_m05,regime_marginal,ewma,clean,transit_smooth,all,common,2064,0,0,3,0,2061,0.0,,0.0,0.0014534883720930232,,,0,,0,0.00436046511627907,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,1.4534883720930232
42,steady_m05,regime_marginal,ewma,clean,transit_smooth,stable,own,2160,0,0,3,0,2157,0.0,,0.0,0.001388888888888889,,,0,,0,0.004166666666666667,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,1.3888888888888888
42,steady_m05,regime_marginal,ewma,clean,transit_smooth,stable,common,2064,0,0,3,0,2061,0.0,,0.0,0.0014534883720930232,,,0,,0,0.00436046511627907,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,84,0.0,1.4534883720930232
42,steady_m05,regime_marginal,ewma,clean,transit_rough,all,own,2160,0,0,2,0,2158,0.0,,0.0,0.000925925925925926,,,0,,0,0.002777777777777778,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.0,0.9259259259259259
42,steady_m05,regime_marginal,ewma,clean,transit_rough,all,common,2064,0,0,2,0,2062,0.0,,0.0,0.0009689922480620155,,,0,,0,0.0029069767441860465,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.0,0.9689922480620154
42,steady_m05,regime_marginal,ewma,clean,transit_rough,stable,own,2160,0,0,2,0,2158,0.0,,0.0,0.000925925925925926,,,0,,0,0.002777777777777778,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.0,0.9259259259259259
42,steady_m05,regime_marginal,ewma,clean,transit_rough,stable,common,2064,0,0,2,0,2062,0.0,,0.0,0.0009689922480620155,,,0,,0,0.0029069767441860465,1.0,1.0,,,,2160,1.0,0.9555555555555556,,0.0,,90,0.0,0.9689922480620154
42,steady_m05,regime_conditional,sma,clean,all,all,own,6192,0,0,51,0,6141,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,0.9555555555555556,0.9555555555555556,,,,6480,0.9555555555555556,0.9555555555555556,,0.0,,268,0.007462686567164179,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,all,all,common,6192,0,0,51,0,6141,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,1.0,1.0,,,,6480,0.9555555555555556,0.9555555555555556,,0.0,,268,0.007462686567164179,5.329457364341085
42,steady_m05,regime_conditional,sma,clean,all,stable,own,6192,0,0,51,0,6141,0.0,,0.0,0.008236434108527133,,,0,,0,0.024709302325581394,0.9555555555555556,0.9555555555555556,,,,6480,0.9555555555555556,0.9555555555555556,,0.0,,268,0.007462686567164179,5.329457364341085
