scenario,method,temporal,view,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count
steady_k2,regime_marginal,sma,clean,0.020833333333333332,0.020833333333333336,5,0.016666666666666666,0.01743041721945991,5,0.008333333333333333,0.018633899812498245,5,6.5,4.5,3,8.908333333333333,0.11655500608916157,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_k2,regime_marginal,sma,observed,0.65,0.049738901609638876,5,0.625,0.053114786599924864,5,0.041666666666666664,0.03897559777889522,5,5.15712158808933,0.25284826504090985,5,5.775,0.20749832663314552,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m05,regime_conditional,ewma,clean,0.06666666666666667,0.04750730937913076,5,0.06666666666666667,0.04750730937913076,5,0.008333333333333333,0.018633899812498245,5,6.5,1.9578900207451218,4,8.666666666666668,0.26679684322636904,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_conditional,ewma,observed,0.2,0.054326686710022075,5,0.19166666666666668,0.04750730937913076,5,0.016666666666666666,0.02282177322938192,5,4.82,1.8513658621557103,5,8.058333333333334,0.3041952041407327,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_conditional,point,clean,0.1,0.037267799624996496,5,0.1,0.037267799624996496,5,0.025,0.02282177322938192,5,4.933333333333334,2.947692129257886,5,8.541666666666668,0.2990145853001523,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_conditional,point,observed,0.15,0.037267799624996496,5,0.15,0.037267799624996496,5,0.025,0.02282177322938192,5,4.473333333333334,2.2418246536644606,5,8.125,0.5017331074496791,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_conditional,sma,clean,0.025,0.03726779962499649,5,0.025,0.03726779962499649,5,0.008333333333333333,0.018633899812498245,5,7.0,2.8284271247461903,2,8.858333333333333,0.2527625148017184,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m05,regime_conditional,sma,observed,0.15,0.047507309379130745,5,0.15,0.047507309379130745,5,0.016666666666666666,0.02282177322938192,5,5.720000000000001,1.3363195725574026,5,8.275,0.2835170972700668,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m05,regime_marginal,ewma,clean,0.025,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.03726779962499649,5,4.5,3.5355339059327378,2,8.875,0.18633899812498217,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_marginal,ewma,observed,0.05,0.018633899812498248,5,0.041666666666666664,0.0,5,0.016666666666666666,0.03726779962499649,5,4.0,1.4142135623730951,5,8.766666666666667,0.18066236157232343,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_marginal,point,clean,0.075,0.09033118078616167,5,0.075,0.09033118078616167,5,0.016666666666666666,0.02282177322938192,5,4.377777777777777,1.2226261958647928,3,8.658333333333333,0.4149966532662912,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_marginal,point,observed,0.075,0.03486083443891982,5,0.075,0.03486083443891982,5,0.016666666666666666,0.02282177322938192,5,4.433333333333333,2.367605447610635,5,8.608333333333334,0.17330528619237798,5,1.0,0.0,5,0.0,0.0,5
steady_m05,regime_marginal,sma,clean,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,9.0,,1,8.975,0.055901699437494644,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m05,regime_marginal,sma,observed,0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,5.0,3.0,3,8.825,0.18257418583505514,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m1,regime_conditional,ewma,clean,0.06666666666666667,0.04750730937913076,5,0.06666666666666667,0.04750730937913076,5,0.008333333333333333,0.018633899812498245,5,6.5,1.9578900207451218,4,8.666666666666668,0.26679684322636904,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_conditional,ewma,observed,0.5583333333333333,0.05590169943749474,5,0.5416666666666667,0.0416666666666667,5,0.03333333333333333,0.04564354645876384,5,4.575641025641025,0.7938249550618438,5,6.141666666666667,0.2969754946867577,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_conditional,point,clean,0.1,0.037267799624996496,5,0.1,0.037267799624996496,5,0.025,0.02282177322938192,5,4.933333333333334,2.947692129257886,5,8.541666666666668,0.2990145853001523,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_conditional,point,observed,0.4583333333333333,0.10622957319984969,5,0.4583333333333333,0.10622957319984969,5,0.025,0.02282177322938192,5,3.8525974025974024,1.037594474643194,5,6.35,0.2527625148017183,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_conditional,sma,clean,0.025,0.03726779962499649,5,0.025,0.03726779962499649,5,0.008333333333333333,0.018633899812498245,5,7.0,2.8284271247461903,2,8.858333333333333,0.2527625148017184,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m1,regime_conditional,sma,observed,0.5,0.05103103630798294,5,0.475,0.06319062870042955,5,0.03333333333333333,0.03486083443891981,5,5.368803418803418,0.6363748667244897,5,6.675,0.38572622703443726,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m1,regime_marginal,ewma,clean,0.025,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.03726779962499649,5,4.5,3.5355339059327378,2,8.875,0.18633899812498217,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_marginal,ewma,observed,0.175,0.09033118078616166,5,0.16666666666666669,0.07216878364870323,5,0.025,0.03726779962499649,5,5.364285714285714,1.895281466361842,5,8.141666666666667,0.3195048252113469,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_marginal,point,clean,0.075,0.09033118078616167,5,0.075,0.09033118078616167,5,0.016666666666666666,0.02282177322938192,5,4.377777777777777,1.2226261958647928,3,8.658333333333333,0.4149966532662912,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_marginal,point,observed,0.2666666666666667,0.08122328620674137,5,0.2666666666666667,0.08122328620674137,5,0.016666666666666666,0.02282177322938192,5,4.053571428571429,0.6806828054480686,5,7.525,0.5940971207545855,5,1.0,0.0,5,0.0,0.0,5
steady_m1,regime_marginal,sma,clean,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,9.0,,1,8.975,0.055901699437494644,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m1,regime_marginal,sma,observed,0.16666666666666669,0.07795119555779045,5,0.16666666666666669,0.07795119555779045,5,0.016666666666666666,0.02282177322938192,5,6.85952380952381,0.6595281072577868,5,8.3,0.38684981294783816,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m2_r10_k1,regime_conditional,ewma,clean,0.06666666666666667,0.04750730937913076,5,0.06666666666666667,0.04750730937913076,5,0.008333333333333333,0.018633899812498245,5,6.5,1.9578900207451218,4,8.666666666666668,0.26679684322636904,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_conditional,ewma,observed,0.9916666666666666,0.018633899812498234,5,0.975,0.03726779962499651,5,0.03333333333333333,0.04564354645876384,5,2.3944664031620553,0.22768507565546867,5,2.533333333333333,0.35526789578820345,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_conditional,point,clean,0.1,0.037267799624996496,5,0.1,0.037267799624996496,5,0.025,0.02282177322938192,5,4.933333333333334,2.947692129257886,5,8.541666666666668,0.2990145853001523,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_conditional,point,observed,0.95,0.01863389981249829,5,0.95,0.01863389981249829,5,0.041666666666666664,0.02946278254943948,5,1.4699604743083003,0.2783209376416076,5,1.75,0.2144922946038959,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_conditional,sma,clean,0.025,0.03726779962499649,5,0.025,0.03726779962499649,5,0.008333333333333333,0.018633899812498245,5,7.0,2.8284271247461903,2,8.858333333333333,0.2527625148017184,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m2_r10_k1,regime_conditional,sma,observed,0.9166666666666666,0.05892556509887895,5,0.8916666666666666,0.06972166887783962,5,0.041666666666666664,0.041666666666666664,5,3.574155844155844,0.2256163408745394,5,3.8333333333333335,0.2901747557746692,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m2_r10_k1,regime_marginal,ewma,clean,0.025,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.03726779962499649,5,4.5,3.5355339059327378,2,8.875,0.18633899812498217,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_marginal,ewma,observed,0.7583333333333334,0.054326686710022096,5,0.7416666666666666,0.05432668671002205,5,0.041666666666666664,0.05892556509887896,5,4.302296181630547,0.5539956434498293,5,5.133333333333334,0.457764798899076,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_marginal,point,clean,0.075,0.09033118078616167,5,0.075,0.09033118078616167,5,0.016666666666666666,0.02282177322938192,5,4.377777777777777,1.2226261958647928,3,8.658333333333333,0.4149966532662912,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_marginal,point,observed,0.7833333333333333,0.1118033988749895,5,0.7833333333333333,0.1118033988749895,5,0.025,0.02282177322938192,5,2.3888915062592546,0.7847736173015615,5,3.5166666666666666,0.8383184226639528,5,1.0,0.0,5,0.0,0.0,5
steady_m2_r10_k1,regime_marginal,sma,clean,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,9.0,,1,8.975,0.055901699437494644,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m2_r10_k1,regime_marginal,sma,observed,0.625,0.05892556509887896,5,0.6,0.08640183897219882,5,0.03333333333333333,0.04564354645876384,5,5.171028138528138,0.34227286312727523,5,5.991666666666666,0.4160411972122203,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_conditional,ewma,clean,0.06666666666666667,0.04750730937913076,5,0.06666666666666667,0.04750730937913076,5,0.008333333333333333,0.018633899812498245,5,6.5,1.9578900207451218,4,8.666666666666668,0.26679684322636904,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_conditional,ewma,observed,1.0,0.0,5,0.9833333333333334,0.022821773229381937,5,0.049999999999999996,0.03486083443891982,5,0.7108695652173913,0.15054009919645514,5,0.85,0.24755751295854914,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_conditional,point,clean,0.1,0.037267799624996496,5,0.1,0.037267799624996496,5,0.025,0.02282177322938192,5,4.933333333333334,2.947692129257886,5,8.541666666666668,0.2990145853001523,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_conditional,point,observed,1.0,0.0,5,0.9416666666666667,0.022821773229381965,5,0.05833333333333333,0.022821773229381923,5,0.008695652173913044,0.019444069369563388,5,0.4083333333333333,0.2173067468400883,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_conditional,sma,clean,0.025,0.03726779962499649,5,0.025,0.03726779962499649,5,0.008333333333333333,0.018633899812498245,5,7.0,2.8284271247461903,2,8.858333333333333,0.2527625148017184,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_conditional,sma,observed,0.9666666666666668,0.018633899812498255,5,0.9416666666666667,0.02282177322938196,5,0.06666666666666667,0.02282177322938192,5,1.8905138339920948,0.38492321691827575,5,2.225,0.5516704430887863,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_marginal,ewma,clean,0.025,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.03726779962499649,5,4.5,3.5355339059327378,2,8.875,0.18633899812498217,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_marginal,ewma,observed,1.0,0.0,5,0.975,0.03726779962499651,5,0.041666666666666664,0.05892556509887896,5,1.6106719367588933,0.20169062327485252,5,1.7666666666666668,0.391533665361117,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_marginal,point,clean,0.075,0.09033118078616167,5,0.075,0.09033118078616167,5,0.016666666666666666,0.02282177322938192,5,4.377777777777777,1.2226261958647928,3,8.658333333333333,0.4149966532662912,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_marginal,point,observed,1.0,0.0,5,0.9833333333333334,0.022821773229381885,5,0.041666666666666664,0.041666666666666664,5,0.19710144927536233,0.17589917374357247,5,0.2916666666666667,0.27795133466929867,5,1.0,0.0,5,0.0,0.0,5
steady_m4,regime_marginal,sma,clean,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,0.008333333333333333,0.018633899812498245,5,9.0,,1,8.975,0.055901699437494644,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_marginal,sma,observed,0.9583333333333334,0.029462782549439504,5,0.9333333333333333,0.06319062870042959,5,0.03333333333333333,0.04564354645876384,5,2.9902108036890644,0.302855070489206,5,3.1916666666666664,0.34054694569504246,5,0.9388888888888889,0.03878955567713597,5,0.03333333333333333,0.018633899812498245,5
steady_r02,regime_conditional,ewma,clean,0.03333333333333333,0.04564354645876384,5,0.03333333333333333,0.04564354645876384,5,0.016666666666666666,0.03726779962499649,5,1.5,0.7071067811865476,2,3.9166666666666665,0.1178511301977579,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_conditional,ewma,observed,0.8333333333333334,0.13176156917368248,5,0.8166666666666667,0.13693063937629155,5,0.016666666666666666,0.03726779962499649,5,1.8545454545454547,0.4646656781271283,5,2.283333333333333,0.25413251136628173,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_conditional,point,clean,0.016666666666666666,0.03726779962499649,5,0.016666666666666666,0.03726779962499649,5,0.016666666666666666,0.03726779962499649,5,2.0,,1,3.9666666666666663,0.07453559924999295,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_conditional,point,observed,0.85,0.09128709291752765,5,0.85,0.09128709291752765,5,0.016666666666666666,0.03726779962499649,5,0.9477777777777778,0.6159355024756054,5,1.4,0.6330043004944313,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_conditional,sma,clean,0.016666666666666666,0.03726779962499649,5,0.016666666666666666,0.03726779962499649,5,0.016666666666666666,0.03726779962499649,5,2.0,,1,3.9666666666666663,0.07453559924999295,5,0.9166666666666666,0.10206207261596574,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_conditional,sma,observed,0.4666666666666667,0.074535599249993,5,0.4666666666666667,0.074535599249993,5,0.016666666666666666,0.03726779962499649,5,2.2666666666666666,0.34560735588879526,5,3.183333333333333,0.23863035105460603,5,0.9166666666666666,0.10206207261596574,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_marginal,ewma,clean,0.03333333333333333,0.04564354645876384,5,0.016666666666666666,0.03726779962499649,5,0.03333333333333333,0.07453559924999298,5,2.0,,1,3.9666666666666663,0.07453559924999295,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_marginal,ewma,observed,0.35,0.10865337342004415,5,0.3333333333333333,0.10206207261596575,5,0.03333333333333333,0.07453559924999298,5,2.05,0.5172040216394301,5,3.3833333333333337,0.15138251770487465,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_marginal,point,clean,0.0,0.0,5,0.0,0.0,5,0.016666666666666666,0.03726779962499649,5,,,0,4.0,0.0,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_marginal,point,observed,0.5833333333333334,0.11785113019775792,5,0.5833333333333334,0.11785113019775792,5,0.016666666666666666,0.03726779962499649,5,0.9638095238095238,0.48699178405023047,5,2.2666666666666666,0.19895560643855528,5,1.0,0.0,5,0.0,0.0,5
steady_r02,regime_marginal,sma,clean,0.016666666666666666,0.03726779962499649,5,0.0,0.0,5,0.016666666666666666,0.03726779962499649,5,,,0,4.0,0.0,5,0.9166666666666666,0.10206207261596574,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_marginal,sma,observed,0.18333333333333332,0.06972166887783963,5,0.18333333333333332,0.06972166887783963,5,0.016666666666666666,0.03726779962499649,5,2.166666666666667,0.8975274678557507,5,3.7,0.11180339887498947,5,0.9166666666666666,0.10206207261596574,5,0.08333333333333333,0.10206207261596575,5
steady_r20,regime_conditional,ewma,clean,0.08333333333333333,0.03928371006591931,5,0.07777777777777778,0.04120110270608702,5,0.01111111111111111,0.015214515486254614,5,7.006666666666666,1.4201721335418775,5,11.588888888888889,0.23846862257038576,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_conditional,ewma,observed,1.0,0.0,5,0.961111111111111,0.04212708580028642,5,0.07777777777777778,0.045643546458763846,5,2.4873015873015873,0.19411745282180856,5,2.8555555555555556,0.48686449556014755,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_conditional,point,clean,0.1388888888888889,0.027777777777777773,5,0.1388888888888889,0.027777777777777773,5,0.02222222222222222,0.012422599874998832,5,5.713333333333333,1.522899281706516,5,11.127777777777776,0.2496911672693804,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_conditional,point,observed,0.9944444444444445,0.012422599874998795,5,0.9944444444444445,0.012422599874998795,5,0.04444444444444444,0.015214515486254613,5,1.6623809523809523,0.28314908864341565,5,1.722222222222222,0.18215107011950005,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_conditional,sma,clean,0.04444444444444444,0.03167153958608716,5,0.04444444444444444,0.03167153958608716,5,0.01111111111111111,0.015214515486254614,5,6.583333333333333,0.6454972243679029,4,11.761111111111111,0.17413808909619521,5,0.9444444444444444,0.02268046058132574,5,0.0,0.0,5
steady_r20,regime_conditional,sma,observed,1.0,0.0,5,0.9666666666666666,0.03621779114001474,5,0.07777777777777777,0.03621779114001472,5,4.054411340293693,0.2612770591860005,5,4.316666666666667,0.44600420747613995,5,0.9444444444444444,0.02268046058132574,5,0.0,0.0,5
steady_r20,regime_marginal,ewma,clean,0.05555555555555556,0.019641855032959652,5,0.05,0.023240556292613207,5,0.016666666666666666,0.024845199749997663,5,5.0,1.7677669529663689,5,11.65,0.16964923871780552,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_marginal,ewma,observed,0.9,0.024845199749997642,5,0.8777777777777779,0.031671539586087115,5,0.05,0.036217791140014714,5,4.497521994134898,0.49808319492739805,5,5.411111111111111,0.5518627267136297,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_marginal,point,clean,0.11111111111111112,0.08561686115234689,5,0.11111111111111112,0.08561686115234689,5,0.016666666666666666,0.015214515486254614,5,5.2,1.865810815704529,5,11.255555555555556,0.5412747870183209,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_marginal,point,observed,0.9166666666666666,0.03928371006591926,5,0.9166666666666666,0.03928371006591926,5,0.02777777777777778,0.0,5,3.115603965926547,0.6732352824985447,5,3.85,0.7877828710068859,5,1.0,0.0,5,0.0,0.0,5
steady_r20,regime_marginal,sma,clean,0.05,0.023240556292613207,5,0.03888888888888888,0.03167153958608716,5,0.016666666666666666,0.015214515486254614,5,7.875,1.9311050377094112,4,11.811111111111112,0.20916500663351908,5,0.9444444444444444,0.02268046058132574,5,0.0,0.0,5
steady_r20,regime_marginal,sma,observed,0.9,0.03167153958608717,5,0.8666666666666666,0.0496903994999953,5,0.0611111111111111,0.04120110270608701,5,5.706242626487343,0.383378542239482,5,6.544444444444444,0.4691896086753084,5,0.9444444444444444,0.02268046058132574,5,0.0,0.0,5
switch_d0,regime_conditional,ewma,clean,0.049999999999999996,0.03486083443891982,5,0.049999999999999996,0.03486083443891982,5,0.008333333333333333,0.018633899812498245,5,4.875,3.275540667838924,4,8.691666666666666,0.2510395055232009,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_conditional,ewma,observed,0.975,0.0228217732293819,5,0.9583333333333334,0.0416666666666667,5,0.03333333333333333,0.04564354645876384,5,2.2737483530961793,0.19695442533806062,5,2.475,0.39374448849758165,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_conditional,point,clean,0.09166666666666666,0.03486083443891982,5,0.09166666666666666,0.03486083443891982,5,0.025,0.02282177322938192,5,4.933333333333334,2.947692129257886,5,8.533333333333335,0.2966830519819649,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_conditional,point,observed,0.9583333333333334,0.0,5,0.9583333333333334,0.0,5,0.03333333333333333,0.018633899812498245,5,1.5826086956521739,0.14615422881714438,5,1.8666666666666665,0.24544460791705225,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_conditional,sma,clean,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,0.016666666666666666,0.02282177322938192,5,2.0,,1,8.916666666666668,0.186338998124982,5,0.8277777777777778,0.021063542900143225,5,0.1,0.04750730937913075,5
switch_d0,regime_conditional,sma,observed,0.8666666666666668,0.054326686710022075,5,0.8333333333333334,0.07216878364870326,5,0.05,0.03486083443891982,5,3.9966132723112127,0.17762879866051742,5,4.383333333333334,0.2690647381827157,5,0.8277777777777778,0.021063542900143225,5,0.1,0.04750730937913075,5
switch_d0,regime_marginal,ewma,clean,0.025,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.008333333333333333,0.018633899812498245,5,6.0,5.656854249492381,2,8.9,0.18066236157232304,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_marginal,ewma,observed,0.775,0.03726779962499652,5,0.7583333333333334,0.04564354645876383,5,0.03333333333333333,0.04564354645876384,5,4.128366013071895,0.7758963623496614,5,4.925,0.6714670919379114,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_marginal,point,clean,0.06666666666666667,0.06319062870042959,5,0.06666666666666667,0.06319062870042959,5,0.008333333333333333,0.018633899812498245,5,5.4375,3.798985610221058,4,8.675,0.371978568677761,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_marginal,point,observed,0.7833333333333333,0.08014743359029722,5,0.7833333333333333,0.08014743359029722,5,0.016666666666666666,0.02282177322938192,5,2.1712136848359758,0.7659443880229505,5,3.35,0.6377858836108972,5,1.0,0.0,5,0.0,0.0,5
switch_d0,regime_marginal,sma,clean,0.025,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,6.0,5.656854249492381,2,8.9,0.18066236157232304,5,0.8277777777777778,0.021063542900143225,5,0.1,0.04750730937913075,5
switch_d0,regime_marginal,sma,observed,0.6,0.06972166887783966,5,0.5666666666666667,0.08122328620674134,5,0.041666666666666664,0.041666666666666664,5,5.564219114219115,0.5506651362720535,5,6.225,0.4961658548868068,5,0.8277777777777778,0.021063542900143225,5,0.1,0.04750730937913075,5
switch_d12,regime_conditional,ewma,clean,0.15,0.04750730937913076,5,0.15,0.04750730937913076,5,0.05833333333333333,0.04750730937913076,5,2.4333333333333336,1.3621877827801698,5,7.825,0.5723671607164991,5,1.0,0.0,5,0.0,0.0,5
switch_d12,regime_conditional,ewma,observed,0.9666666666666668,0.018633899812498234,5,0.95,0.0186338998124983,5,0.08333333333333333,0.04166666666666667,5,2.1845849802371538,0.08476855702308486,5,2.475,0.2095796056659881,5,1.0,0.0,5,0.0,0.0,5
switch_d12,regime_conditional,point,clean,0.175,0.054326686710022075,5,0.16666666666666666,0.05103103630798288,5,0.05833333333333333,0.03726779962499649,5,2.333333333333333,1.5590239111558089,5,7.733333333333334,0.5209166600010668,5,1.0,0.0,5,0.0,0.0,5
switch_d12,regime_conditional,point,observed,0.9583333333333333,0.04166666666666667,5,0.95,0.05432668671002207,5,0.06666666666666667,0.02282177322938192,5,1.459472049689441,0.10834533907017778,5,1.7833333333333337,0.45204012850385056,5,1.0,0.0,5,0.0,0.0,5
