seed,scenario,method,temporal,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,event_channel_count
43,steady_m1,regime_conditional,ewma,observed,0.5,0.5,0.0,5.166666666666667,6.583333333333333,1.0,0.0,24
43,steady_m1,regime_conditional,point,clean,0.125,0.125,0.0,2.0,8.25,1.0,0.0,24
43,steady_m1,regime_conditional,point,observed,0.4583333333333333,0.4583333333333333,0.0,3.909090909090909,6.291666666666667,1.0,0.0,24
43,steady_m1,regime_conditional,sma,clean,0.0,0.0,0.0,,9.0,0.9722222222222222,0.0,24
43,steady_m1,regime_conditional,sma,observed,0.5,0.5,0.0,6.25,6.875,0.9722222222222222,0.0,24
43,steady_m1,regime_marginal,ewma,clean,0.041666666666666664,0.041666666666666664,0.0,7.0,8.791666666666666,1.0,0.0,24
43,steady_m1,regime_marginal,ewma,observed,0.125,0.125,0.0,2.0,8.0,1.0,0.0,24
43,steady_m1,regime_marginal,point,clean,0.20833333333333334,0.20833333333333334,0.0,4.8,8.25,1.0,0.0,24
43,steady_m1,regime_marginal,point,observed,0.3333333333333333,0.3333333333333333,0.0,3.125,6.791666666666667,1.0,0.0,24
43,steady_m1,regime_marginal,sma,clean,0.041666666666666664,0.041666666666666664,0.0,9.0,8.875,0.9722222222222222,0.0,24
43,steady_m1,regime_marginal,sma,observed,0.125,0.125,0.0,6.333333333333333,8.291666666666666,0.9722222222222222,0.0,24
43,steady_m2_r10_k1,regime_conditional,ewma,clean,0.08333333333333333,0.08333333333333333,0.0,5.5,8.458333333333334,1.0,0.0,24
43,steady_m2_r10_k1,regime_conditional,ewma,observed,1.0,1.0,0.0,2.0833333333333335,2.0833333333333335,1.0,0.0,24
43,steady_m2_r10_k1,regime_conditional,point,clean,0.125,0.125,0.0,2.0,8.25,1.0,0.0,24
43,steady_m2_r10_k1,regime_conditional,point,observed,0.9583333333333334,0.9583333333333334,0.0,1.7391304347826086,1.9166666666666667,1.0,0.0,24
43,steady_m2_r10_k1,regime_conditional,sma,clean,0.0,0.0,0.0,,9.0,0.9722222222222222,0.0,24
43,steady_m2_r10_k1,regime_conditional,sma,observed,1.0,1.0,0.0,3.5833333333333335,3.5833333333333335,0.9722222222222222,0.0,24
43,steady_m2_r10_k1,regime_marginal,ewma,clean,0.041666666666666664,0.041666666666666664,0.0,7.0,8.791666666666666,1.0,0.0,24
43,steady_m2_r10_k1,regime_marginal,ewma,observed,0.75,0.75,0.0,4.166666666666667,5.125,1.0,0.0,24
43,steady_m2_r10_k1,regime_marginal,point,clean,0.20833333333333334,0.20833333333333334,0.0,4.8,8.25,1.0,0.0,24
43,steady_m2_r10_k1,regime_marginal,point,observed,0.7916666666666666,0.7916666666666666,0.0,1.4736842105263157,2.9166666666666665,1.0,0.0,24
43,steady_m2_r10_k1,regime_marginal,sma,clean,0.041666666666666664,0.041666666666666664,0.0,9.0,8.875,0.9722222222222222,0.0,24
43,steady_m2_r10_k1,regime_marginal,sma,observed,0.6666666666666666,0.6666666666666666,0.0,5.4375,6.125,0.9722222222222222,0.0,24
43,steady_m4,regime_conditional,ewma,clean,0.08333333333333333,0.08333333333333333,0.0,5.5,8.458333333333334,1.0,0.0,24
