scenario,method,view,comparison,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count
steady_m4,regime_conditional,observed,sma_minus_point,-0.033333333333333305,0.01863389981249823,5,0.0,0.029462782549439532,5,0.008333333333333333,0.018633899812498245,5,1.881818181818182,0.3932816255176449,5,1.8166666666666669,0.57478860848528,5,-0.061111111111111116,0.03878955567713596,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_marginal,clean,sma_minus_ewma,-0.008333333333333333,0.018633899812498245,5,-0.008333333333333333,0.018633899812498245,5,-0.008333333333333333,0.018633899812498245,5,2.0,,1,0.1,0.18066236157232304,5,-0.061111111111111116,0.03878955567713596,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_marginal,clean,sma_minus_point,-0.058333333333333334,0.08640183897219884,5,-0.06666666666666668,0.0756912588524373,5,-0.008333333333333333,0.018633899812498245,5,4.2,,1,0.31666666666666676,0.3870741387497866,5,-0.061111111111111116,0.03878955567713596,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_marginal,observed,sma_minus_ewma,-0.04166666666666665,0.02946278254943949,5,-0.04166666666666665,0.029462782549439452,5,-0.008333333333333335,0.01863389981249825,5,1.3795388669301711,0.2437843179837668,5,1.425,0.2801289385661935,5,-0.061111111111111116,0.03878955567713596,5,0.03333333333333333,0.018633899812498245,5
steady_m4,regime_marginal,observed,sma_minus_point,-0.04166666666666665,0.02946278254943949,5,-0.05,0.06846531968814575,5,-0.008333333333333333,0.018633899812498245,5,2.7931093544137022,0.30522930019995226,5,2.9,0.2725904538966021,5,-0.061111111111111116,0.03878955567713596,5,0.03333333333333333,0.018633899812498245,5
steady_r02,regime_conditional,clean,sma_minus_ewma,-0.016666666666666666,0.03726779962499649,5,-0.016666666666666666,0.03726779962499649,5,0.0,0.05892556509887896,5,0.0,,1,0.05,0.1118033988749895,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_conditional,clean,sma_minus_point,0.0,0.0,5,0.0,0.0,5,0.0,0.05892556509887896,5,0.0,,1,0.0,0.0,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_conditional,observed,sma_minus_ewma,-0.36666666666666664,0.17280367794439766,5,-0.35,0.18066236157232332,5,0.0,0.05892556509887896,5,0.4121212121212121,0.36492476578773914,5,0.9,0.2969754946867579,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_conditional,observed,sma_minus_point,-0.38333333333333336,0.11180339887498948,5,-0.38333333333333336,0.11180339887498948,5,0.0,0.05892556509887896,5,1.3188888888888888,0.5350031729454773,5,1.7833333333333332,0.5910207742165715,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_marginal,clean,sma_minus_ewma,-0.016666666666666666,0.03726779962499649,5,-0.016666666666666666,0.03726779962499649,5,-0.016666666666666666,0.03726779962499649,5,,,0,0.033333333333333305,0.07453559924999292,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
steady_r02,regime_marginal,clean,sma_minus_point,0.016666666666666666,0.03726779962499649,5,0.0,0.0,5,0.0,0.0,5,,,0,0.0,0.0,5,-0.08333333333333334,0.10206207261596575,5,0.08333333333333333,0.10206207261596575,5
