seed,scenario,method,temporal,view,regime,window,n_cells,positive_cells,tp,fp,fn,tn,precision,recall,f1,clean_channel_fpr,average_precision,top1_localization,localization_rows,bystander_fpr,bystander_cells,clean_row_alarm_rate,score_coverage,common_complete_row_fraction,top1_random_baseline,all_faults_row_recall,exact_fault_set_rate,selected_cells,native_score_coverage,common_row_fraction,all_timeline_recall,all_timeline_f1,unavailable_positive_fraction,post_event_cells,post_event_fpr,false_onsets_per_1000_clean_cells
42,steady_d12_n2_m1,regime_conditional,ewma,clean,transit_smooth,all,2160,0,0,34,0,2126,0.0,,0.0,0.01574074074074074,,,0,,0,0.044444444444444446,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,11.11111111111111
42,steady_d12_n2_m1,regime_conditional,ewma,clean,transit_smooth,stable,2160,0,0,34,0,2126,0.0,,0.0,0.01574074074074074,,,0,,0,0.044444444444444446,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,11.11111111111111
42,steady_d12_n2_m1,regime_conditional,ewma,clean,transit_smooth,record_stable,2160,0,0,34,0,2126,0.0,,0.0,0.01574074074074074,,,0,,0,0.044444444444444446,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,11.11111111111111
42,steady_d12_n2_m1,regime_conditional,ewma,clean,transit_rough,all,2160,0,0,10,0,2150,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.010416666666666666,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,ewma,clean,transit_rough,stable,2160,0,0,10,0,2150,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.010416666666666666,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,ewma,clean,transit_rough,record_stable,2160,0,0,10,0,2150,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.010416666666666666,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,cusum,clean,all,all,6480,0,0,61,0,6419,0.0,,0.0,0.009413580246913581,,,0,,0,0.027777777777777776,1.0,1.0,,,,6480,1.0,1.0,,0.0,,288,0.0,3.549382716049383
42,steady_d12_n2_m1,regime_conditional,cusum,clean,all,stable,6480,0,0,61,0,6419,0.0,,0.0,0.009413580246913581,,,0,,0,0.027777777777777776,1.0,1.0,,,,6480,1.0,1.0,,0.0,,288,0.0,3.549382716049383
42,steady_d12_n2_m1,regime_conditional,cusum,clean,all,record_stable,6480,0,0,61,0,6419,0.0,,0.0,0.009413580246913581,,,0,,0,0.027777777777777776,1.0,1.0,,,,6480,1.0,1.0,,0.0,,288,0.0,3.549382716049383
42,steady_d12_n2_m1,regime_conditional,cusum,clean,warehouse,all,2160,0,0,29,0,2131,0.0,,0.0,0.013425925925925926,,,0,,0,0.03888888888888889,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,cusum,clean,warehouse,stable,2160,0,0,29,0,2131,0.0,,0.0,0.013425925925925926,,,0,,0,0.03888888888888889,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,cusum,clean,warehouse,record_stable,2160,0,0,29,0,2131,0.0,,0.0,0.013425925925925926,,,0,,0,0.03888888888888889,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,cusum,clean,transit_smooth,all,2160,0,0,31,0,2129,0.0,,0.0,0.014351851851851852,,,0,,0,0.043055555555555555,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,6.018518518518518
42,steady_d12_n2_m1,regime_conditional,cusum,clean,transit_smooth,stable,2160,0,0,31,0,2129,0.0,,0.0,0.014351851851851852,,,0,,0,0.043055555555555555,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,6.018518518518518
42,steady_d12_n2_m1,regime_conditional,cusum,clean,transit_smooth,record_stable,2160,0,0,31,0,2129,0.0,,0.0,0.014351851851851852,,,0,,0,0.043055555555555555,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,6.018518518518518
42,steady_d12_n2_m1,regime_conditional,cusum,clean,transit_rough,all,2160,0,0,1,0,2159,0.0,,0.0,0.000462962962962963,,,0,,0,0.001388888888888889,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,0.46296296296296297
42,steady_d12_n2_m1,regime_conditional,cusum,clean,transit_rough,stable,2160,0,0,1,0,2159,0.0,,0.0,0.000462962962962963,,,0,,0,0.001388888888888889,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,0.46296296296296297
42,steady_d12_n2_m1,regime_conditional,cusum,clean,transit_rough,record_stable,2160,0,0,1,0,2159,0.0,,0.0,0.000462962962962963,,,0,,0,0.001388888888888889,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,0.46296296296296297
42,steady_d12_n2_m1,regime_conditional,carry,clean,all,all,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.0375,1.0,1.0,,,,6480,1.0,1.0,,0.0,,288,0.003472222222222222,8.024691358024691
42,steady_d12_n2_m1,regime_conditional,carry,clean,all,stable,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.0375,1.0,1.0,,,,6480,1.0,1.0,,0.0,,288,0.003472222222222222,8.024691358024691
42,steady_d12_n2_m1,regime_conditional,carry,clean,all,record_stable,6480,0,0,83,0,6397,0.0,,0.0,0.012808641975308642,,,0,,0,0.0375,1.0,1.0,,,,6480,1.0,1.0,,0.0,,288,0.003472222222222222,8.024691358024691
42,steady_d12_n2_m1,regime_conditional,carry,clean,warehouse,all,2160,0,0,39,0,2121,0.0,,0.0,0.018055555555555554,,,0,,0,0.05416666666666667,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,8.796296296296296
42,steady_d12_n2_m1,regime_conditional,carry,clean,warehouse,stable,2160,0,0,39,0,2121,0.0,,0.0,0.018055555555555554,,,0,,0,0.05416666666666667,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,8.796296296296296
42,steady_d12_n2_m1,regime_conditional,carry,clean,warehouse,record_stable,2160,0,0,39,0,2121,0.0,,0.0,0.018055555555555554,,,0,,0,0.05416666666666667,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,8.796296296296296
42,steady_d12_n2_m1,regime_conditional,carry,clean,transit_smooth,all,2160,0,0,34,0,2126,0.0,,0.0,0.01574074074074074,,,0,,0,0.044444444444444446,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,11.11111111111111
42,steady_d12_n2_m1,regime_conditional,carry,clean,transit_smooth,stable,2160,0,0,34,0,2126,0.0,,0.0,0.01574074074074074,,,0,,0,0.044444444444444446,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,11.11111111111111
42,steady_d12_n2_m1,regime_conditional,carry,clean,transit_smooth,record_stable,2160,0,0,34,0,2126,0.0,,0.0,0.01574074074074074,,,0,,0,0.044444444444444446,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.0,11.11111111111111
42,steady_d12_n2_m1,regime_conditional,carry,clean,transit_rough,all,2160,0,0,10,0,2150,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.010416666666666666,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,carry,clean,transit_rough,stable,2160,0,0,10,0,2150,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.010416666666666666,4.166666666666667
42,steady_d12_n2_m1,regime_conditional,carry,clean,transit_rough,record_stable,2160,0,0,10,0,2150,0.0,,0.0,0.004629629629629629,,,0,,0,0.013888888888888888,1.0,1.0,,,,2160,1.0,1.0,,0.0,,96,0.010416666666666666,4.166666666666667
42,steady_d12_n2_m1,regime_marginal,point,observed,all,all,6480,288,20,61,268,6131,0.24691358024691357,0.06944444444444445,0.10840108401084012,0.00985142118863049,0.11556913421700198,0.5729166666666666,288,0.010416666666666666,576,0.028311965811965812,1.0,1.0,0.3333333333333333,0.06944444444444445,0.06944444444444445,6480,1.0,1.0,0.06944444444444445,0.10840108401084012,0.0,288,0.010416666666666666,9.689922480620154
42,steady_d12_n2_m1,regime_marginal,point,observed,all,stable,6480,288,20,61,268,6131,0.24691358024691357,0.06944444444444445,0.10840108401084012,0.00985142118863049,0.11556913421700198,0.5729166666666666,288,0.010416666666666666,576,0.028311965811965812,1.0,1.0,0.3333333333333333,0.06944444444444445,0.06944444444444445,6480,1.0,1.0,0.06944444444444445,0.10840108401084012,0.0,288,0.010416666666666666,9.689922480620154
