seed,scenario,method,temporal,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped,event_channel_count
43,switch_after6,regime_marginal,cusum,clean,0.0,0.0,0.0,,12.0,1.0,0.0,1.0,24
43,switch_after6,regime_marginal,cusum,observed,0.25,0.25,0.0,6.833333333333333,10.708333333333334,1.0,0.0,0.8923611111111112,24
43,switch_after6,regime_marginal,ewma,clean,0.041666666666666664,0.041666666666666664,0.0,1.0,11.541666666666666,1.0,0.0,0.9618055555555555,24
43,switch_after6,regime_marginal,ewma,observed,0.625,0.625,0.0,6.333333333333333,8.458333333333334,1.0,0.0,0.7048611111111112,24
43,switch_after6,regime_marginal,point,clean,0.16666666666666666,0.16666666666666666,0.0,4.5,10.75,1.0,0.0,0.8958333333333334,24
43,switch_after6,regime_marginal,point,observed,0.4583333333333333,0.4583333333333333,0.0,5.0,8.791666666666666,1.0,0.0,0.7326388888888888,24
43,switch_at,regime_conditional,carry,clean,0.041666666666666664,0.0,0.041666666666666664,,12.0,1.0,0.0,1.0,24
43,switch_at,regime_conditional,carry,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,5.826086956521739,6.083333333333333,1.0,0.0,0.5069444444444444,24
43,switch_at,regime_conditional,cusum,clean,0.0,0.0,0.041666666666666664,,12.0,1.0,0.0,1.0,24
43,switch_at,regime_conditional,cusum,observed,0.75,0.75,0.041666666666666664,6.611111111111111,7.958333333333333,1.0,0.0,0.6631944444444445,24
43,switch_at,regime_conditional,ewma,clean,0.0,0.0,0.041666666666666664,,12.0,1.0,0.0,1.0,24
43,switch_at,regime_conditional,ewma,observed,0.9583333333333334,0.9583333333333334,0.041666666666666664,5.565217391304348,5.833333333333333,1.0,0.0,0.4861111111111111,24
43,switch_at,regime_conditional,point,clean,0.125,0.125,0.0,8.333333333333334,11.541666666666666,1.0,0.0,0.9618055555555555,24
43,switch_at,regime_conditional,point,observed,0.8333333333333334,0.8333333333333334,0.0,4.8,6.0,1.0,0.0,0.5,24
43,switch_at,regime_marginal,carry,clean,0.08333333333333333,0.041666666666666664,0.041666666666666664,2.0,11.583333333333334,1.0,0.0,0.9652777777777778,24
43,switch_at,regime_marginal,carry,observed,0.4583333333333333,0.4166666666666667,0.041666666666666664,6.1,9.541666666666666,1.0,0.0,0.7951388888888888,24
43,switch_at,regime_marginal,cusum,clean,0.0,0.0,0.041666666666666664,,12.0,1.0,0.0,1.0,24
43,switch_at,regime_marginal,cusum,observed,0.125,0.125,0.041666666666666664,5.666666666666667,11.208333333333334,1.0,0.0,0.9340277777777778,24
43,switch_at,regime_marginal,ewma,clean,0.041666666666666664,0.041666666666666664,0.041666666666666664,7.0,11.791666666666666,1.0,0.0,0.9826388888888888,24
43,switch_at,regime_marginal,ewma,observed,0.4583333333333333,0.4583333333333333,0.041666666666666664,6.545454545454546,9.5,1.0,0.0,0.7916666666666666,24
43,switch_at,regime_marginal,point,clean,0.08333333333333333,0.08333333333333333,0.0,8.0,11.666666666666666,1.0,0.0,0.9722222222222222,24
43,switch_at,regime_marginal,point,observed,0.4583333333333333,0.4583333333333333,0.0,4.181818181818182,8.416666666666666,1.0,0.0,0.7013888888888888,24
43,switch_before6,regime_conditional,carry,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,2.5,11.208333333333334,1.0,0.0,0.9340277777777778,24
43,switch_before6,regime_conditional,carry,observed,0.9166666666666666,0.9166666666666666,0.041666666666666664,5.045454545454546,5.625,1.0,0.0,0.46875,24
43,switch_before6,regime_conditional,cusum,clean,0.08333333333333333,0.08333333333333333,0.0,2.5,11.208333333333334,1.0,0.0,0.9340277777777778,24
43,switch_before6,regime_conditional,cusum,observed,0.7083333333333334,0.7083333333333334,0.0,5.0588235294117645,7.083333333333333,1.0,0.0,0.5902777777777778,24
43,switch_before6,regime_conditional,ewma,clean,0.08333333333333333,0.08333333333333333,0.041666666666666664,2.5,11.208333333333334,1.0,0.0,0.9340277777777778,24
43,switch_before6,regime_conditional,ewma,observed,0.75,0.75,0.041666666666666664,4.444444444444445,6.333333333333333,1.0,0.0,0.5277777777777778,24
43,switch_before6,regime_conditional,point,clean,0.125,0.125,0.0,5.0,11.125,1.0,0.0,0.9270833333333334,24
43,switch_before6,regime_conditional,point,observed,0.8333333333333334,0.8333333333333334,0.0,4.75,5.958333333333333,1.0,0.0,0.49652777777777773,24
43,switch_before6,regime_marginal,carry,clean,0.08333333333333333,0.08333333333333333,0.0,5.0,11.416666666666666,1.0,0.0,0.9513888888888888,24
43,switch_before6,regime_marginal,carry,observed,0.625,0.625,0.0,6.333333333333333,8.458333333333334,1.0,0.0,0.7048611111111112,24
