seed,scenario,method,view,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped,comparison
44,duration24,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
44,duration24,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,duration4,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,duration4,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,duration4,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
44,duration4,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude2,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude2,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude2,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude2,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude4,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude4,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude4,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
44,magnitude4,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,steady_d12_n2_m1,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,steady_d12_n2_m1,regime_conditional,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,steady_d12_n2_m1,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
44,steady_d12_n2_m1,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,switch_after6,regime_conditional,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,switch_after6,regime_conditional,observed,-0.04166666666666674,-0.04166666666666674,0.0,0.047794117647058876,0.33333333333333304,0.0,0.0,0.02777777777777779,carry_minus_ewma
44,switch_after6,regime_marginal,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
44,switch_after6,regime_marginal,observed,0.0,0.0,0.0,-0.25,-0.08333333333333393,0.0,0.0,-0.006944444444444531,carry_minus_ewma
44,switch_at,regime_conditional,clean,0.08333333333333333,0.08333333333333333,0.0,,-0.7083333333333339,0.0,0.0,-0.05902777777777779,carry_minus_ewma
44,switch_at,regime_conditional,observed,-0.08333333333333326,-0.08333333333333326,0.0,0.09907120743034081,0.583333333333333,0.0,0.0,0.04861111111111105,carry_minus_ewma
44,switch_at,regime_marginal,clean,0.041666666666666664,0.041666666666666664,0.0,,-0.3333333333333339,0.0,0.0,-0.02777777777777779,carry_minus_ewma
44,switch_at,regime_marginal,observed,0.041666666666666685,0.041666666666666685,0.0,0.04999999999999982,-0.16666666666666607,0.0,0.0,-0.01388888888888884,carry_minus_ewma
44,switch_before6,regime_conditional,clean,0.08333333333333333,0.08333333333333333,0.0,,-0.20833333333333393,0.0,0.0,-0.01736111111111116,carry_minus_ewma
44,switch_before6,regime_conditional,observed,0.08333333333333337,0.08333333333333337,0.0,-0.07692307692307665,-0.625,0.0,0.0,-0.05208333333333337,carry_minus_ewma
44,switch_before6,regime_marginal,clean,0.041666666666666664,0.041666666666666664,0.0,,-0.08333333333333393,0.0,0.0,-0.006944444444444531,carry_minus_ewma
44,switch_before6,regime_marginal,observed,0.04166666666666667,0.04166666666666667,0.0,0.5,-0.20833333333333393,0.0,0.0,-0.01736111111111116,carry_minus_ewma
44,switch_delay12,regime_conditional,clean,0.041666666666666685,-0.041666666666666685,0.041666666666666685,-0.04999999999999982,0.3333333333333339,0.0,0.0,0.02777777777777779,carry_minus_ewma
44,switch_delay12,regime_conditional,observed,0.0,-0.041666666666666685,0.041666666666666685,-0.2575757575757578,0.16666666666666607,0.0,0.0,0.01388888888888884,carry_minus_ewma
44,switch_delay12,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,switch_delay12,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,switch_random,regime_conditional,clean,0.04166666666666666,0.04166666666666666,0.0,-0.5,-0.375,0.0,0.0,-0.03125,carry_minus_ewma
44,switch_random,regime_conditional,observed,-0.04166666666666674,-0.04166666666666674,0.0,-0.08241758241758301,0.25,0.0,0.0,0.02083333333333337,carry_minus_ewma
44,switch_random,regime_marginal,clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
44,switch_random,regime_marginal,observed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry_minus_ewma
45,count1,regime_conditional,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,carry_minus_ewma
