scenario,method,temporal,view,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
duration24,regime_conditional,cusum,observed,0.8916666666666666,0.06319062870042963,5,0.8666666666666666,0.11562030771259678,5,0.03333333333333333,0.054326686710022075,5,8.847964897421418,1.0439469577869849,5,10.866666666666667,2.0147890708458784,5,1.0,0.0,5,0.0,0.0,5,0.4527777777777778,0.08394954461857829,5
duration24,regime_conditional,ewma,clean,0.16666666666666666,0.08333333333333334,5,0.16666666666666666,0.08333333333333334,5,0.0,0.0,5,10.033333333333333,4.792065200817794,5,21.641666666666666,1.3393743356922696,5,1.0,0.0,5,0.0,0.0,5,0.9017361111111111,0.05580726398717795,5
duration24,regime_conditional,ewma,observed,0.9083333333333334,0.08014743359029729,5,0.9083333333333334,0.08014743359029729,5,0.0,0.0,5,6.706396921156646,1.2371611579933255,5,8.308333333333334,1.5870570248103884,5,1.0,0.0,5,0.0,0.0,5,0.34618055555555555,0.06612737603376619,5
duration24,regime_conditional,point,clean,0.275,0.047507309379130745,5,0.275,0.047507309379130745,5,0.0,0.0,5,10.928333333333333,1.9415021389520941,5,20.416666666666668,0.6909634979907074,5,1.0,0.0,5,0.0,0.0,5,0.8506944444444444,0.02879014574961276,5
duration24,regime_conditional,point,observed,0.825,0.09947780321927771,5,0.825,0.09947780321927771,5,0.0,0.0,5,7.295536881419234,0.9499045778411105,5,10.225,1.782096533736474,5,1.0,0.0,5,0.0,0.0,5,0.4260416666666667,0.07425402223901974,5
duration24,regime_marginal,cusum,clean,0.049999999999999996,0.018633899812498245,5,0.025,0.02282177322938192,5,0.025,0.02282177322938192,5,9.666666666666666,7.371114795831994,3,23.64166666666667,0.39264063297965757,5,1.0,0.0,5,0.0,0.0,5,0.9850694444444444,0.01636002637415241,5
duration24,regime_marginal,cusum,observed,0.4583333333333333,0.14129854131510974,5,0.425,0.14848774734337883,5,0.041666666666666664,0.02946278254943948,5,13.58927960927961,1.354132924415965,5,19.475,1.777218879160484,5,1.0,0.0,5,0.0,0.0,5,0.8114583333333334,0.07405078663168685,5
duration24,regime_marginal,ewma,clean,0.09166666666666666,0.054326686710022075,5,0.09166666666666666,0.054326686710022075,5,0.0,0.0,5,10.041666666666668,4.989572459974235,4,22.758333333333333,0.8161775746327108,5,1.0,0.0,5,0.0,0.0,5,0.9482638888888889,0.03400739894302962,5
duration24,regime_marginal,ewma,observed,0.6583333333333333,0.09947780321927767,5,0.6583333333333333,0.09947780321927767,5,0.0,0.0,5,9.979773670601844,1.4744141657220484,5,14.716666666666669,1.987023877282025,5,1.0,0.0,5,0.0,0.0,5,0.6131944444444445,0.08279266155341769,5
duration24,regime_marginal,point,clean,0.21666666666666665,0.09033118078616166,5,0.21666666666666665,0.09033118078616166,5,0.0,0.0,5,11.133333333333335,1.630439613519413,5,21.233333333333334,1.1143788753282167,5,1.0,0.0,5,0.0,0.0,5,0.8847222222222222,0.04643245313867565,5
