scenario,method,view,comparison,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
steady_d12_n2_m1,regime_marginal,observed,cusum_minus_ewma,-0.225,0.06319062870042957,5,-0.25,0.06588078458684123,5,0.025,0.02282177322938192,5,1.0750000000000002,1.4500000000000004,4,1.6083333333333336,0.5532417092816564,5,0.0,0.0,5,0.0,0.0,5,0.1340277777777778,0.04610347577347137,5
steady_d12_n2_m1,regime_marginal,observed,cusum_minus_point,-0.3,0.09033118078616166,5,-0.325,0.09947780321927768,5,0.025,0.02282177322938192,5,2.8063034188034193,0.8035754359500592,4,2.6666666666666665,0.6555055301063448,5,0.0,0.0,5,0.0,0.0,5,0.22222222222222224,0.054625460842195404,5
switch_after6,regime_conditional,clean,cusum_minus_ewma,-0.05,0.06846531968814577,5,-0.05,0.06846531968814577,5,0.0,0.0,5,-1.0333333333333332,2.5696951829610715,3,0.20833333333333356,0.41874481754670334,5,0.0,0.0,5,0.0,0.0,5,0.01736111111111114,0.03489540146222528,5
switch_after6,regime_conditional,clean,cusum_minus_point,-0.09166666666666667,0.05432668671002208,5,-0.09166666666666667,0.05432668671002208,5,-0.016666666666666666,0.02282177322938192,5,1.0333333333333332,1.4502873278538064,3,0.6,0.3070355571156758,5,0.0,0.0,5,0.0,0.0,5,0.05,0.0255862964263063,5
switch_after6,regime_conditional,observed,cusum_minus_ewma,-0.14166666666666666,0.10458250331675942,5,-0.14166666666666666,0.10458250331675942,5,0.0,0.0,5,0.4277480465870557,0.4910638552699783,5,1.2916666666666665,0.5833333333333335,5,0.0,0.0,5,0.0,0.0,5,0.10763888888888891,0.04861111111111115,5
switch_after6,regime_conditional,observed,cusum_minus_point,-0.016666666666666653,0.13693063937629155,5,-0.016666666666666653,0.13693063937629155,5,-0.016666666666666666,0.02282177322938192,5,0.8860381723539617,1.011864727243529,5,0.6750000000000002,0.9661816311876583,5,0.0,0.0,5,0.0,0.0,5,0.05625000000000001,0.08051513593230486,5
switch_after6,regime_marginal,clean,cusum_minus_ewma,-0.025,0.02282177322938192,5,-0.025,0.02282177322938192,5,0.0,0.0,5,,,0,0.175,0.19851882082619338,5,0.0,0.0,5,0.0,0.0,5,0.014583333333333327,0.01654323506884946,5
switch_after6,regime_marginal,clean,cusum_minus_point,-0.11666666666666665,0.08014743359029727,5,-0.11666666666666665,0.08014743359029727,5,-0.008333333333333333,0.018633899812498245,5,,,0,0.9,0.5671872608661875,5,0.0,0.0,5,0.0,0.0,5,0.07499999999999998,0.04726560507218228,5
switch_after6,regime_marginal,observed,cusum_minus_ewma,-0.26666666666666666,0.1125771340508858,5,-0.26666666666666666,0.1125771340508858,5,0.0,0.0,5,1.271825396825397,1.6322911895825492,4,1.6583333333333332,0.45011572586021364,5,0.0,0.0,5,0.0,0.0,5,0.1381944444444444,0.03750964382168447,5
switch_after6,regime_marginal,observed,cusum_minus_point,-0.225,0.11257713405088582,5,-0.225,0.11257713405088582,5,-0.008333333333333333,0.018633899812498245,5,2.9975198412698414,1.5977560603491585,4,2.366666666666667,0.858677115619654,5,0.0,0.0,5,0.0,0.0,5,0.19722222222222224,0.07155642630163782,5
switch_at,regime_conditional,clean,cusum_minus_ewma,-0.016666666666666666,0.03726779962499649,5,-0.016666666666666666,0.03726779962499649,5,0.016666666666666666,0.03726779962499649,5,,,0,0.058333333333333216,0.13043729868748746,5,0.0,0.0,5,0.0,0.0,5,0.004861111111111094,0.010869774890623938,5
switch_at,regime_conditional,clean,cusum_minus_point,-0.10833333333333332,0.047507309379130745,5,-0.10833333333333332,0.047507309379130745,5,0.016666666666666666,0.047507309379130745,5,,,0,0.48333333333333356,0.24224069756247707,5,0.0,0.0,5,0.0,0.0,5,0.040277777777777815,0.020186724796873112,5
switch_at,regime_conditional,observed,cusum_minus_ewma,-0.2583333333333333,0.07453559924999295,5,-0.2583333333333333,0.07453559924999295,5,0.016666666666666666,0.03726779962499649,5,1.0691626197347022,0.41491639540099434,5,2.208333333333333,0.24295632895188723,5,0.0,0.0,5,0.0,0.0,5,0.18402777777777776,0.02024636074599058,5
switch_at,regime_conditional,observed,cusum_minus_point,0.016666666666666673,0.15756392000990863,5,0.016666666666666673,0.15756392000990863,5,0.016666666666666666,0.047507309379130745,5,2.567198123513913,1.2959664735247562,5,1.358333333333333,0.9711998592806046,5,0.0,0.0,5,0.0,0.0,5,0.11319444444444444,0.08093332160671703,5
switch_at,regime_marginal,clean,cusum_minus_ewma,-0.016666666666666666,0.02282177322938192,5,-0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.03726779962499649,5,,,0,0.05,0.09033118078616194,5,0.0,0.0,5,0.0,0.0,5,0.004166666666666674,0.007527598398846828,5
switch_at,regime_marginal,clean,cusum_minus_point,-0.11666666666666665,0.06846531968814576,5,-0.10833333333333332,0.06319062870042959,5,0.024999999999999998,0.03726779962499649,5,,,0,0.3833333333333336,0.17027347284752076,5,0.0,0.0,5,0.0,0.0,5,0.03194444444444444,0.01418945607062672,5
switch_at,regime_marginal,observed,cusum_minus_ewma,-0.2583333333333333,0.061801654059130524,5,-0.2583333333333333,0.061801654059130524,5,0.016666666666666666,0.03726779962499649,5,0.39848484848484844,1.6064865072796675,4,1.3083333333333336,0.4691896086753079,5,0.0,0.0,5,0.0,0.0,5,0.10902777777777779,0.03909913405627566,5
switch_at,regime_marginal,observed,cusum_minus_point,-0.275,0.06319062870042959,5,-0.275,0.06319062870042959,5,0.024999999999999998,0.03726779962499649,5,1.960037878787879,2.688805268836341,4,2.075,0.8677277158699549,5,0.0,0.0,5,0.0,0.0,5,0.1729166666666667,0.07231064298916288,5
