seed,scenario,method,temporal,view,onset_phase,offset_from_nearest_transition,event_index,sequence_index,channel,start,end_exclusive,duration,any_active_hit,fresh_onset_hit,pre_active,fresh_delay_detected,fresh_delay_capped,scoreable_fraction,fully_unavailable,delay_fraction_capped
43,duration24,regime_marginal,cusum,clean,steady,,20,10,0,22,46,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,clean,steady,,21,10,0,86,110,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,clean,steady,,22,11,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,clean,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,0,0,1,57,81,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,1,0,0,2,26,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,2,1,0,127,151,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,3,1,1,91,115,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,4,2,2,130,154,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_conditional,point,clean,steady,,5,2,2,83,107,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,point,clean,steady,,6,3,1,38,62,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_conditional,point,clean,steady,,7,3,2,121,145,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,9,4,1,122,146,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_conditional,point,clean,steady,,10,5,2,5,29,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,11,5,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,12,6,2,43,67,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,14,7,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,15,7,2,19,43,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,17,8,2,59,83,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,18,9,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,19,9,0,40,64,24,True,True,False,8.0,8,1.0,False,0.3333333333333333
43,duration24,regime_conditional,point,clean,steady,,20,10,0,22,46,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,21,10,0,86,110,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,point,clean,steady,,22,11,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,clean,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,0,0,1,57,81,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,1,0,0,2,26,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,2,1,0,127,151,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,3,1,1,91,115,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,4,2,2,130,154,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,5,2,2,83,107,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,6,3,1,38,62,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,7,3,2,121,145,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,9,4,1,122,146,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,10,5,2,5,29,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,11,5,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,12,6,2,43,67,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,14,7,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,15,7,2,19,43,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,17,8,2,59,83,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,18,9,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,19,9,0,40,64,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,20,10,0,22,46,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,ewma,clean,steady,,21,10,0,86,110,24,True,True,False,8.0,8,1.0,False,0.3333333333333333
43,duration24,regime_conditional,ewma,clean,steady,,22,11,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,clean,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,0,0,1,57,81,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,1,0,0,2,26,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,2,1,0,127,151,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,3,1,1,91,115,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,4,2,2,130,154,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,5,2,2,83,107,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,6,3,1,38,62,24,False,False,True,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,7,3,2,121,145,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_conditional,cusum,clean,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,9,4,1,122,146,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,10,5,2,5,29,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,11,5,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,12,6,2,43,67,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,14,7,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,15,7,2,19,43,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,17,8,2,59,83,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,18,9,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,19,9,0,40,64,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,20,10,0,22,46,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,21,10,0,86,110,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_conditional,cusum,clean,steady,,22,11,2,76,100,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,clean,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,0,0,1,57,81,24,True,True,False,7.0,7,1.0,False,0.2916666666666667
43,duration24,regime_marginal,point,observed,steady,,1,0,0,2,26,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_marginal,point,observed,steady,,2,1,0,127,151,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,3,1,1,91,115,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_marginal,point,observed,steady,,4,2,2,130,154,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_marginal,point,observed,steady,,5,2,2,83,107,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_marginal,point,observed,steady,,6,3,1,38,62,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_marginal,point,observed,steady,,7,3,2,121,145,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_marginal,point,observed,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,9,4,1,122,146,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,10,5,2,5,29,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_marginal,point,observed,steady,,11,5,2,76,100,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_marginal,point,observed,steady,,12,6,2,43,67,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_marginal,point,observed,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,14,7,0,143,167,24,True,True,False,0.0,0,1.0,False,0.0
43,duration24,regime_marginal,point,observed,steady,,15,7,2,19,43,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_marginal,point,observed,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,17,8,2,59,83,24,True,True,False,15.0,15,1.0,False,0.625
43,duration24,regime_marginal,point,observed,steady,,18,9,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,19,9,0,40,64,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_marginal,point,observed,steady,,20,10,0,22,46,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,point,observed,steady,,21,10,0,86,110,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_marginal,point,observed,steady,,22,11,2,76,100,24,True,True,False,10.0,10,1.0,False,0.4166666666666667
43,duration24,regime_marginal,point,observed,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,0,0,1,57,81,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_marginal,ewma,observed,steady,,1,0,0,2,26,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,2,1,0,127,151,24,True,True,False,23.0,23,1.0,False,0.9583333333333334
43,duration24,regime_marginal,ewma,observed,steady,,3,1,1,91,115,24,True,True,False,15.0,15,1.0,False,0.625
43,duration24,regime_marginal,ewma,observed,steady,,4,2,2,130,154,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_marginal,ewma,observed,steady,,5,2,2,83,107,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_marginal,ewma,observed,steady,,6,3,1,38,62,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_marginal,ewma,observed,steady,,7,3,2,121,145,24,True,True,False,0.0,0,1.0,False,0.0
43,duration24,regime_marginal,ewma,observed,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,9,4,1,122,146,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,10,5,2,5,29,24,True,True,False,13.0,13,1.0,False,0.5416666666666666
43,duration24,regime_marginal,ewma,observed,steady,,11,5,2,76,100,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_marginal,ewma,observed,steady,,12,6,2,43,67,24,True,True,False,12.0,12,1.0,False,0.5
43,duration24,regime_marginal,ewma,observed,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,14,7,0,143,167,24,True,True,False,12.0,12,1.0,False,0.5
43,duration24,regime_marginal,ewma,observed,steady,,15,7,2,19,43,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,17,8,2,59,83,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,18,9,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,19,9,0,40,64,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,ewma,observed,steady,,20,10,0,22,46,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_marginal,ewma,observed,steady,,21,10,0,86,110,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_marginal,ewma,observed,steady,,22,11,2,76,100,24,True,True,False,10.0,10,1.0,False,0.4166666666666667
43,duration24,regime_marginal,ewma,observed,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,0,0,1,57,81,24,True,True,False,8.0,8,1.0,False,0.3333333333333333
43,duration24,regime_marginal,cusum,observed,steady,,1,0,0,2,26,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,2,1,0,127,151,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,3,1,1,91,115,24,True,True,False,16.0,16,1.0,False,0.6666666666666666
43,duration24,regime_marginal,cusum,observed,steady,,4,2,2,130,154,24,True,True,False,7.0,7,1.0,False,0.2916666666666667
43,duration24,regime_marginal,cusum,observed,steady,,5,2,2,83,107,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_marginal,cusum,observed,steady,,6,3,1,38,62,24,True,True,False,15.0,15,1.0,False,0.625
43,duration24,regime_marginal,cusum,observed,steady,,7,3,2,121,145,24,True,False,True,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,9,4,1,122,146,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,10,5,2,5,29,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,11,5,2,76,100,24,True,True,False,13.0,13,1.0,False,0.5416666666666666
43,duration24,regime_marginal,cusum,observed,steady,,12,6,2,43,67,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,14,7,0,143,167,24,True,True,False,18.0,18,1.0,False,0.75
43,duration24,regime_marginal,cusum,observed,steady,,15,7,2,19,43,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,17,8,2,59,83,24,True,True,False,19.0,19,1.0,False,0.7916666666666666
43,duration24,regime_marginal,cusum,observed,steady,,18,9,0,143,167,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,19,9,0,40,64,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,20,10,0,22,46,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_marginal,cusum,observed,steady,,21,10,0,86,110,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_marginal,cusum,observed,steady,,22,11,2,76,100,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_marginal,cusum,observed,steady,,23,11,0,133,157,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,observed,steady,,0,0,1,57,81,24,True,True,False,7.0,7,1.0,False,0.2916666666666667
43,duration24,regime_conditional,point,observed,steady,,1,0,0,2,26,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,point,observed,steady,,2,1,0,127,151,24,True,True,False,19.0,19,1.0,False,0.7916666666666666
43,duration24,regime_conditional,point,observed,steady,,3,1,1,91,115,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,point,observed,steady,,4,2,2,130,154,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,point,observed,steady,,5,2,2,83,107,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,point,observed,steady,,6,3,1,38,62,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_conditional,point,observed,steady,,7,3,2,121,145,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_conditional,point,observed,steady,,8,4,0,1,25,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,point,observed,steady,,9,4,1,122,146,24,True,True,False,13.0,13,1.0,False,0.5416666666666666
43,duration24,regime_conditional,point,observed,steady,,10,5,2,5,29,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_conditional,point,observed,steady,,11,5,2,76,100,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_conditional,point,observed,steady,,12,6,2,43,67,24,True,True,False,1.0,1,1.0,False,0.041666666666666664
43,duration24,regime_conditional,point,observed,steady,,13,6,0,1,25,24,True,True,False,16.0,16,1.0,False,0.6666666666666666
43,duration24,regime_conditional,point,observed,steady,,14,7,0,143,167,24,True,True,False,0.0,0,1.0,False,0.0
43,duration24,regime_conditional,point,observed,steady,,15,7,2,19,43,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,point,observed,steady,,16,8,2,103,127,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,point,observed,steady,,17,8,2,59,83,24,True,True,False,15.0,15,1.0,False,0.625
43,duration24,regime_conditional,point,observed,steady,,18,9,0,143,167,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,point,observed,steady,,19,9,0,40,64,24,True,True,False,8.0,8,1.0,False,0.3333333333333333
43,duration24,regime_conditional,point,observed,steady,,20,10,0,22,46,24,True,True,False,2.0,2,1.0,False,0.08333333333333333
43,duration24,regime_conditional,point,observed,steady,,21,10,0,86,110,24,True,True,False,2.0,2,1.0,False,0.08333333333333333
43,duration24,regime_conditional,point,observed,steady,,22,11,2,76,100,24,True,True,False,10.0,10,1.0,False,0.4166666666666667
43,duration24,regime_conditional,point,observed,steady,,23,11,0,133,157,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_conditional,ewma,observed,steady,,0,0,1,57,81,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,ewma,observed,steady,,1,0,0,2,26,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,ewma,observed,steady,,2,1,0,127,151,24,True,True,False,19.0,19,1.0,False,0.7916666666666666
43,duration24,regime_conditional,ewma,observed,steady,,3,1,1,91,115,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,ewma,observed,steady,,4,2,2,130,154,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,ewma,observed,steady,,5,2,2,83,107,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,ewma,observed,steady,,6,3,1,38,62,24,True,True,False,7.0,7,1.0,False,0.2916666666666667
43,duration24,regime_conditional,ewma,observed,steady,,7,3,2,121,145,24,True,True,False,0.0,0,1.0,False,0.0
43,duration24,regime_conditional,ewma,observed,steady,,8,4,0,1,25,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,ewma,observed,steady,,9,4,1,122,146,24,True,True,False,3.0,3,1.0,False,0.125
43,duration24,regime_conditional,ewma,observed,steady,,10,5,2,5,29,24,True,True,False,8.0,8,1.0,False,0.3333333333333333
43,duration24,regime_conditional,ewma,observed,steady,,11,5,2,76,100,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,ewma,observed,steady,,12,6,2,43,67,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,ewma,observed,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,ewma,observed,steady,,14,7,0,143,167,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,ewma,observed,steady,,15,7,2,19,43,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,ewma,observed,steady,,16,8,2,103,127,24,True,True,False,18.0,18,1.0,False,0.75
43,duration24,regime_conditional,ewma,observed,steady,,17,8,2,59,83,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,ewma,observed,steady,,18,9,0,143,167,24,True,True,False,7.0,7,1.0,False,0.2916666666666667
43,duration24,regime_conditional,ewma,observed,steady,,19,9,0,40,64,24,True,True,False,8.0,8,1.0,False,0.3333333333333333
43,duration24,regime_conditional,ewma,observed,steady,,20,10,0,22,46,24,True,True,False,2.0,2,1.0,False,0.08333333333333333
43,duration24,regime_conditional,ewma,observed,steady,,21,10,0,86,110,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,ewma,observed,steady,,22,11,2,76,100,24,True,True,False,10.0,10,1.0,False,0.4166666666666667
43,duration24,regime_conditional,ewma,observed,steady,,23,11,0,133,157,24,True,True,False,3.0,3,1.0,False,0.125
43,duration24,regime_conditional,cusum,observed,steady,,0,0,1,57,81,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,cusum,observed,steady,,1,0,0,2,26,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_conditional,cusum,observed,steady,,2,1,0,127,151,24,True,True,False,16.0,16,1.0,False,0.6666666666666666
43,duration24,regime_conditional,cusum,observed,steady,,3,1,1,91,115,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,cusum,observed,steady,,4,2,2,130,154,24,True,True,False,3.0,3,1.0,False,0.125
43,duration24,regime_conditional,cusum,observed,steady,,5,2,2,83,107,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,cusum,observed,steady,,6,3,1,38,62,24,True,True,True,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,cusum,observed,steady,,7,3,2,121,145,24,True,True,False,0.0,0,1.0,False,0.0
43,duration24,regime_conditional,cusum,observed,steady,,8,4,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,observed,steady,,9,4,1,122,146,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,cusum,observed,steady,,10,5,2,5,29,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_conditional,cusum,observed,steady,,11,5,2,76,100,24,True,True,False,9.0,9,1.0,False,0.375
43,duration24,regime_conditional,cusum,observed,steady,,12,6,2,43,67,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,cusum,observed,steady,,13,6,0,1,25,24,False,False,False,,24,1.0,False,1.0
43,duration24,regime_conditional,cusum,observed,steady,,14,7,0,143,167,24,True,True,False,12.0,12,1.0,False,0.5
43,duration24,regime_conditional,cusum,observed,steady,,15,7,2,19,43,24,True,True,False,3.0,3,1.0,False,0.125
43,duration24,regime_conditional,cusum,observed,steady,,16,8,2,103,127,24,True,True,False,23.0,23,1.0,False,0.9583333333333334
43,duration24,regime_conditional,cusum,observed,steady,,17,8,2,59,83,24,True,True,False,6.0,6,1.0,False,0.25
43,duration24,regime_conditional,cusum,observed,steady,,18,9,0,143,167,24,True,True,False,7.0,7,1.0,False,0.2916666666666667
43,duration24,regime_conditional,cusum,observed,steady,,19,9,0,40,64,24,True,True,False,11.0,11,1.0,False,0.4583333333333333
43,duration24,regime_conditional,cusum,observed,steady,,20,10,0,22,46,24,True,True,False,4.0,4,1.0,False,0.16666666666666666
43,duration24,regime_conditional,cusum,observed,steady,,21,10,0,86,110,24,True,True,False,5.0,5,1.0,False,0.20833333333333334
43,duration24,regime_conditional,cusum,observed,steady,,22,11,2,76,100,24,True,True,False,10.0,10,1.0,False,0.4166666666666667
43,duration24,regime_conditional,cusum,observed,steady,,23,11,0,133,157,24,True,True,False,3.0,3,1.0,False,0.125
43,count1,regime_marginal,point,clean,steady,,0,0,1,57,69,12,True,True,False,8.0,8,1.0,False,0.6666666666666666
43,count1,regime_marginal,point,clean,steady,,1,1,0,127,139,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,2,2,2,130,142,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,3,3,1,38,50,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,4,4,0,1,13,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,5,5,2,5,17,12,True,True,False,3.0,3,1.0,False,0.25
43,count1,regime_marginal,point,clean,steady,,6,6,2,43,55,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,7,7,0,143,155,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,8,8,2,103,115,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,9,9,0,143,155,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,point,clean,steady,,10,10,0,22,34,12,True,True,False,11.0,11,1.0,False,0.9166666666666666
43,count1,regime_marginal,point,clean,steady,,11,11,2,76,88,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,0,0,1,57,69,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,1,1,0,127,139,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,2,2,2,130,142,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,3,3,1,38,50,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,4,4,0,1,13,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,5,5,2,5,17,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,6,6,2,43,55,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,7,7,0,143,155,12,False,False,False,,12,1.0,False,1.0
43,count1,regime_marginal,ewma,clean,steady,,8,8,2,103,115,12,False,False,False,,12,1.0,False,1.0
